speaker,speech,speaker_std
El señor Víctor Joy Way,"Él dice: ""Da cuenta"". Podría ser que el Congreso haga una especie, bueno, ahí tendría que aceptar o: más, no tendría que votar.",JOY WAY
Desconocido,"Pero, ¿cómo vota?",DESCONOCIDO
Desconocido,(?),DESCONOCIDO
Desconocido,"Porque saben que 35 votos fácil tienen, 70 pueden tener mas o menos. 70 pueden tener.",DESCONOCIDO
Desconocido,"Si es mayoría, así ya hay mayoría.",DESCONOCIDO
Desconocido,"El artículo (?) La denuncia de los tratados es potestad, del Presidente de la República con cargo a dar cuenta al Congreso"". Punto y seguído. En el caso de los tratados sujetos a aprobación del Congreso, la denuncia requiere aprobación primero y los tratados de Derechos Humanos requieren..."".",DESCONOCIDO
Desconocido,Aprobación legislativa.,DESCONOCIDO
Desconocido,"Es decir, que se requiere aprobación. Ahora lo que no me parece esencial para (?).",DESCONOCIDO
Desconocido,No es una denuncia.,DESCONOCIDO
Desconocido,(?),DESCONOCIDO
Desconocido,"Pero, además, incluso si se aplicara analógicamente al régimen de la denuncia, acá no dice de usted.",DESCONOCIDO
Desconocido,"La parte que dice, ""sujetos a aprobación"", ¿no dice, tampoco",DESCONOCIDO
Desconocido,"No, tampoco, tampoco.",DESCONOCIDO
Desconocido,Ni el Reglamento ni la (?).,DESCONOCIDO
Desconocido,No.,DESCONOCIDO
Desconocido,"Y después acá dice: ""Los tratados deben ser aprobados antes de su ratificación.",DESCONOCIDO
Desconocido,(?) siempre y cuando el tratado se le (?).,DESCONOCIDO
Desconocido,(?),DESCONOCIDO
Desconocido,Era de las participaciones más importantes.,DESCONOCIDO
Desconocido,Pero creo que es necesario (?).,DESCONOCIDO
Desconocido,"Ahora, lo que se podría hacer, tal vez, me refiero por razones de tiempo, Fernando, estoy pensando en voz alta, digamos, simplemente se le aprueba por el Ejecutivo, digamos, el retiro parcial y lo consultan al Congreso, y el Congreso lo pone al debate. Lo que se quiere acá, políticamente, es tener, como dices tú, estando nosotros en cuadrados y amparados por una decisión del Congreso.",DESCONOCIDO
El señor Fernando Gross,"Bueno, puedo intentarlo antes del 11 de julio.",DESCONOCIDO
BACKGROUND,[Dialogo ininteligible.],BACKGROUND
El señor Víctor Joy Way,"Hay lo siguiente, hay la alternativa, la alternativa es que podemos presentar el retiro, la nota de retiro y posteriormente sería la reactivación del Congreso. ¿No te parece?",JOY WAY
Desconocido,"No, no. (?).",DESCONOCIDO
Desconocido,Yo creo que coincido con Fernando.,DESCONOCIDO
El señor Fernando Gross,"Es tan, es tan (?) en ir. O sea, a mí me parece que…",DESCONOCIDO
Desconocido,"Con eso quedan mal, para que van a estar.",DESCONOCIDO
Desconocido,"Para qué, para qué me lo van a tirar.",DESCONOCIDO
Desconocido,Por eso te digo.,DESCONOCIDO
Desconocido,Yo creo que es más fuerte.,DESCONOCIDO
Desconocido,"(?) que te demande, esta protección, que, ¡ojo! el Ejecutivo debe tener en este caso, con respecto digamos a cualquier acto futuro, ¿no? Digamos, o sea, que en la decisión del Ejecutivo, cualquiera que sea aprobada por el Congreso.",DESCONOCIDO
Desconocido,Esto creo que es político.,DESCONOCIDO
Desconocido,Esto (?) vamos a hacerlo mañana.,DESCONOCIDO
Desconocido,"Es un tema pendiente, por seguridad.",DESCONOCIDO
Desconocido,"(?) 31 con todo lo que hay desde el punto de vista de impuesto, que ha sido (?).",DESCONOCIDO
Desconocido,—(?).,DESCONOCIDO
Desconocido,"De todas maneras, por tratarse...",DESCONOCIDO
Desconocido,"(?) de inmediato, de todas maneras, por tratarse (?).",DESCONOCIDO
Desconocido,"El cinco, el cinco, yo digo esto, yo digo esto para no tener...",DESCONOCIDO
Desconocido,El seis es martes.,DESCONOCIDO
Desconocido,"El cinco lo podemos tomar en un consenso, eso es claro.",DESCONOCIDO
Desconocido,"Ahora, la fuerza del ministro lo aprueba.",DESCONOCIDO
El señor Bustamante,"Lo aprobamos el lunes, tendríamos martes.",DESCONOCIDO
Desconocido,El lunes en la mañana.,DESCONOCIDO
Desconocido,"Y el mismo día, el lunes se puede hacer este (?).",DESCONOCIDO
El señor Víctor Joy Way,La idea es que yo más o menos declare en sesión per manente.,JOY WAY
Desconocido,Sesión permanente.,DESCONOCIDO
El señor Víctor Joy Way,"Entonces, es el lunes o el martes mejor.",JOY WAY
Desconocido,Así es.,DESCONOCIDO
El señor Víctor Joy Way,Esto hay que hacerlo.,JOY WAY
Desconocido,(?),DESCONOCIDO
El señor Víctor Joy Way,"Ya. Entonces, si lo hacemos, lo aprobamos el día lunes (?) el martes (?) y en el peor de los casos, se estaría viendo el miércoles, siguiendo, supongo que tendrá que definirse el (?) del trámite de la comisión, antes del mis mo martes, como es una sesión de reunión extraordinaria, la solución en este caso (?) tiene que ser (?).",JOY WAY
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
El señor Víctor Joy Way,Al día siguiente se está viendo esta cuestión de la (?) y el miércoles (?).,JOY WAY
Desconocido,Aprobado.,DESCONOCIDO
Desconocido,¿El miércoles o viernes?,DESCONOCIDO
Desconocido,El miércoles.,DESCONOCIDO
El señor Víctor Joy Way,El día ocho están entregando.,JOY WAY
Desconocido,"El nueve es viernes, diez es sábado, 12 es el lunes; sería el ultimo día para presentar el…",DESCONOCIDO
Desconocido,(?),DESCONOCIDO
Desconocido,Lo único que tengo que asegurar es que haya quorum.,DESCONOCIDO
Desconocido,El Reglamento (?).,DESCONOCIDO
Desconocido,(?),DESCONOCIDO
Desconocido,"Ah, claro, sin duda, entre comas eso.",DESCONOCIDO
Desconocido,Retiro de la competencia contenciosa.,DESCONOCIDO
Desconocido,"Contenciosa, o sea, la litigiosa.",DESCONOCIDO
Desconocido,"La Suprema te la mantiene, no hay problema, ¿no?",DESCONOCIDO
Desconocido,"Y, además, te obligan a retirarla, porque (?).",DESCONOCIDO
El señor Víctor Joy Way,"Bueno, al final sólo tiene efecto para el acuerdo, ¿no?",JOY WAY
Desconocido,Y bueno (?).,DESCONOCIDO
Desconocido,(?),DESCONOCIDO
Desconocido,"Y este, (?) bueno hay que analizar también, un poco, cuáles son las alternativas más limpias, ¿no? (?).",DESCONOCIDO
BACKGROUND,[Dialogo ininteligible.],BACKGROUND
Desconocido,La idea acá es que no se haga daño.,DESCONOCIDO
El señor Vladimiro Montesinos,"No, acá hay una evaluación de daños (?).",MONTESINOS
Desconocido,(?),DESCONOCIDO
El señor Vladimiro Montesinos,"Vamos a hacer una menor evaluación de daños posibles, porque el tema, el tema más grave se nos viene con el asunto de la Lori Berenson, que están haciendo presión de afuera, ya lo hemos conversado, porque hay un documento que el 25% del público está pidiendo la liberación, está dicien do que ya no quiere ni siquiera nuevo juicio, sino la liberación inmediata y la re patriación.",MONTESINOS
Desconocido,"Ése no está en la Corte, todavía.",DESCONOCIDO
El señor Vladimiro Montesinos,"No está, está en la Comisión…",MONTESINOS
Desconocido,(?),DESCONOCIDO
El señor Vladimiro Montesinos,"Entonces, el tema esta ahí, están diciendo que si no hacemos eso, nos impongan sanciones con el Fondo. Dentro de tres, cuatro o cinco meses vamos a tener un problema más grave. Además, el presidente ya ha adelantado una posición diciendo sobre el tema de Lori Berenson (?) no hay ninguna posibilidad de -cómo se llama esto?-, de remitir el proceso ni nada por el estilo. Eso ya está oleado y sacramentado. Entonces, no podría haber contradicción contra el Jefe de Estado.  Entonces, vamos como hicimos la vez pasada el análisis, estamos entrando al mismo cronograma, de que el momento más adecuado es éste y no dentro de tres o cuatro meses (?) van a entrar en temas más fuertes. Dentro de ese orden de ideas.",MONTESINOS
Desconocido,Ahora estamos en cronograma,DESCONOCIDO
El señor Vladimiro Montesinos,En cronograma.,MONTESINOS
Desconocido,El lunes.,DESCONOCIDO
El señor Vladimiro Montesmos,El lunes resolvemos en Consejo de Ministros.,DESCONOCIDO
Desconocido,"El martes, la misma noche se lo pasamos al Congreso.",DESCONOCIDO
Desconocido,Al Congreso.,DESCONOCIDO
Desconocido,El martes lo pasan a la Comisión de Justicia.,DESCONOCIDO
Desconocido,Ya.,DESCONOCIDO
El señor Víctor Joy Way,"Emiten dictamen, el miércoles se aprueba en el Con greso y el jueves (?).",JOY WAY
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
Desconocido,Tiene que redactar el acta acá.,DESCONOCIDO
Desconocido,Allá.,DESCONOCIDO
Desconocido,(?),DESCONOCIDO
El señor Fernando Gross,"En el cual conste (?) ""y con efecto inmediato"".",DESCONOCIDO
El señor Vladimiro Montesinos,Eso es fundamental.,MONTESINOS
Desconocido,Claro.,DESCONOCIDO
Desconocido,"No hay ninguna, porque la Constitución está hablando del tema, solamente para lo que (?).",DESCONOCIDO
El señor Víctor Joy Way,"Y si no dice, si no dice es por algo (?).",JOY WAY
El señor Fernando Gross,Para el tema de la denuncia constitucional requiere de una norma expresa.,DESCONOCIDO
Desconocido,"Lo que dice debe redactar el doctor (?) redactar (?) o sea, la decisión de la comunicación del Parlamento, la posición del Parlamento, la nota diplomática, y el acta.",DESCONOCIDO
Desconocido,El acta.,DESCONOCIDO
Desconocido,"El acta, el acta en el que debe pedir (?).",DESCONOCIDO
El señor Vladimiro Montesinos,Que es la constancia de ponernos de acuerdo... [Diálogo ininteligible.],MONTESINOS
El señor Vladimiro Montesinos,... y firmado por el Secretario General.,MONTESINOS
Desconocido,"(?) al momento de hacer el acta, el testimonio de todos los casos diversos que estén, excepto aquellos (?). En el caso de (?).",DESCONOCIDO
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
Desconocido,(?) se inscribe y la cosa ya está hecha.,DESCONOCIDO
El señor Vladimiro Montesinos,"Ahí es, porque justamente lo pondríamos nosotros.",MONTESINOS
Desconocido,"Sí, pues.",DESCONOCIDO
Desconocido,Claro.,DESCONOCIDO
Desconocido,"Así se podría empezar, digamos (?) la jurisprudencia (?) la adecuación, un costo bien (?) donde no hay contestación de demanda (?).",DESCONOCIDO
Desconocido,La (?).,DESCONOCIDO
El señor Vladimiro Montesinos,"No hay (?) que contestar, no hay…",MONTESINOS
Desconocido,(?),DESCONOCIDO
El señor Fernando Gross,"Pero es muy importante decirlo, porque (?) ¿qué pue den decir, cómo se ha nombrado la gente, o cómo se hicieron prórroga?",DESCONOCIDO
Desconocido,Claro.,DESCONOCIDO
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
Desconocido,"Si todavía no hacen Consejo de Ministros hoy en la mañana, para que incluso hoy día en la mañana esté entrando al Congreso y se trabaje sin apuros, de modo que el miércoles, de todas maneras, y el jueves una persona los lleva (?).",DESCONOCIDO
El señor Vladimiro Montesinos,"Bueno, claro.",MONTESINOS
El señor Víctor JoyWay,Con lo cual no se prueba que…,DESCONOCIDO
Desconocido,"Ya, que él vaya, lo firme y lo presente, no hay ningún problema (?) no habría ninguna discusión.",DESCONOCIDO
El señor Vladimiro Montesinos,"Sí, estoy tratando de comunicarme ahorita con el presidente (?) para el día lunes, para que se pueda hacer (?).",MONTESINOS
Desconocido,Es que (?).,DESCONOCIDO
El señor Víctor Joy Way,"Si él llega, llega a lo menos, llega el lunes en la noche. Si llega el lunes en la noche, igual lo hacemos nosotros.",JOY WAY
El señor Vladimiro Montesinos,En la noche (?) el martes está en el Congreso.,MONTESINOS
Desconocido,Que sea el lunes que entre al Congreso.,DESCONOCIDO
El señor Fernando Gross,El detalle (?) .,DESCONOCIDO
El señor Vladimiro Montesinos,¿Y el lunes qué día cae? Cinco o seis.,MONTESINOS
Desconocido,El lunes es cinco.,DESCONOCIDO
El señor Fernando Gross,"Seis, claro, si cae cinco y el seis; hasta el seis espero, entonces.",DESCONOCIDO
El señor Vladimiro Montesinos,"En el acta, en el documento que voy a hacer redactar (?).",MONTESINOS
Desconocido,¿Y lo del Tribunal Constitucional?,DESCONOCIDO
Desconocido,Ya pasó también con el tema a la Corte.,DESCONOCIDO
Desconocido,"Ya pasó por ese tema, ya no vamos a aclarar.",DESCONOCIDO
El señor Vladimiro Montesinos,"Urgente, ni nada.",MONTESINOS
Desconocido,"Es importante, no va a ser eliminada todavía.",DESCONOCIDO
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
Desconocido,Y pruebas para presentar la denuncia.,DESCONOCIDO
El señor Vladimiro Montesinos,"Nada más, pero no hemos hecho ningún acto procesal.",MONTESINOS
Desconocido,(?),DESCONOCIDO
El señor Vladimiro Montesinos,Y que incluye este asunto en concreto.,MONTESINOS
El señor Fernando Gross,"Bueno, yo no haría (?).",DESCONOCIDO
Desconocido,El caso (?).,DESCONOCIDO
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
El señor Fernando Gross,"La causa tiene el efecto inmediato a partir del día de la techa del depósito excluyéndose, en consecuencia, todos los casos en que el Perú no ha contestado.",DESCONOCIDO
Desconocido,Ahí está.,DESCONOCIDO
Desconocido,Perfecto.,DESCONOCIDO
El señor Vladimiro Montesinos,Ésa es la mejor respuesta. El litis contestado (?).,MONTESINOS
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
Desconocido,Eso es para los abogados.,DESCONOCIDO
BACKGROUND,[Risas.],BACKGROUND
El señor Víctor Joy Way,"Como para ingeniero, como para ingeniero.",JOY WAY
El señor Fernando Gross,"No vamos a utilizar términos jurídicos latinos, pero pones: ""Todos los casos, incluso hasta los que no están en la Corte, en los cuales Perú no ha contestado"", nada más.",DESCONOCIDO
Desconocido,Clarísimo.,DESCONOCIDO
El señor Vladimiro Montesinos,"Pero no, ha contestado, con eso ya está incluido todo.",MONTESINOS
El señor Fernando Gross,Sin mencionarlo.,DESCONOCIDO
El señor Vladimiro Montesinos,Sin mencionar eso.,MONTESINOS
Desconocido,La Corte nos puede exigir.,DESCONOCIDO
Desconocido,Claro.,DESCONOCIDO
Desconocido,Nos puede decir no (?).,DESCONOCIDO
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
Desconocido,Está bien.,DESCONOCIDO
El señor Vladimiro Montesinos,"Ahora que nos disculpen, que sigan ellos, pero no contestamos nada ya, que hagan lo que quieran.",MONTESINOS
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
Desconocido,"El de Céspedes, ¿qué cosa?, ¿qué ha pedido la Defensoría?",DESCONOCIDO
El señor Vladimiro Montesinos,"El de Céspedes tiene dos problemas, (?) está siendo juzgado en el fuero militar, siendo un militar en retiro y que no le corres ponde el juzgamiento por la jurisdicción de los militares. Se basan para esto en la Ley de Situación Militar que decían que el fuero militar es solamente para los que están en actividad y mas no para los que están en retiro.",MONTESINOS
Desconocido,(?).,DESCONOCIDO
El señor Vladimiro Montesinos,"(?) un millón de dólares del Estado, esto ha sido comprobado al teniente (?) y le han puesto cuatro años de (?).",MONTESINOS
El señor Víctor JoyWay,"Ahora, si usted le ofrece medio millón, entonces el abogado se mueve.",DESCONOCIDO
El señor Vladimiro Montesinos,"De fondos del Ejército y él con nosotros, él te nía una empresa de seguros, etcétera y el (?). Lo que pasa es que le abrieron un pro ceso y, ¿qué pasa? que la Ley de Situación Militar es una norma administrativa, el Código de Justicia Militar es una norma punitiva que tiene mayor jerarquía que la Ley de Situación Militar (?) aprobado por decreto (?) y el Código (?) Pero cuando se modificó, cuando el Congreso (?) estableció que el Código tenía prevalencia so bre cualquier otra norma porque las cuestiones administrativas no podían primar sobre cuestiones jurisdiccionales y en el Código de Justicia Militar dice que: ""son militares aquellos que ostentan el grado de milicia, cualquiera su situación"". Pero, además, mirándolo desde el punto de vista internacional y no peruano, la Corte solamente puede determinar que un determinado acto con efecto jurídico viola la Convención.",MONTESINOS
Desconocido,Claro.,DESCONOCIDO
El señor Fernando Gross,No se puede…,DESCONOCIDO
Desconocido,"Ahí, ahí (?) con efecto jurídico (?) va a pedir, resuelve la Corte en contra nuestra (?) si acabamos por retirarnos de la Corte, va a ser un incendio.",DESCONOCIDO
El señor Vladimiro Montesinos,"Es un tema, pero claro, pero no está ordenan do un nuevo juicio, está ordenando la liberación del mismo.",MONTESINOS
Desconocido,... lo vayan a aceptar.,DESCONOCIDO
El señor Vladimiro Montesinos,"Y el pago de una indemnización, no un nuevo juicio, porque él no quiere un nuevo juicio. Él planteó ¿qué cosa? planteó un hábeas corpus y con el hábeas corpus le ordenaron al fuero militar que lo pusieran en libertad. El fuero militar dijo: ""¿Cómo vamos a poner en libertad con un hábeas corpus, si el hábeas corpus es una acción de garantía...?""",MONTESINOS
Desconocido,Claro.,DESCONOCIDO
El señor Vladimiro Montesinos,"... contra una detención que no provenga de un mandato judicial y si el juez es incompetente, entonces, la persona tiene el camino de plantear la inhibitoria de competencia ante el juez competente. ¿Y quién dirimía las cuestiones de competencia? No dirimía el fuero militar, sino la Corte Suprema, la máxima instancia. Entonces, como se dice... Lo tuvieron a la salida de la garrocha. O sea, vieron una acción de garantía constitucional (?) mandato judicial, aun cuando ellos conside ren que es un juez incompetente, pero era un mandato de un juez, no era un man dato de los bomberos.",MONTESINOS
Desconocido,¿No ha prescrito el delito?,DESCONOCIDO
Desconocido,No.,DESCONOCIDO
Desconocido,"Lo que podemos hacer es ponerlo en libertad e inmediatamente volver a detenerlo, ¿no es cierto?, e iniciar el proceso civil. Lo que a mí me preocupa son sus conferencias.",DESCONOCIDO
El señor Vladimiro Montesinos,Pero ése es un asunto que lo veremos en el momento.,MONTESINOS
Desconocido,"La idea de liberación, no creo.",DESCONOCIDO
El señor Vladimiro Montesinos,"Valle Riestra, inclusive, planteó el indulto de... ¿Te acuerdas cuando hubo el indulto y no quiso que lo indultaran? Quiso que se definiera (?).",MONTESINOS
Desconocido,Ahora el indulto (?).,DESCONOCIDO
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
El señor Vladimiro Montesinos,"¿Qué es lo que pasa? Se nos va a venir, ¿qué pro blemas se nos van a venir? Lori Berenson, luego viene el tema de Polay, (?) se vie ne el tema del Tribunal Constitucional, viene el tema de Baruch Ivcher, luego vie ne el tema de interceptación de teléfonos por el estado; o sea, viene una andanada de cosas.",MONTESINOS
El señor Fernando Gross,"¡Uffl (?) los medios de información, también.",DESCONOCIDO
El señor Vladimiro Montesinos,"Hay 80 juicios que definitivamente van a gene rar una situación de conflictos en este año, que es una situación sumamente grave.",MONTESINOS
El señor Víctor Joy Way,Había uno.,JOY WAY
Desconocido,(?),DESCONOCIDO
El señor Vladimiro Montesinos,Ése es un tema más manejable porque Cortez es una persona con quien se puede conversar (?).,MONTESINOS
Desconocido,Cortez es una persona con quien se puede dialogar.,DESCONOCIDO
Desconocido,"Además, la contradicción, por suerte, en el procedimiento.",DESCONOCIDO
Desconocido,Puede haber una solución amistosa con Cortez (?).,DESCONOCIDO
El señor Vladimiro Montesinos,"No va a (?) el tema de la plata. Ahora, el tema es, como hemos visto del análisis de la (?) que nos simplifica (?).",MONTESINOS
Desconocido,"Esos juicios lo llevó a perder (?) esos dispositivos (?) porque son cuatro, cuatro (?) que no le interesa, pues, el tema de (?) inclusive a aceptar.; (?) pero…",DESCONOCIDO
Desconocido,Claro.,DESCONOCIDO
El señor Vladimiro Montesinos,"Entonces, este, podemos acreditar, inclusive puede pedir a... se podría pedir a la Corte, que se pida oficialmente al gobierne",MONTESINOS
