"speaker","speech","speaker_std"
"El señor Vladimiro Montesinos","Claro, necesitamos los documentos.","MONTESINOS"
"El señor Julio Vera Abad","Los documentos están ahí, pero sería contra la garan tía de ellos, ¿no?, un poco. Ahora más que nada puede ser lo referente de acuerdo a la oferta, porque el canal está operando. No sé, con la venta normal de publicidad se puede dar todo... bueno, pero esto se paga en dos, tres años. Yo le dije que me iba a extender todo este tiempo hasta tener la respuesta suya.","VERA ABAD"
"El señor Vladimiro Montesinos","Ya. ¿Cuál es el monto que usted está pidiendo por el canal?","MONTESINOS"
"El señor Julio Vera Abad","Pues yo le conté que tengo una oferta de 70 millones.","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","Y por el otro estaba creo en 45 (?) pero gracias a que con ustedes (?) había problemas por todas partes.","VERA ABAD"
"Desconocido","No hay manera de (?)","DESCONOCIDO"
"El señor Vladimiro Montesinos","No es (?) Palermo.","MONTESINOS"
"El señor Julio Vera Abad","Palermo. El está con el 11, está queriendo (?) infraestructuras sociales, pero... Ahora us ted vea acá y yo me responsabilizo con este balance, si usted quiere asumiría 3 millones de soles.","VERA ABAD"
"El señor Vladimiro Montesinos","¿Cuánto te paga (?).","MONTESINOS"
"El señor Julio Vera Abad","Yo le hable (?) esa es ganancia en operación (?). Ustedes saben que hay un radio más o menos donde uno saca la cuenta cuánto vende al día, hemos estado vendiendo 20, 30; hemos vendido 33 millones de dólares de publicidad; yo creo que con un poquito de apoyo de gente que ustedes conocen, toda esa cuestión del crédito viene del (?) manejo esa situación (?) coroc creo es integrar el (?). Ahora, tengo la oferta, yo creo que esta oferta... hay un apoyo (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","¿Ya? Pero no puedo yo quedarme mal, entiéndeme, por los problemas familiares porque me arriesgo a que yo... ella está decidida a vencer junto conmigo.","VERA ABAD"
"El señor Vladimiro Montesinos","Ah, ya, o sea ella...","MONTESINOS"
"El señor Julio Vera Abad","Ya ella ganó todos los juicios, ya sin ningún apoyo (?}, usted sabe el apoyo de Palermo, (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","Había un señor que debía publicidad y todo (?) ella salía a manejar el canal a veces.","VERA ABAD"
"El señor Vladimiro Montesinos","¿Esto aparece como sociedad conyugal c aparece como propio de usted?","MONTESINOS"
"El señor Julio Vera Abad","No, no, no, los accionistas son independientes.","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","67,05 es mi capital.","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","16,5 es la sociedad conyugal.","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","Después viene César 5 en 5 y Pilar nuevamente per derecho propio 5 y 5.","VERA ABAD"
"El señor Vladimiro Montesinos","¿Ellos no van a vender sus partes?","MONTESINOS"
"El señor Julio Vera Abad","Ellos van a vender todo seguramente.","VERA ABAD"
"El señor Vladimiro Montesinos","Todo van... incluyendo los chicos, y las señoras.","MONTESINOS"
"El señor Julio Vera Abad","Sí, todos, todos, todos.","VERA ABAD"
"El señor Vladimiro Montesinos","¿Están de acuerdo todos?","MONTESINOS"
"El señor Julio Vera Abad","No, es que yo les dije, ""Esto lo vendo o pasa esto, tengo esta oferta de afuera"".","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","Entonces, gente de acá que están buscando por otro lado. Oiga, desde que hemos hablado yo no sé, dije a usted lo que podrían (?) oiga, pero es (?) completo y usted sabe, lo que he conversado saben todos (?) pero esa gente han presentado cuatro casos.","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","De gente que planifica lo bueno, porque si no, tendría yo ese asunto; no hago nada, pero estarían terminando los juicios con la docu mentación debida, ya sea en los primeros días de enero, entonces yo —digo— le dije, que quería conversar con él.","VERA ABAD"
"El señor Vladimiro Montesinos","Pero necesitamos para esto -¿cómo se llama esto?-, este... un documento escrito donde se manifieste tanto por los chicos, por la...","MONTESINOS"
"El señor Julio Vera Abad","Ah, todo eso, todo eso se podría hacer en un día, un par de días.","VERA ABAD"
"El señor Vladimiro Montesinos","Claro, porque si no...","MONTESINOS"
"El señor Julio Vera Abad","Mi único intento de conversar con usted es de la ofer ta, hagámoslo un juego; hay gente que se propone esto, estaríamos de acuerdo.","VERA ABAD"
"El señor Vladimiro Montesinos","Mientras tanto va mejorando, hay que ver una revisión de esto, hagamos una revisión de esto, de esta fórmula que nos den los activos, los pasivos, porque...","MONTESINOS"
"El señor Julio Vera Abad","Todo esto lo puede revisar en un momento, porque nosotros, esto si yo le vendo, yo me responsabilizo de esto, ¿ya? Ustedes van, ven y hacen un chequeo rápido ustedes. Efectivamente, porque contra un balance, ustedes pueden pasar (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Es que también aparte de llevar los libros con tables y esas cosas, también hay que llevar técnicos para hacer una evaluación que sea transparente.","MONTESINOS"
"El señor Julio Vera Abad","Mira, lo que vale es la señal, lo que vale es la infraestructura que tenemos, la publicidad que tenemos y tenemos, este…","VERA ABAD"
"El señor Vladimiro Montesinos","Usted ¿cuánto está pidiendo?, ¿cuánto está usted pidiendo?","MONTESINOS"
"El señor Julio Vera Abad","Ya, 70.","VERA ABAD"
"El señor Vladimiro Montesinos","70 millones, al contado, al cash.","MONTESINOS"
"El señor Julio Vera Abad","Al contado porque es...","VERA ABAD"
"El señor Vladimiro Montesinos","¿Ah?","MONTESINOS"
"El señor Julio Vera Abad","He ahí.","VERA ABAD"
"El señor Vladimiro Montesinos","¿Ah? Ahí surgen los problemas.","MONTESINOS"
"El señor Julio Vera Abad","Porque, ¿usted sabe qué? Le voy a decir una cosa, toco está bien y estos agentes lo manejan como ellos quieren. Pero yo quiero salir de todo el problema de la familia, darles la (?) darles plata a todo el mundo y no tener ningún problema. Yo tengo el poder para vender.","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","Pero el dueño no soy yo.","VERA ABAD"
"El señor Vladimiro Montesinos","No, pues, son todos.","MONTESINOS"
"El señor Julio Vera Abad","Ellos deben estar negociando esta oferta, con esta eence lo que yo le dije.","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","Pero ahora se han presentado, que ponga precio, que ponga esto (?) no está en venta el terreno hasta que usted lo resuelva. Usted dice ""Sí"", ""No"", y ya ellos que resuelvan lo que quieran allá. Pero usted es el... lo gasto, va a estar (?)","VERA ABAD"
"El señor Vladimiro Montesinos","Claro. Entonces, necesitamos ver bien en ios libros, y mandamos unas revistas.","MONTESINOS"
"El señor Julio Vera Abad","Eso es, eso es un día, vea, mire usted, ¿ya vio gente?","VERA ABAD"
"El señor Vladimiro Montesinos","Sí, ¿la revista Gente...?","MONTESINOS"
"El señor Julio Vera Abad","No, ¿ya vio gente? Le puedo decir a usted con roci franqueza, hay un señor que ha hablado con un periodista y le ha dicho: ""Ove. te nemos que vernos donde Montesinos porque vamos a ver cómo nos va a defender""","VERA ABAD"
"El señor Vladimiro Montesinos","¿Quién te dijo?","MONTESINOS"
"El señor Julio Vera Abad","Gente del grupo de ustedes.","VERA ABAD"
"El señor Vladimiro Montesinos","¿De acá, de nosotros?","MONTESINOS"
"El señor Julio Vera Abad","Sí.","VERA ABAD"
"El señor Vladimiro Montesinos","No, no nadie.","MONTESINOS"
"El señor Julio Vera Abad","Sí.","VERA ABAD"
"El señor Vladimiro Montesinos","Nosotros...","MONTESINOS"
"El señor Julio Vera Abad","Y por eso le digo...","VERA ABAD"
"El señor Vladimiro Montesinos","Nadie sabe, si solamente nos juntamos (?).","MONTESINOS"
"El señor Julio Vera Abad","Eso revela la excepción.","VERA ABAD"
"El señor Vladimiro Montesinos","No hemos hablado con nadie.","MONTESINOS"
"El señor Julio Vera Abad","Ellos se han enterado por eso. Yo no quisiese que nadie se entere.","VERA ABAD"
"El señor Vladimiro Montesinos","Nadie sabe nada...","MONTESINOS"
"El señor Julio Vera Abad","Ni que usted mande que lo controle, la gente entra, por qué viene y qué hace. Usted debe hacer la administración.","VERA ABAD"
"El señor Vladimiro Montesinos","No, pero usted puede pedir los libros.","MONTESINOS"
"El señor Julio Vera Abad","Claro, todo, todo.","VERA ABAD"
"El señor Vladimiro Montesinos","Puede llevárselos a su casa.","MONTESINOS"
"El señor Julio Vera Abad","Sí, sí.","VERA ABAD"
"El señor Vladimiro Montesinos","Y lo mando a recoger a la casa y no necesitamos ir físicamente al canal y un día va una persona que son los técnicos y te hacen una visita como que (?) para que vean, porque uno tiene que mirar.","MONTESINOS"
"El señor Julio Vera Abad","Ah, no, claro, porque fíjese: ustedes lo hacen, ya, por ahí conocen cómo está la cosa, ¿ya? El resto de las cosas. Por ejemplo, yo lo que le pedí era la cuestión de ingresarlo a Julio. Me parece que he colgado (?) porque él sale con su Uranio 15 fuera, se acabó, ¿ya?","VERA ABAD"
"El señor Vladimiro Montesinos","Ahora, pero yo digo que va a ser bien difícil poder solucionar esto en siete días.","MONTESINOS"
"El señor Julio Vera Abad","Faltan diez días.","VERA ABAD"
"El señor Vladimiro Montesinos","En diez días no vas a pensar que la Caja tiene una normatividad que tiene que someter eso a todos; son 10 los directores, tiene que haber una sesión de directores, tiene que haber informe, todas las cuestior.ee porque no son así las cosas así no más.","MONTESINOS"
"El señor Julio Vera Abad","Ya.","VERA ABAD"
"El señor Vladimiro Montesinos","Entonces, eso toma un tiempo; eso no es de día para otro, no es como decir Hoy día ha llegado, ahorita lo vemos"".","MONTESINOS"
"El señor Julio Vera Abad","(?).","VERA ABAD"
"El señor Vladimiro Montesinos","(?) pero el problema está en que no se puece hacer un gasto de esa naturaleza de acuerdo al estatuto, mientras no haya primer; la oferta, el estudio de factibilidad, el informe de los técnicos que indiquen que :: es financieramente rentable para obviar la compra de eso, entonces; el informe ce la asesoría jurídica, es decir, una serie de informes que eso es sometido al directo rio y el directorio aprueba eso.","MONTESINOS"
"El señor Julio Vera Abad","Doctor, yo sé cómo trabajaba usted antes.","VERA ABAD"
"El señor Vladimiro Montesinos","Sí, sí, sí.","MONTESINOS"
"El señor Julio Vera Abad","Después de una semana de esto, yo sé que lo hace má= rápido, por la parte contable, por la parte legal, por la parte...","VERA ABAD"
"El señor Vladimiro Montesinos","Claro, así es.","MONTESINOS"
"El señor Julio Vera Abad","Técnica, y se acabó.","VERA ABAD"
"El señor Vladimiro Montesinos","Sí, sí, pero ahorita necesitamos, pues, la infor mación básica.","MONTESINOS"
"El señor Julio Vera Abad","Ah, no, yo les doy toda la información.","VERA ABAD"
"El señor Vladimiro Montesinos","¿Toda esa información?","MONTESINOS"
"El señor Julio Vera Abad","Todo aparece, yo le pido a mi contador.","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","Que vaya a mi casa.","VERA ABAD"
"El señor Vladimiro Montesinos","Y que lleve todo.","MONTESINOS"
"El señor Julio Vera Abad","Y que lleve todo y en el Power Point que lo revisen too:","VERA ABAD"
"El señor Vladimiro Montesinos","Con cargo.","MONTESINOS"
"El señor Julio Vera Abad","Y se acabó, que lo revisen en todo","VERA ABAD"
"El señor Vladimiro Montesinos","Bueno, que lo revisen allí no más.","MONTESINOS"
"El señor Julio Vera Abad","Entonces vas allí y se acabó.","VERA ABAD"
"El señor Vladimiro Montesinos","No tienen por qué ir al canal, nadie tiene por qué enterarse. Claro, pues, si hay que hacer una...","MONTESINOS"
"El señor Julio Vera Abad","...defensa y tienen que investigar la parte legal.","VERA ABAD"
"El señor Vladimiro Montesinos","Así es.","MONTESINOS"
"El señor Julio Vera Abad","Se le entrega, hablas a los abogados, con un abogado no más, donde está toda la parte...","VERA ABAD"
"El señor Vladimiro Montesinos","De no haber presentado al juicio, si hay embar go, no hay embargo.","MONTESINOS"
"El señor Julio Vera Abad","Ya no, no y punto. Acá está todo eso. Después lea usted el balance, acá está todo.","VERA ABAD"
"El señor Vladimiro Montesinos","Acá está todo.","MONTESINOS"
"El señor Julio Vera Abad","Cuentas, sobregiros, pagarés, cuentas por pagar, otras cuentas, provisión por malas cuentas, otras cuentas por cobrar, intangibles, ries gos de movilización de 35 millones donde tenemos todito lo que es, este, lo que indica la programación en global. Después acá está el capital, la reserva legal, acá tenemos deudas a largo plazo, deudas a corto plazo, ventas netas, costo de ven tas, utilidad bruta, gasto de operación. Acá ves, hemos rescatado una utilidad an terior, 3 millones 900. Después, éstas son las justificaciones de las notas de estado financiero, pero para que las puedan revisar papel por papel.","VERA ABAD"
"El señor Vladimiro Montesinos","Pero debemos ir todavía a los Registros Públicos.","MONTESINOS"
"El señor Julio Vera Abad","También tiene registros, como hemos estado en juicio tenemos todos los registros públicos.","VERA ABAD"
"El señor Vladimiro Montesinos","Tienen al día todo eso.","MONTESINOS"
"El señor Julio Vera Abad","Y usted en Registros Públicos, usted llama por telé fono, ""Quiero ver qué cosa tiene Andina acá"", le sacan la ficha.","VERA ABAD"
"El señor Vladimiro Montesinos","No, eso sí, uno puede ver (?) después le dicen De un día para otro sale"", paga un recargo de 10, 20 soles. Bueno, ¿cuándo podemos ver los libros?","MONTESINOS"
"El señor Julio Vera Abad","Mañana, pues, sobre todo porque yo tengo urgencia en contestarle a esta gente y estar en el problema de la familia que me está moviendo el piso. Porque en estos momentos yo puedo vender, pero de repente se poner. después fastidiosos, chucaros, y yo no quiero.","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","¿Ya? Tengo, tengo pero no tomo.","VERA ABAD"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Julio Vera Abad","Vuelvo a tener una apelación y de allí lo retiraría ya (?) todo lo que es. O sea no tiene ningún fundamento ya, lo que están buscando es un poco demorar, ¿ya? y ustedes (?) pero yo quisiera saber si está de acuerdo, porcrr si van a decir: ""¿Sabe qué? No estamos de acuerdo con el monto"", etcétera. Estarnos de acuerdo con el monto y que la cosa está legal.","VERA ABAD"
"El señor Vladimiro Montesinos","Claro, pero para estar de acuerdo con el monta primero hay que hacerle un examen. Si tú no sabes y quieres vender un carro, dicer ""Tanto"", entonces el carro puede...","MONTESINOS"
"El señor Julio Vera Abad","No, pero si la cosa está bien, si ve que está mal, mal nc va. Con este balance es lo que quiero vender; si es que hay algo que no apoye este balance tiene que descontarse; pero si está en el balance, no.","VERA ABAD"
"El señor Vladimiro Montesinos","Nosotros queremos verlas, para poder tener un estimado, porque siempre hay una oferta y una contraoferta.","MONTESINOS"
"El señor Julio Vera Abad","Pero yo le dije ""Tengo esa oferta"", usted me dijo: ""¿Cuándo conversamos?"", estuvimos conversando, ya vi interés, entonces yo...","VERA ABAD"
"El señor Vladimiro Montesinos","Hay interés porque si no, no estaríamos con versando acá, pues, ¿no? Hay interés evidentemente.","MONTESINOS"
"El señor Julio Vera Abad","Después de los intereses, como usted yo creo que la vez pasada me ofrecieron ayudarme, ojalá me ayuden, pues, ¿no? En la fecha actual (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Julio Vera Abad","Pero entre venderle a un X y venderle a usted, yo cree que...","VERA ABAD"
"El señor Vladimiro Montesinos","Claro, es mejor que lo tenga el estado que lo tenga un particular.","MONTESINOS"
"El señor Julio Vera Abad","No, y si ustedes quieren pues, (?) todas las cosas que vienen, todito, ¿ya? eso ya es...","VERA ABAD"
"El señor Vladimiro Montesinos","Entonces, ¿cómo hacemos para reunirno mañana, don Julio?","MONTESINOS"
"El señor Julio Vera Abad","A la hora que quieran.","VERA ABAD"
"El señor Vladimiro Montesinos","Mañana a las 12 del día puede ir el contador, 12 del día. ¿A dónde, a la casa de usted?, ¿a dónde?","MONTESINOS"
"El señor Julio Vera Abad","En Trinidad 572 o lo llevas de frente donde el (2) abo bado ¿no? Ahora para que vea la parte legal, donde el abogado.","VERA ABAD"
"El señor Vladimiro Montesinos","Acá puede ser, ¿no es cierto? Van a esa dirección: Trinidad...","MONTESINOS"
"El señor Julio Vera Abad","Trinidad 572.","VERA ABAD"
"El señor Vladimiro Montesinos","¿Por quién preguntan allí?","MONTESINOS"
"El señor Julio Vera Abad","Por mí.","VERA ABAD"
"El señor Vladimiro Montesinos","Ah, ya, entonces, mañana 12 del día.","MONTESINOS"
"El señor Julio Vera Abad","Sí.","VERA ABAD"
"El señor Vladimiro Montesinos","¿12 del día?","MONTESINOS"
"El señor Julio Vera Abad","Sí. Ahí le va a esperar el abogado y el procurador. Eso es Chacarilla del Estanque, frente a lo que es Galax (?)","VERA ABAD"
"El señor Vladimiro Montesinos","¿Ésa es la casa donde están ustedes?","MONTESINOS"
"El señor Julio Vera Abad","Sí.","VERA ABAD"
"El señor Vladimiro Montesinos","Ah, ya.","MONTESINOS"
"El señor Julio Vera Abad","Porque de allí (?).","VERA ABAD"
"El señor Vladimiro Montesinos","¿Frente a Galax, donde era Galax?","MONTESINOS"
"El señor Julio Vera Abad","No, eso es al frente de Galax en Primavera la paralela, en la esquina quedaba a la casa de Alan García, con eso sacas más rápido. ¿Usted es pariente del ingeniero Indacochea, el gordo? No, no.","VERA ABAD"
"Desconocido","Sí, tengo un tío, (?) un tío.","DESCONOCIDO"
"El señor Julio Vera Abad","Ah ya.","VERA ABAD"
"Desconocido","Ya veré dónde queda, ahorita no me ubico bien, pero...","DESCONOCIDO"
"El señor Julio Vera Abad","(?) que queda en Primavera.","VERA ABAD"
"Desconocido","¿En Puente Primavera?","DESCONOCIDO"
"El señor Julio Vera Abad","Sí. Usted pasa la pista, la calle paralela a Primavera ésa es Trinidad.","VERA ABAD"
"El señor Vladimiro Montesinos","Ah, ya, ya, 12 del día tiene que estar allí su cor tador para que haga una revisión de los libros y la cuestión, una revisión...","MONTESINOS"
"El señor Julio Vera Abad","Que vean todo lo que quieran, si quieren verlo; pero si se ponen allí a sumar como, más o menos, que esto que el otro, bueno; ése es e: que quiere demorar, ¿ya? Yo sé que hay gente, que hay gente que quiere cobrarse y, evidentemente, no puede. Cuando viene un auditor comienza a buscar desde el papelito, por la parte legal es uno, la parte técnica es distinta y contrata con una persona...","VERA ABAD"
"El señor Vladimiro Montesinos","Primero va, el contador, pues, es; él va a dar el informe para ver si esto...","MONTESINOS"
"El señor Julio Vera Abad","Si esto está de acuerdo...","VERA ABAD"
"El señor Vladimiro Montesinos","(?) ¿no?, va a decir.","MONTESINOS"
"El señor Julio Vera Abad","Hay deudas, por ejemplo con la SUNAT como 3 mi llones de soles que se tiene que pagar, (?) en el momento, ¿no? Esto baja un mon tón de impuestos (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Bueno, por eso tienen que darse los términos., tienen que darse y irá también, pues, el abogado para que hable con el abogado, para que diga, bueno hemos hecho juicio, sería bueno que allí...","MONTESINOS"
"El señor Julio Vera Abad","No hay juicio (?) beneficios sociales se tramita, que no. pues, no inciden, doctor. Si es que hay algo... está mal, ahí mismo se (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Pero necesitamos que tengan todas esas infor maciones, porque si no, mañana salen y el juicio, las acciones, indemnizaciones, (?","MONTESINOS"
"El señor Julio Vera Abad","No, no, no, no.","VERA ABAD"
"El señor Vladimiro Montesinos","¿Ah? Porque es un monto alto ah, no es...","MONTESINOS"
"El señor Julio Vera Abad","¡Qué me vas a decir, yo sé!","VERA ABAD"
"El señor Vladimiro Montesinos","¿Ah?","MONTESINOS"
"El señor Julio Vera Abad","No se deciden.","VERA ABAD"
"El señor Vladimiro Montesinos","No marcan 7 millones de dólares.","MONTESINOS"
"El señor Julio Vera Abad","No.","VERA ABAD"
"El señor Vladimiro Montesinos","¿Ah? Es pasar a mayores, ya","MONTESINOS"
"El señor Julio Vera Abad","Pero en ganancia (?) se puede poner número uno, si quieren número dos.","VERA ABAD"
"El señor Vladimiro Montesinos","No, no.","MONTESINOS"
"El señor Julio Vera Abad","Yo lo manejo.","VERA ABAD"
"El señor Vladimiro Montesinos","Muy difícil porque ya el 4 tiene, pues, una posición.","MONTESINOS"
"El señor Julio Vera Abad","(?) nosotros, pienso llegar al número uno, ¿no?","VERA ABAD"
"Desconocido","¿Cómo están ustedes en comparación con el 5?","DESCONOCIDO"
"El señor Julio Vera Abad","Bueno el 5 debe como 60 millones de dólares.","VERA ABAD"
"Desconocido","El 5 está quebrado, está quebrado, está quebrado.","DESCONOCIDO"
"El señor Julio Vera Abad","Nosotros tenemos banco interactivo (?) tenemos publicidad comprada, tenemos reserva de películas, reserva de programación, ¿no? Mora lo único que necesitamos es que le consuman a uno. Si tú no vendes 30 mil lones al año en 3 años, bueno (?) sigues ganando plata y no tienes ningún proble ma, y los otros no venden 30 millones de dólares. Mora el mercado, cuando hay una persona que sabe manejar este mercado central, bueno, pues, se sigue (?) clara de los (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Bueno, entonces quedamos así, mañana 12 del día va el contador.","MONTESINOS"
"Desconocido","Claro, ya. ¿Cómo haría después para comunicarme contigo, así comu nicarme (?)?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Yo te atiendo (?).","MONTESINOS"
"Desconocido","Como hay menos gente, ya.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Dar informe de tal, tal, tal y tal. De ahí no pasa (?).","MONTESINOS"
"Desconocido","(?)","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro, (?). Una reunión con el (?).","MONTESINOS"
"El señor Julio Vera Abad","Todo lo que quieras consultar (?), por todas partes.","VERA ABAD"
"El señor Vladimiro Montesinos","Pero yo le voy a hablar del valor que (?) va a haber tanto dinero (?).","MONTESINOS"
"El señor Julio Vera Abad","¿Quieres traer tu abogado?","VERA ABAD"
"El señor Vladimiro Montesinos","(?) es una persona de confianza.","MONTESINOS"
"El señor Julio Vera Abad","Y la parte técnica (?)","VERA ABAD"
"El señor Vladimiro Montesinos","Sí, pero primero vamos a ver lo contable, ic contable y lo jurídico.","MONTESINOS"
"El señor Julio Vera Abad","Ya.","VERA ABAD"
"El señor Vladimiro Montesinos","Lo técnico ya puede ser...","MONTESINOS"
"El señor Julio Vera Abad","Pero usted no ve en la pantalla lo técnico, tenemos todo a nivel nacional, tenemos VHF, UHF, tenemos...","VERA ABAD"
"El señor Vladimiro Montesinos","Pero hay que mirar, pues, al canal también.","MONTESINOS"
"El señor Julio Vera Abad","Por eso es que le digo.","VERA ABAD"
"Desconocido","Ese que hay en Trujillo (?) hay (?) ustedes, ¿no?","DESCONOCIDO"
"El señor Julio Vera Abad","¿Cuál? No, los hemos retirado, nosotros tenemos...","VERA ABAD"
"Desconocido","O sea (?)","DESCONOCIDO"
"El señor Julio Vera Abad","No nacional, cincuenta y tantas estaciones. Nosotros tenemos a nivel nacional.","VERA ABAD"
"Desconocido","Y la, el (?) que hay en Trujillo. En Trujillo había un canal, han encon trado un canal nuevo. Él ha ido allá a Trujillo.","DESCONOCIDO"
"El señor Julio Vera Abad","Sí, Palermo era sociedad de (?) Palermo sacó la licen cia como nosotros.","VERA ABAD"
"Desconocido","Para el Norte.","DESCONOCIDO"
