"speaker","speech","speaker_std"
"Desconocido","Yo voy hablar esta semana, voy a comenzarlo a preparar.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No vas a ir al (?).","MONTESINOS"
"Desconocido","(?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Es cuestión que tu (?).","MONTESINOS"
"Desconocido","A la (?).","DESCONOCIDO"
"Desconocido","Ellos van.","DESCONOCIDO"
"Desconocido","Está embalado, ah, está apoyando la (?).","DESCONOCIDO"
"Desconocido","Pueden pasar a (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Hay que mandar a las (?).","MONTESINOS"
"Desconocido","Quedó fuera.","DESCONOCIDO"
"Desconocido","(?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿No te parece?","MONTESINOS"
"Desconocido","Sí.","DESCONOCIDO"
"Desconocido","Me llamó la...la Charo.","DESCONOCIDO"
"Desconocido","Ya.","DESCONOCIDO"
"Desconocido","Yo le he fallado, voy a salir esta semana (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Bueno, pero ella no sabe.","MONTESINOS"
"Desconocido","Claro, (?) ya vas a ver","DESCONOCIDO"
"BACKGROUND","[No conversan.]","BACKGROUND"
"Desconocido","(?).","DESCONOCIDO"
"Desconocido","Sigue nomás.","DESCONOCIDO"
"Desconocido","(?).","DESCONOCIDO"
"Desconocido","¿Viene?","DESCONOCIDO"
"Desconocido","¿Ah?","DESCONOCIDO"
"Desconocido","Sale.","DESCONOCIDO"
"BACKGROUND","[Se escucha una melodía.]","BACKGROUND"
"Desconocido","A ver (?).","DESCONOCIDO"
"Desconocido","No (?).","DESCONOCIDO"
"Desconocido","No.","DESCONOCIDO"
"Desconocido","No (?).","DESCONOCIDO"
"Desconocido","No. No. Pero por eso nos ha mandado acá, por el pasadizo, puede pasar de un lado.","DESCONOCIDO"
"BACKGROUND","[Corte de cinta.]","BACKGROUND"
