"speaker","speech","speaker_std"
"El señor Vladimiro Montesinos","No, no, no. Así es. Al contrario, este, me pare ce una cosa natural y espontánea, y plantea la conversación bien, sino se plantea, tampoco","MONTESINOS"
"El americano","Dice que él tiene otro amigo (?) en la comunidad judía, en Nev York.","AMERICANO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El americano","Y también tiene un amigo que también es socio de esta comuni dad, dice que él puede trabajar con este otro amigo, para ver o contrarrestar cual quier movimiento, cualquier cosa que pudiese notar por otro lado; dice que es una persona capaz (?) en asuntos muy serios. Dice (?) que él llamó a una organización que agrupa a los 40 presidentes de las di ferentes comunidades judías.","AMERICANO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El americano","Él está muy conectado con estas 40 personas, que son de las 40 co munidades","AMERICANO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El americano","Por ejemplo, el año pasado él quería el apoyo de la comunidad i n dia para que fuesen a la ciudad de (?) que es la capital de (?).","AMERICANO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El americano","Dice que él llamó al seguro, que después de eso (?) ... se fueron a.. Y también tiene una relación de personas con esta comunidad. Dice que cuando estaba en las fuerzas policiales, deambulando en la fúerza policia les, por la (?) decidió que, por favor, si fuese a Moscú para negociar la salida de algunos residentes judíos (?) fue por encargo de esta comunidad, y a partir de ello le tienen deferencia y un poco de simpatía también. Dice que uno va solito, va para ayudar, no tiene ningún apoyo y tiene que presen tarse sin mucho valor como (?). Asi es la forma.","AMERICANO"
"El señor Vladimiro Montesinos","Así es la relación, surge…","MONTESINOS"
"El americano","Como se hace la relación. Ahora tienes un amigo de por vida.","AMERICANO"
"El señor Vladimiro Montesinos","De igual manera, tiene un amigo.","MONTESINOS"
"El americano","Tiene un amigo de por vida.","AMERICANO"
"El señor Vladimiro Montesinos","Así es. Yo le agradezco mucho por lo que me acaba de manifestar y, bueno, ya tiene un amigo.","MONTESINOS"
"El americano","(?).","AMERICANO"
"El señor Vladimiro Montesinos","Para resumir un poco, Eliott ahora vino a Perú y es abogado personal del señor Ivcher, y contrató a John Marks para que hiciera contacto conmigo. El señor Marks había trabajado aquí en Lima. Bueno, entonces, obviamente, por lo que me acaba de referir, las personas que ad quieren información, definitivamente para mí, está claro que es John Marks. Y es evidente que John Marks, así como le he dicho al socio del señor con quien trabaja, Bruno, obviamente le ha tenido que decir también para la otra persona que trabaja, que es Eliott (?).","MONTESINOS"
"El americano","Dice que él no conoce a otra persona que pudiera saber del asun to del viaje (?) más que seguro.","AMERICANO"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El americano","Podría dar su tiempo, toparse con este Bruno y tomar la dirección.","AMERICANO"
"El señor Vladimiro Montesinos","Dame el teléfono, lo pongo acá.","MONTESINOS"
"El americano","No sé el teléfono. (?).","AMERICANO"
"El señor Vladimiro Montesinos","(?) colorado.","MONTESINOS"
"El americano","Colorado (?)","AMERICANO"
"El señor Vladimiro Montesinos","Estoy buscando (?)","MONTESINOS"
"El americano","Dice que él notificaría en un principio(?). Para que le dé a él, el número y se plagie el número y después se pueda llamar a ese número.","AMERICANO"
"El señor Vladimiro Montesinos","Okay.","MONTESINOS"
"El americano","Podría (?). Pero no sabe en cuánto tiempo le toca para contactar al señor (?).","AMERICANO"
"El señor Vladimiro Montesinos","¿Hasta cuándo va a estar el señor acá?","MONTESINOS"
"El americano","(?) hasta que salga la votación","AMERICANO"
"El señor Vladimiro Montesinos","Yo le voy a ayudar en la votación.","MONTESINOS"
"El americano","Primera vuelta (?).","AMERICANO"
"El señor Vladimiro Montesinos","Han quedado tres y venido Elcira Vásquez v ha votado, pero está pendiente que salga el voto, pero yo puedo efectuar alguna pre sión sobre eso. Quisiera saber sobre las malas artes que utilizan los franceses.","MONTESINOS"
"El americano","(?).","AMERICANO"
"BACKGROUND","[Risas.]","BACKGROUND"
"Desconocido","Algo me dijo que tienen una reunión en Tel Aviv éste sábacc","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"La señora traductora","¿Cómo en dónde?","DESCONOCIDO"
"Desconocido","En Tel Aviv.","DESCONOCIDO"
"El americano","Dice que cuando... sabía que iba a venir a esta tarde de acá.","AMERICANO"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"El americano","Entonces él llamó a su amiga que tiene contacto con los 40 (?).","AMERICANO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El americano","Él dijo que él (?) tenía acá problema acá en el Perú.","AMERICANO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El americano","Y él iba que tener que comunicarse para buscar el apoyo de la Comunidad o las comunidades.","AMERICANO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El americano","No, no, no, no, no (?). Al parecer que todos los años estas comunidades arreglan (?) Estados Unidos, (?). Toca este sábado, están saliendo para Tel Aviv (?) lo, lo cual más que la mía (?). Están yendo a Tel Aviv (?). De 8 a 19 personas pero no tienen ninguna relación.","AMERICANO"
"El señor Vladimiro Montesinos","Claro, eso ya son cosas diferentes.","MONTESINOS"
"El americano","Tantas cosas se tiene de que hablar.","AMERICANO"
"El señor Vladimiro Montesinos","Una pregunta, el amigo del señor, ¿cómo se llama?","MONTESINOS"
"El americano","Bruno.","AMERICANO"
"El señor Vladimiro Montesinos","Bruno, Bruno. No, no, le estoy haciendo una pregunta un poco aislada... un poco de lo que me está diciendo. Le preciso, ¿en qué fecha iba viajar a Washington? No, no dijo la fe cha, pero dijo que sí iba a haber un almuerzo y que él iba a estar allí, el señor.","MONTESINOS"
"El señor Vladimiro Montesinos","Que yo, que yo (?).","MONTESINOS"
"El americano","No, no dijo nada si estaba invitado al almuerzo. No tuvo la im presión si él ha sido invitado pero sí sabía del almuerzo.","AMERICANO"
"El señor Vladimiro Montesinos","En lo cual llega, es por su cuenta.","MONTESINOS"
"El americano","Dentro de la agencia.","AMERICANO"
"El señor Vladimiro Montesinos","Dentro de la agencia, el próximo mes; o sea en marzo.","MONTESINOS"
"El americano","Next week.","AMERICANO"
"El señor Vladimiro Montesinos","La próxima semana. [Risas.] ¿Cuál es su recomendación, su sugerencia...?","MONTESINOS"
"La señora","¿Con respecto al viaje o qué?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, con respecto al viaje.","MONTESINOS"
"El señor Vladimiro Montesinos","Porque Verita, lo que tiene conocimiento, que piensa hacer es que ustedes abran.","MONTESINOS"
"El americano","Él dice que efectivamente quiere, ellos están haciendo una campaña, ya. Y que su trabajo es más de este tipo de relación, porque esto, el abogado parece que negoció la entrega de su carnet de abogado. Algo hubo en esa época de la....","AMERICANO"
"El señor Vladimiro Montesinos","Irán-Contras","MONTESINOS"
"La señora","Irán-Contras.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Así es.","MONTESINOS"
"El americano","Que no ha marcado ninguna manera ni para jalarlo, parece que hicieron un trueque, ya salió sin su abogado y todo queda en nada, por eso ¿cómo va a meterse?","AMERICANO"
"El señor Vladimiro Montesinos","Hace lobby.","MONTESINOS"
"El americano","Hace lobby. Y si parece que se estaba montando una campaña, pe ro la campaña no esta relacionado con Baruch Ivcher porque dice que no sabe quién es Ivcher.","AMERICANO"
"El americano","Sí, él dice mientras (?). El campo (?). Después puede haber (?)","AMERICANO"
"El señor Vladimiro Montesinos","Sí, por supuesto.","MONTESINOS"
"El americano","(?) Iba a salir, el sábado que ha pasado y el fin de semana. Él en cuanto a variar ese viaje, algo así, él dice que no, no, en este momento no reco mienda, que ahorita van a apresurar a que cambie todo. Que él primero quisiera, hablar con (?) para saber en qué nivel y si no conoce inglés.","AMERICANO"
"El señor Vladimiro Montesinos","Claro, porque si Bruno va a tener conocimiento de la información del viaje, estamos pensando que puede ser por versión de Jhon Marks, de Jhon Marks, así como Bruno está fuera de la agencia, sabe de la información que solamente la manejamos cuatro personas, el director, el subdirector.","MONTESINOS"
"El americano","Él dice que lo han invitado a participar, por eso tiene, probablemente.","AMERICANO"
"El señor Vladimiro Montesinos","No, pues, de ninguna manera debe…","MONTESINOS"
"La señora","Él no conoce a Marks, pero dice que (?). Trabaja Perú.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ah, trabajó en Perú.","MONTESINOS"
"El americano","Hasta ayer.","AMERICANO"
"El señor Vladimiro Montesinos","Hasta ayer.","MONTESINOS"
"El americano","Fue simplemente un agregado de la embajada.","AMERICANO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El americano","Él tuvo sus conexiones (?).","AMERICANO"
"El señor Vladimiro Montesinos","Ahora, seguro no trabaja para algún organismo oficial del estado.","MONTESINOS"
"El americano","No, no, no ya está retirado, retirado.","AMERICANO"
"El americano","Nosotros necesitamos su ayuda en cualquier momento, que me mento si él estaría tratando de (?) si quiere (?) fabuloso.","AMERICANO"
"La señora","¿Qué respondo?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Vamos, vamos a ayudarnos mutuamente.","MONTESINOS"
"El americano","Pienso que se extraña hablar con Bruno, porque la empresa (?) porque si ustedes necesitan yo iré, el (?) también (?) como le han ido.","AMERICANO"
"El señor Vladimiro Montesinos","Ahora, el tema de, para conocimiento del señor, Baruch Ivcher no es un problema de carácter racial ni de persecución política.","MONTESINOS"
"El americano","Es una mala persona.","AMERICANO"
"El señor Vladimiro Montesinos","Y ahorita tiene un proceso judicial acá, por eva sión de impuestos de un millón de dólares. Que es lo que se ha encontrado hasta el momento. Incluso hay una investigación, en Estados Unidos, concretamente en Miami, de Baruch Ivcher, en coordinación con nosotros. (?) ya, ya (?).","MONTESINOS"
"El americano","Ahora, él sí recomienda muy seriamente y piensa en hacer algo pa ra contrarrestar la campaña, en estos con cautela...","AMERICANO"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El americano","... que está haciendo Ivcher, que esto al final (?) puede mover.","AMERICANO"
"El señor Vladimiro Montesinos","Sí, sí, sí, lo tenemos claro (?).","MONTESINOS"
"El americano","(?) antes también pueda comprenderme","AMERICANO"
"El señor Vladimiro Montesinos","Claro, definitivamente.","MONTESINOS"
"El americano","Dice que él va a hablar a ambos amigos, con respecto a Ivcher pa ra ver cómo comienza a trabajar entonces.","AMERICANO"
"El señor Vladimiro Montesinos","Gracias, ya, ahora que me cuente un poco so bre lo que le interesa a él, del asunto sobre el cuál está en este momento acá.","MONTESINOS"
"El americano","Va a tener que soportar en decir esto.","AMERICANO"
"El señor Vladimiro Montesinos","Así es.","MONTESINOS"
"El americano","Dice que va a votar por la tabla de tortura. Dicen que hasta han ingresado a su cuarto en el hotel.","AMERICANO"
"El señor Vladimiro Montesinos","¿A registrarlo?","MONTESINOS"
"El americano","Han estado rebuscando algo o buscando poner algo en mi cuarto. Se han llevado todos menos el (?)","AMERICANO"
"El señor Vladimiro Montesinos","Y quién entró a (?).","MONTESINOS"
"La señora","Claro.","DESCONOCIDO"
"Desconocido","(?) he marcado mi distancia (?) y si cerramos el objetivo (?).","DESCONOCIDO"
"La señora","Antes de...","DESCONOCIDO"
"El americano","Okay, dice que él estaba, la única vez en los cinco meses que na estado acá, a las tres de la tarde, estaba ese día en su habitación, porque (?) estaba, er. su habitación; con un amigo peruano en una reunión. Entonces, cuando entra peí la puerta, dos tipos con sus (?) y vestidos así como de mantenimiento…","AMERICANO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El americano","... con su overol y entonces entraron, lo vieron ahí y él le pregunta: ¿Qué tipo de lavandería, por qué estás entrando?"" ""He venido a hacer ios arre glos . Pero no hay nada que arreglar acá"". Entonces llamaron abajo, a la recepción en ese momento, y volaron y llamaron abajo a preguntar si es que mandaron a al guien o mandaron algo acá.","AMERICANO"
"El señor Vladimiro Montesinos","Y ¿cuándo fue eso?... Por sí acaso, entonces se esta viniendo a estudiar acá no más.","MONTESINOS"
"Desconocido","Está viniendo consecutivamente.","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿Dónde está alojado?","MONTESINOS"
"Desconocido","En el piso 16.","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿Y por qué no lo mandas a otro sitio?","MONTESINOS"
"La señora","Sí, se muda.","DESCONOCIDO"
"Desconocido","Doctor, ya se esta mudando","DESCONOCIDO"
"La señora","Sí, ya se muda, está cambiándose, eso fue…","DESCONOCIDO"
"El señor Vladimiro Montesinos","Pero ¿por qué no lo hacemos mejor en el Circulo Militar?","MONTESINOS"
"El americano","No quiere llamar la atención (?).","AMERICANO"
"El señor Vladimiro Montesinos","Y ¿quién es el abogado que le está patrocinan do acá?","MONTESINOS"
"El americano","Se llama Montgomery y Fernando de Trazegnies.","AMERICANO"
"La señora","El señor Montgomery y Fernando de Trazegnies.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Pero Fernando de Trazegnies está ocupado ahora, está en la lista de mis funcionarios.","MONTESINOS"
"El americano","Fernando hizo el informe oral.","AMERICANO"
"El señor Vladimiro Montesinos","¿Y quiénes hablaban de los franceses?","MONTESINOS"
"El americano","Fernando Garcés (?) Manuel de la Puente.","AMERICANO"
"El señor Vladimiro Montesinos","Ya, Hernán de la Puente y Lavalle.","MONTESINOS"
"La señora","Así es.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y ustedes tienen (?). La causa está, ha sido dis cordia, tres; dos y llamaron a Elcira Vásquez y a Juan (?). Sí, a Elcira Vásquez.","MONTESINOS"
"La señora","Supremos, ¿no?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Supremos.","MONTESINOS"
"Desconocido","Y el otro es Quiroga.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Quiroga, a Aníbal Quiroga, ah no jodas.","MONTESINOS"
"Desconocido","Está también metido en la (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ah, ya, Aníbal Quiroga está por los franceses.","MONTESINOS"
"Desconocido","Sí, ahí no fallamos.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"Desconocido","Se han traído a Pepe (?), ahí está (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya, pero entre tres van a tener que ir a votar. Van a llamar alguien más, ¿A quién van a llamar?","MONTESINOS"
"Desconocido","Sí, esta ahí Roncalla.","DESCONOCIDO"
"El señor Vladimiro Montesinos","También es trato favorable.","MONTESINOS"
"Desconocido","Pero, hay una campaña de demostraciones, ¿no?, es que Urrelo y Almenara sean como él dice, ¿no? Viene un hombre, trae maletines de allá de Australia.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro, entonces Urrelo y Almenara están ju gando con los franceses.","MONTESINOS"
"Desconocido","(?) italiano... son unos mañosos.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya y si no han designado todavía…","MONTESINOS"
"Desconocido","Todavía no han designado vocal.","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿ Quién lo designa?","MONTESINOS"
"Desconocido","Roncalla.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Si es Roncada, dile que ya puede irse de vía; ¿ Pascual, tranquilo.","MONTESINOS"
"Desconocido","(?) interesa que Delia Revoredo, todas esas cosas que acciona ¿no? una imaginación... (?) para hacer explosionar todo eso. Por ejemplo, ahora tratan de que Roncada anoche, (?) lo agarran a Tineo, lo denuncian a la Sala, ¿no? entonces, para que entre Almenara, pero Almenara esta comprado.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Por la otra parte, pero ¿de quién depende la de signación respectiva?","MONTESINOS"
"Desconocido","Si es por antigüedad, entonces, por antigüedad le toca a Roncalla. Ahora también la Comisión Ejecutiva, salvo que el nombre le den específicamente.","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿De quién depende la Comisión Ejecutiva?","MONTESINOS"
"Desconocido","¿En antigüedad?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"Desconocido","Le corresponde a Roncada. En la tabla está que le correspondía a Roncalla.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Le corresponde ir a Roncada.","MONTESINOS"
"Desconocido","Y en segundo a Almenara.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"Desconocido","Entonces, sí lo sacan a Roncalla.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Pero dile que no lo van a sacar a Roncalla, se va a quedar allí, yo me voy a encargar que no lo saquen.","MONTESINOS"
"Desconocido","Vocal supremo.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y para que él (?) yo lo voy a sacar del problema Ya lo estoy sacando hoy día del problema. Ya hemos presentado un proyecto de ley para que el proceso que ha abierto el Consejo de la Magistratura dictamine y pase eso a la Comisión Ejecutiva del Poder Judicial. Yo he estado con Roncalla hace una hora y tengo una reunión a las siete de la no che. Entonces… [Risas.] Podemos hacer una cosa mejor, si a las siete de la noche que va a venir Roncalla, puede estar acá el señor y yo se lo presento directamente…","MONTESINOS"
"El americano","Ya me han contado cómo es él.","AMERICANO"
"El señor Vladimiro Montesinos","Sí, bueno pero digamos, esas son realidades que ya están dadas, están concretadas. Entonces, la jugada es: se invita la sesión esta, lo quieren herir a Lino Roncalla, para que entre Almenara.","MONTESINOS"
"Desconocido","Entre ellos también consideran han jugado","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El americano","(?)","AMERICANO"
"La señora","Muy importante para él, si ha venido acá para hablar de sus problemas.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Yo lo sé, pero así como el señor me ayuda sin ningún interés, yo también lo ayudo sin ningún interés. Entonces, como yo le dije a él ""amor con amor se paga, hay muchas formas"". Y yo voy a hacer todo lo posible por qué Roncalla conozca el asunto y por qué salga la resolución con la razón.","MONTESINOS"
"El americano","Todavía están tratando de resolver el asunto.","AMERICANO"
"El señor Vladimiro Montesinos","Ya, todavía oficialmente no lo ha…","MONTESINOS"
"La señora","No ha salido (?) no es firme, otra que no está firmado por ellos.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya, sólo es cuestión de hablar, voy a hacer correcciones. Dile que lo vamos a seguir viendo, porque si él va a estar acá todavía, y ya nos reuniremos, para irle informando cómo va la cosa.","MONTESINOS"
"El americano","Bien. Correcto, pero él quiere en primer lugar comunicar cómo van las cosas y no averiguando por acá.","AMERICANO"
"El señor Vladimiro Montesinos","Bueno, entonces, yo le agradecería que cuando tenga alguna información que la transmita a Manuel para volvernos a reunir y me explique.","MONTESINOS"
"El americano","Él va a comunicarse con su amigo de la comunidad que (?) viaje.","AMERICANO"
"El señor Vladimiro Montesinos","Perfecto. Okay.","MONTESINOS"
"BACKGROUND","[Se despiden los presentes.]","BACKGROUND"
