speaker,speech,speaker_std
Desconocido,¿Cómo se llama su esposo?,DESCONOCIDO
La señora Raquel de López,Juan Manuel López Rodríguez.,DE LOPEZ
Desconocido,Señor Smith.,DESCONOCIDO
El señor Smith,Sí.,DESCONOCIDO
Desconocido,¿Usted sabe de quién es este cartapacio?,DESCONOCIDO
Desconocido,No sé.,DESCONOCIDO
Desconocido,"No conoce. Perfecto. No, no se preocupe, usted tiene que decir lo que sabe y lo que no sabe no tiene por qué decirlo, ¿bien? Éste, señora, es un documento que la alude a usted. ¿Sabe de qué es?",DESCONOCIDO
La señora Raquel de López,"No, no sé, tendría que mirar.",DE LOPEZ
BACKGROUND,[La señora Raquel de López mira el documento.],BACKGROUND
Desconocido,"Usted es ella, ¿no?",DESCONOCIDO
La señora Raquel de López,"Sí, yo soy, sí. La póliza de seguro del vehículo. Ése es. No, ése es el hijo de mi esposo, es su mamá, su otro hijo.",DE LOPEZ
Desconocido,"Correcto. ¿Qué hay con esto, señora?",DESCONOCIDO
La señora Raquel de López,"Es de mi carro, debe ser el seguro.",DE LOPEZ
Desconocido,De su carro. Ya.,DESCONOCIDO
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
Desconocido,¿De qué fecha es esta foto más o menos?,DESCONOCIDO
La señora Raquel de López,Esa foto. ¿Atrás no dice la fecha?,DE LOPEZ
Desconocido,¿Uno de sus hijos está en el Franco-Peruano?,DESCONOCIDO
La señora Raquel de López,Sí.,DE LOPEZ
Desconocido,¿Ahorita están en clase?,DESCONOCIDO
La señora Raquel de López,"No, no ha ido al colegio porque los iba a llevar cuan do vinieron ustedes.",DE LOPEZ
Desconocido,"Permíteme, ve pasándolas.",DESCONOCIDO
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
Desconocido,"A ver, señora, ¿estos documentos de qué son?",DESCONOCIDO
La señora Raquel de López,"Yo no sé porque ése es el maletín de mi esposo. A ver, perdón, no veo muy bien,",DE LOPEZ
Desconocido,Monseñor Lion...,DESCONOCIDO
La señora Raquel de López,"Ah, es del colegio, ésas son del colegio de mi hijo. Acá está, Franco-Peruano.",DE LOPEZ
Desconocido,¿Esta de acá?,DESCONOCIDO
La señora Raquel de López,Eso sí no sé.,DE LOPEZ
Desconocido,"López Rodríguez, ¿no? ¿Su esposo es López Rodríguez?",DESCONOCIDO
La señora Raquel de López,"López Rodríguez, Juan Manuel López Rodríguez.",DE LOPEZ
Desconocido,"¿Su esposo era presidente del colegio, de la Asociación de Padres de Familia?",DESCONOCIDO
La señora Raquel de López,"Cuando estaba en la Asociación, sí. Fia sido dos años presidente.",DE LOPEZ
Desconocido,Ya. ¿Y quién es Óscar Dámaso Manuel Sánchez?,DESCONOCIDO
La señora Raquel de López,¿Óscar qué?,DE LOPEZ
Desconocido,Dámaso Manuel Sánchez (?).,DESCONOCIDO
La señora Raquel de López,"Ah, no, no sé, señor.",DE LOPEZ
Desconocido,"Ahora vamos a clarificar esto, ¿ya? Él ha comprado un carro a nombre de la Asociación?",DESCONOCIDO
La señora Raquel de López,"No, no, no. Ah, cuando hicieron una rifa, de repen te, fue porque él les dijo.",DE LOPEZ
Desconocido,"Ya. Éste es su carro, ¿no?",DESCONOCIDO
La señora Raquel de López,"Claro, ése es mi carro. Sí.",DE LOPEZ
Desconocido,¿Y esto lo del (?) esto?,DESCONOCIDO
La señora Raquel de López,"Ah, sí, mi esposo lo estaba viendo para hacer un tour de los francos. Bueno, de los franco-peruanos, ¿no?",DE LOPEZ
BACKGROUND,[Revisan todas las fotos que hay en los cajones.],BACKGROUND
Desconocido,"Así como este maletín ¿qué otro efecto personal directo tiene su esposo? Llámese un cajón, ¿cuáles son los cajones de él?, ¿son compartidos con usted?",DESCONOCIDO
La señora Raquel de López,"No, porque como le digo, mi esposo siempre viaja, entonces no tiene.",DE LOPEZ
Desconocido,"No, perdón.",DESCONOCIDO
Desconocido,"Señora Raquel, vamos a ubicarnos, por favor. Estamos llegando y encontramos este maletín que le estoy ahorita haciendo el registro y estamos percibiendo que son documentos netamente de su esposo. Bueno, uno es de usted, lógicamente. Le pregunto nuevamente, por segunda vez ¿Qué otro espacio directo tiene su esposo?",DESCONOCIDO
La señora Raquel de López,"Ése, acá es donde guarda sus cosas personales.",DE LOPEZ
Desconocido,"Escúcheme bien doña Raquel, ¿ah? Le estoy preguntando, por tercera vez, este maletín y este cajón, ¿qué otro espacio directo tiene su esposo en este inmueble? ¿Todo es un cajón, sus prendas personales?",DESCONOCIDO
La señora Raquel de López,"No, creo que ahí guarda sus cosas personales, guar da sus (?).",DE LOPEZ
Desconocido,¿Una maleta?,DESCONOCIDO
La señora Raquel de López,"No, no, no tiene.",DE LOPEZ
Desconocido,No tiene.,DESCONOCIDO
Desconocido,"Señora, disculpe, ¿este teléfono es de acá de ustedes?",DESCONOCIDO
La señora Raquel de López,"Perdón, no veo, no veo, señor.",DE LOPEZ
Desconocido,¿4356108?,DESCONOCIDO
La señora Raquel de López,"No, ahora hemos cambiado, 4350929.",DE LOPEZ
Desconocido,¿Las ropas de su esposo...?,DESCONOCIDO
La señora Raquel de López,Acá está.,DE LOPEZ
BACKGROUND,[Los señores que interrogan conversan muy bajo.],BACKGROUND
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
BACKGROUND,[Suena el timbre.],BACKGROUND
Desconocido,"Perdón, vaya a ver quién está tocando, por favor, ¿ya? Quién es el que está en… ¿Ésta es quizá la más actual, señora?",DESCONOCIDO
La señora Raquel de López,"No, no, ésa es antigua. Ésa es bien antigua.",DE LOPEZ
Desconocido,¿Pero de ahí a la actualidad no ha cambiado mucho físicamente su esposo?,DESCONOCIDO
La señora Raquel de López,"No, no, no, está igualito.",DE LOPEZ
Desconocido,"¿Son casados, señora?",DESCONOCIDO
La señora Raquel de López,Sí.,DE LOPEZ
Desconocido,¿Civil y religioso?,DESCONOCIDO
La señora Raquel de López,"No, religioso no, porque él era casado.",DE LOPEZ
Desconocido,¿Los jovencitos son hijos de ustedes?,DESCONOCIDO
La señora Raquel de López,Sí.,DE LOPEZ
Desconocido,¿Dos no más tienen?,DESCONOCIDO
La señora Raquel de López,"Dos, sí.",DE LOPEZ
Desconocido,¿Ésta es su agenda?,DESCONOCIDO
La señora Raquel de López,"No, es una calculadora de mis hijos.",DE LOPEZ
Desconocido,Estamos viendo la agenda electrónica encontrada en la habitación (?) que tenía actualmente.,DESCONOCIDO
La señora Raquel de López,"Ah, es cuando trabajaba en Aeroperú, un compañero cuando trabajaba en Aeroperú.",DE LOPEZ
Desconocido,¿Compañero de él?,DESCONOCIDO
La señora Raquel de López,¿Perdón?,DE LOPEZ
Desconocido,¿Compañero de él?,DESCONOCIDO
La señora Raquel de López,"No, compañero mío de trabajo.",DE LOPEZ
Desconocido,¿Usted ha trabajado en Aeroperú?,DESCONOCIDO
La señora Raquel de López,Sí.,DE LOPEZ
Desconocido,¿Eso va ahí?,DESCONOCIDO
Desconocido,"Sí, hay varias cositas afuera.",DESCONOCIDO
Desconocido,"Ya, déjela.",DESCONOCIDO
La señora Raquel de López,"Esto es de mi mamá, regalo de mi mamá.",DE LOPEZ
Desconocido,Sáquelo. Póngalo acá. ¿Qué es lo que hay ahí?,DESCONOCIDO
La señora Raquel de López,Sortijas antiguas de mi abuela.,DE LOPEZ
Desconocido,Saque eso y la otra parte.,DESCONOCIDO
La señora Raquel de López,¿Perdón?,DE LOPEZ
Desconocido,"Póngalo ahí mismo, sáquelo y saque la otra parte. ¿Eso es todo?",DESCONOCIDO
BACKGROUND,[Diálogo ininteligible. Una señora también revisa las cosas.],BACKGROUND
Desconocido,¿Este maletín de quién es?,DESCONOCIDO
La señora Raquel de López,De mi esposo.,DE LOPEZ
Desconocido,"Señora, ¿estas llaves de qué son?",DESCONOCIDO
La señora Raquel de López,"No, señor, le mentiría, no sé, pero ésa debe ser de una maleta.",DE LOPEZ
Desconocido,Ya.,DESCONOCIDO
La señora Raquel de López,"Ésta también debe de ser de otra maleta, porque tiene cada maleta.",DE LOPEZ
Desconocido,"Correcto, está bien.",DESCONOCIDO
La señora Raquel de López,Esto también.,DE LOPEZ
BACKGROUND,[Diálogo ininteligible.],BACKGROUND
Desconocido,¿Esto es del carro?,DESCONOCIDO
La señora Raquel de López,"No, no, de un asiento.",DE LOPEZ
Desconocido,(?).,DESCONOCIDO
La señora Raquel de López,(?).,DE LOPEZ
Desconocido,¿Esta agenda es suya?,DESCONOCIDO
La señora Raquel de López,"No, no.",DE LOPEZ
BACKGROUND,[Pasan a otro ambiente de la casa.],BACKGROUND
Desconocido,¿Cintas de su esposo hay?,DESCONOCIDO
La señora Raquel de López,¿Perdón?,DE LOPEZ
La señorita,¿Algún video de su esposo?,DESCONOCIDO
La señora Raquel de López,No.,DE LOPEZ
Desconocido,"¿Qué cosa? ¿De fotos, tampoco?",DESCONOCIDO
La señora Raquel de López,"Fotos sí, hay un montón de fotos.",DE LOPEZ
La señorita,¿Cuando vino la esposa del señor se tomaron fotos?,DESCONOCIDO
La señora Raquel de López,"No, no, no. No, porque fue una cosa, fue... el Fin de año fue.",DE LOPEZ
Desconocido,"¿Qué libros tiene por acá amigo, señor López, señor Smith.",DESCONOCIDO
El señor Smith,¿Qué cosa?,SMITH
Desconocido,¿Qué libros son éstos?,DESCONOCIDO
El señor Smith,"A ver. Hay algunos de literatura, la mayor parte son de…",SMITH
Desconocido,"Ahí no más, de ahí no más dígame, ¿qué libros son éstos?",DESCONOCIDO
El señor Smith,"Ah, son libros varios.",SMITH
Desconocido,"No, ¿pero de qué?",DESCONOCIDO
El señor Smith,"No puedo ver, tendría que verlos.",SMITH
Desconocido,¿Son suyos todos estos?,DESCONOCIDO
El señor Smith,"Depende, porque también mi hijo tiene sus libros.",SMITH
Desconocido,¿A qué se dedica su hijo?,DESCONOCIDO
El señor Smith,Mi hijo es psicólogo.,SMITH
Desconocido,¿Está el señor acá?,DESCONOCIDO
La señora,Está en la unidad.,DESCONOCIDO
Desconocido,"¿En qué calidad, señora Flor?",DESCONOCIDO
La señora Flor,"No, ha ido a ver a su hermana, pues, quiere verla (?).",DESCONOCIDO
Desconocido,"O sea, no es solamente biblioteca suya sino de su hijo, de quién más?",DESCONOCIDO
Desconocido,"De nadie más, señor.",DESCONOCIDO
Desconocido,De nadie más.,DESCONOCIDO
BACKGROUND,"[Se escucha una voz en la otra sala que menciona al Jefe de Estado, señor Fujimori, y al Asesir Presidencial, Vladimiro Montesinos, con esos rangos. El diálogo es ininteligible.]",BACKGROUND
Desconocido,El doctor me dijo que a las cuatro y media iba hacer la…,DESCONOCIDO
Desconocido,"¿Qué hay acá, señor Smith?",DESCONOCIDO
El señor Smith,"No sé, habría que sacar.",SMITH
Desconocido,"No, pero algo fotográficos.",DESCONOCIDO
BACKGROUND,[Llega un señor de lentes.],BACKGROUND
Desconocido,Soy el hermano de la señora Raquel Smith.,DESCONOCIDO
Desconocido,(?).,DESCONOCIDO
Desconocido,"Como le dije a su señor padre, acá está el señor fiscal, se está, efectuando una diligencia de registro domiciliario de la señora Raquel, ¿ya?",DESCONOCIDO
Desconocido,"Perfecto. El doctor Celis, que es abogado de mi hermana, me dijo que a las 4 y 30 recién iba a ir nuevamente, ¿no?, a la unidad para... que lo iban a llamar e iba a llamar acá.",DESCONOCIDO
Desconocido,¿Quién es el señor Genaro Gonzales Flores?,DESCONOCIDO
Desconocido,"Fue un senador, director de mi colegio.",DESCONOCIDO
Desconocido,¿Usted es huaracino?,DESCONOCIDO
Desconocido,"Sí, y me otorgaron las Palmas Magisteriales.",DESCONOCIDO
Desconocido,"Con libreta electoral me dijo, ¿no?",DESCONOCIDO
Desconocido,¿Paredes?,DESCONOCIDO
Desconocido,Sí.,DESCONOCIDO
Desconocido,"Marco, hijo, ven, afuera ponemos todo, ¿ya?",DESCONOCIDO
Desconocido,"Mis comentarios anteriores, doctor. En la medida que se clarifique esto la mortificación de sus señores padres va a ser menor, ¿no?",DESCONOCIDO
Desconocido,"Definitivamente, yo pienso que las cosas... están en todo su derecho",DESCONOCIDO
Desconocido,"Si bien es cierto la señora Raquel tiene el derecho de sesgar la información, también es cierto que nosotros en ese caso vía su persona…",DESCONOCIDO
Desconocido,Ujum.,DESCONOCIDO
Desconocido,"Incentivarla, motivarla para que…",DESCONOCIDO
Desconocido,"No se preocupe, yo creo que ya…",DESCONOCIDO
Desconocido,"De una u otra manera ella, si lo tiene a bien, porque vuelvo a repetir, está en su derecho de callar. Le dimos una información adecuada, ¿no? Por lo general el embate obviamente va a ser contra el domicilio. El domicilio es de su señor padre, ¿no? Lo veo con una calidad que se destila por sus cuatro costados.",DESCONOCIDO
Desconocido,Y él es abogado también.,DESCONOCIDO
Desconocido,Así es. Vamos a proceder a…,DESCONOCIDO
Desconocido,"Drogas, insumos químicos. Negativo, ¿no?",DESCONOCIDO
Desconocido,"Sí. Ésta es la tarjeta, ¿no? Ésta es, ¿no? (?) materiales terrorista, propaganda.",DESCONOCIDO
Desconocido,Negativo.,DESCONOCIDO
Desconocido,"Drogas para explosivos, armas, munición.",DESCONOCIDO
Desconocido,"Esto es algo personal, ¿ya? De salud.",DESCONOCIDO
Desconocido,¿Propaganda subversiva? Negativo,DESCONOCIDO
Desconocido,Sí.,DESCONOCIDO
Desconocido,"Las monedas extranjeras, ¿negativo también?",DESCONOCIDO
Desconocido,"Sí, negativo. Joyas o especies de valor. Negativo. Documentos diversos, pasaportes, agendas, tarjetas, fotos ¿Dónde están las fotos",DESCONOCIDO
Desconocido,Te di.,DESCONOCIDO
Desconocido,"Etc., etc. Positivo, ¿no?",DESCONOCIDO
Desconocido,"Señorita, va a entrar.",DESCONOCIDO
Desconocido,Estas dos tarjetas (?).,DESCONOCIDO
Desconocido,"Así es. Acta de incautación. Gracias al instructor, comandante Luis Espinoza Castro ¿Estás solo Marco?, ¿algo más?",DESCONOCIDO
Desconocido,(?).,DESCONOCIDO
Desconocido,¿Cargaba otro maletín?,DESCONOCIDO
La señora Raquel de López,"No, ahí está su ropa.",DE LOPEZ
Desconocido,"No, ¿cargaba otro maletín?",DESCONOCIDO
La señora Raquel de López,"Él tenía un marrón, sí. Él tenía otro maletín.",DE LOPEZ
Desconocido,Tenía otro.,DESCONOCIDO
Desconocido,Hace varios días que salió él del domicilio.,DESCONOCIDO
Desconocido,"Claro que se ha retirado del domicilio, sin conocer su paradero actual. Nada más, nada más. ¿Esta toalla es de usted?",DESCONOCIDO
La señora Raquel de López,¿Usted qué...?,DE LOPEZ
Desconocido,"Esta bata. ¿Usted maneja, conduce?",DESCONOCIDO
La señora Raquel de López,"Sí, sí.",DE LOPEZ
Desconocido,(?).,DESCONOCIDO
La señora Raquel de López,"No, porque no veo. No, pero yo manejo.",DE LOPEZ
Desconocido,Tiene derecho a…,DESCONOCIDO
Desconocido,"Señora, ¿su DNI o electoral número?",DESCONOCIDO
Desconocido,O Electoral.,DESCONOCIDO
La señora Raquel de López,"O sea, electoral",DE LOPEZ
Desconocido,"DNI, la nueva. Ya, ¿número?",DESCONOCIDO
La señora Raquel de López,8798392,DE LOPEZ
Desconocido,¿Doce?,DESCONOCIDO
La señora Raquel de López,Dos,DE LOPEZ
Desconocido,"Señora, este talón se ha encontrado entre las especies de su esposo, a las cinco de la tarde del día sábado en (?).",DESCONOCIDO
La señora Raquel de López,A las cinco de la tarde,DE LOPEZ
Desconocido,Ha echado gasolina anteayer.,DESCONOCIDO
La señora Raquel de López,"Yo he echado gasolina en el grifo de acá, si es el gri fo de acá yo he echado gasolina, en el grifo de…",DE LOPEZ
Desconocido,Bueno.,DESCONOCIDO
Desconocido,De aquí de la esquina de...,DESCONOCIDO
La señora Raquel de López,"De acá, en esta.",DE LOPEZ
Desconocido,"La Encalada. ¿Ustedes son de Chimbóte, señora?",DESCONOCIDO
La señora Raquel de López,Sí.,DE LOPEZ
Desconocido,"Muy amable, agarre esto.",DESCONOCIDO
Desconocido,"¿Cuál es su nombre, señora? Flor, ¿no?",DESCONOCIDO
La señora Flor,Flor E.,DESCONOCIDO
Desconocido,Ponle la señora Flor.,DESCONOCIDO
La señora Flor,E también (?).,DESCONOCIDO
Desconocido,Euclímides Número.,DESCONOCIDO
La señora Flor,30209000,DESCONOCIDO
Desconocido,¿30209000?,DESCONOCIDO
La señora Flor,Sí.,DESCONOCIDO
Desconocido,"Ya, consiente del resultado. Esto es con (?).",DESCONOCIDO
Desconocido,"Sí, sí, sí.",DESCONOCIDO
Desconocido,Una agenda electrónica marca Sharp.,DESCONOCIDO
Desconocido,Entre comillas le pongo.,DESCONOCIDO
Desconocido,"Ya, entre comillas solamente la Sharp. Diversas fotografías. Tarjetas personales",DESCONOCIDO
Desconocido,"Señala el hostal. Hostal Amaryiis, entre comillas y mayúscula, ubicada en la calle Libertad 719, Iquitos, con la inscripción a manuscrito en una de ellas: Ramón Reátegui, 3324-5194 [Diálogo ininteligible.]",DESCONOCIDO
El hijo,"Mami, mi papá sabe el número de tu libreta?",DESCONOCIDO
Desconocido,Y en el reverso.,DESCONOCIDO
La hija,Es un número más que mi papá.,DESCONOCIDO
Desconocido,Enna Fernández.,DESCONOCIDO
El hijo,"Así no más. Mamá, firma acá.",DESCONOCIDO
Desconocido,"Punto y guión, 6-6853540. Y en el reverso de la otra el nombre de Juan Alberto Rodríguez De la Torre Bueno.",DESCONOCIDO
BACKGROUND,[Bullicio],BACKGROUND
Desconocido,"Rodriguez De la Torre, qué dice?",DESCONOCIDO
Desconocido,Bueno. Rodríguez De la Torre Bueno,DESCONOCIDO
Desconocido,Bueno.,DESCONOCIDO
Desconocido,"Seguimos: Una agenda forro azul. De quién es esta letra, señora_",DESCONOCIDO
Desconocido,De quién es esta letra?,DESCONOCIDO
La señora Raquel de López,Mía.,DE LOPEZ
Desconocido,"Ya. Una agenda color azul. Acá dice: los años 1994, 95 y 96 (?)",DESCONOCIDO
La señora Raquel de López,"No, no, yo tengo acá solamente los teléfonos de los amigos de mis hijos.",DE LOPEZ
Desconocido,Ya.,DESCONOCIDO
Desconocido,...es suyo.,DESCONOCIDO
Desconocido,"Ésa es 95, 94, 96.",DESCONOCIDO
Desconocido,"94, 95, 96.",DESCONOCIDO
Desconocido,"Póngale, con inscripciones de puño gráfico de Juan Manuel.",DESCONOCIDO
La señora Raquel de López,"Sí, Juan Manuel.",DE LOPEZ
Desconocido,Juan Manuel López Rodríguez. [No habido.l,DESCONOCIDO
Desconocido,"Juan Manuel, qué?",DESCONOCIDO
Desconocido,López Rodríguez.,DESCONOCIDO
Desconocido,Dos pasaportes peruanos.,DESCONOCIDO
BACKGROUND,[Diálogo ininteligible. La señora revisa el acta de incautación y la firma.],BACKGROUND
Desconocido,"A realizar el registro vehicular del automóvil placa AIM-405, Peugeot.",DESCONOCIDO
BACKGROUND,[Salen al exterior de la vivienda.],BACKGROUND
Desconocido,"Abra la maletera, señora, ¿ya?",DESCONOCIDO
La señora Raquel de López,La puede abrir no más.,DE LOPEZ
Desconocido,"De Costa Rica, ¿hay una de Costa Rica, no doctor?",DESCONOCIDO
