"speaker","speech","speaker_std"
"Desconocido","Eso tú no lo vas a dejar. Tú no lo vas a dejar.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"Desconocido","¿Ah? Si no quiere (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","(?) que la corte de una vez.","MONTESINOS"
"Desconocido","Pero tú sigue, no declarar lo que dice este mono.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Pero es…","MONTESINOS"
"Desconocido","Es un loco de mierda.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No.","MONTESINOS"
"Desconocido","Es un radical, insultando a (?) debe ser narcotraficante (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Éste es el Hildebrandt (?).","MONTESINOS"
"Desconocido","Están en alerta estas (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Bueno, hermano, entonces, mañana nos vemos o hablamos.","MONTESINOS"
"Desconocido","Como tú digas (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","A la hora, tú dime (?) estamos hablando. Ya.","MONTESINOS"
"Desconocido","Listo.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Listo.","MONTESINOS"
"Desconocido","¡Cuídate, carajo!","DESCONOCIDO"
"El señor Vladimiro Montesinos","Bueno, ahí estamos.","MONTESINOS"
"Desconocido","Oye, ¡puta!, ni veas esa huevada.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Bueno, lo veo todos los días.","MONTESINOS"
"Desconocido","¿Ah?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Todos los días.","MONTESINOS"
"Desconocido","Ya, ya, hermano, cuídate.","DESCONOCIDO"
"BACKGROUND","[Se retiran de la sala.]","BACKGROUND"
"BACKGROUND","[Corte en la cinta de audio y otra grabación en donde se percibe la presencia de varias personas.]","BACKGROUND"
"El señor Vladimiro Montesinos","... algún apoyo. ""No, no"", me dijo, ""nada"". Entonces, con ese tipo no me... es una persona…","MONTESINOS"
"Desconocido","Es diferente.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Es diferente, ¿no? El resto, sí, todos son con plata, hermano. El hermano de Kouri le dije: ""Bueno, agarra cinco"". ""No"", me dijo.","MONTESINOS"
"Desconocido","Beto, Beto Kouri (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Al Beto Kouri, le dije, ""Cinco"". ""No"", me dijo, ""cinco no me alcanza para nada, me lo paso en una semana"". Veinte quiere mensual. Ya, no le voy a discutir, bueno, ya veinte. Pero me firmó el papel renunciando y pasándose al equipo. Entonces, estoy trabajando, cuando tenga todo el paquete entonces, ya les digo: (?) los gastos que han hecho, les voy a enseñar los paquetes y sobre eso, pues, lo rebajaremos entre todos"". Pero ya no van a ser, pues, las cantidades que hemos estado dando, quieren unas cantidades bastante fuertes, ¿no? Bastantes fuertes. Pero ésa es la garantía que vamos a tener todos de que no vamos a tener problemas, ¿no? Entonces, ahora sí tenemos que trabajar en tiempo récord para tratar de con vencer a Chocano, a Ronnie…","MONTESINOS"
"Desconocido","Jurado.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Jurado, al Polo Gamarra. Yo me lo estoy trayen do mañana a Bueno, de Acción Popular.","MONTESINOS"
"Desconocido","Y a Chávez Sibina.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y a Chávez Sibina. El Polack ha buscado un contacto, se ha ido, ¿sabes dónde?, se ha ido donde Bringas, el del Jurado de Elecciones.","MONTESINOS"
"Desconocido","Así me dijo, pues.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Entonces, Bringas ya me lo quería traer pero... yo tenía mis dudas porque no vaya a ser que, ¡carajo...!","MONTESINOS"
"Desconocido","Bueno, yo nunca he conocido una persona que tanto valore la política. Yo pienso que tengo (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"Desconocido","El mismo Chávez Sibina. No, perdón, Bringas. El mismo Bringas, Bringas (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, porque ése después puede hablar.","MONTESINOS"
"Desconocido","No, ése habla. Él es muy amigo, pues, del chico este; o sea, del yerno de Malea.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, sí.","MONTESINOS"
"Desconocido","Él le hace todos los trabajos de (?).","DESCONOCIDO"
"Desconocido","Hay que filmar y todo para que…","DESCONOCIDO"
"Desconocido","(?) una grabación que ya (?) va a tener que cuidarse.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"Desconocido","Pero, no, mudo. Bueno, por ejemplo, (?) ahora dice que le va a hacer una campaña a (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, a Zevallos.","MONTESINOS"
"Desconocido","A Zevallos, dice que él va a luchar por la moralidad. Entonces, eso es lo que quiere ahí, que Zevallos le dé plata.","DESCONOCIDO"
"Desconocido","Claro.","DESCONOCIDO"
"Desconocido","Acuérdate que quiere dar una movida fuerte ahí.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Bueno, pero ahora lo que tenemos que tener no sotros es la conformación de una mayoría parlamentaria sólida, que nos permita una estabilidad que no nos hagan, ¡carajo!, que comisiones, porque Popy ya estaba en... Vino acá Guido Pennano, estuvo conmigo el otro día acá, porque Guido Pennano está con nosotros y porque Popy está alistando ya la primera denuncia del tema de la compra de armas, de informes a la Policía y nos va a chantar la denuncia. Entonces, ¡carajo!, eso nos va a crear una conmoción; póngase, imagínense que nombren la comisión, que prospere eso y nombren la comisión investigadora. ¡Ca rajo!, va a ser un lío esa vaina. Va a tener que ir a explicarle la compra de los aviones, de los (?) la misma pérdida de tiempo, nos van a tener, ¡carajo!, como locos, ¿no? Entonces, eso debemos. Pide la comisión, ¡mierda!, la tiramos al carpetazo porque tenemos la mayoría. Entonces, bien justifica que, ¡carajo!, nos gastemos 700 mil, 600 mil, u 800 mensuales para pagar a 10, 12ó 15 fulanos; lo prorrateo ante todos, pues, nos resulta una bicoca, pero el manejo… Porque te digo, aquí estamos, es un tema de supervivencia de nosotros.","MONTESINOS"
"Desconocido","Tiene que ser así.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Tiene que ser así porque no hay otra forma. Te digo, por ejemplo, el Chávez, el Chocano, ¿quién? Chávez Sibina, ¿no? Ah no, el Ronnie Jurado.","MONTESINOS"
"Desconocido","Ronnie Jurado.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Un millón de dólares que le pidió para pasarse. Está loco, estará loco.","MONTESINOS"
"Desconocido","Está loco.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Les dije: ""¡Carajo!, ni que tuviera, ¿qué cosa?, voto de oro"", ¿no? ¡Qué cal, un millón...!","MONTESINOS"
"Desconocido","Tenga usted la seguridad de que todos le van a pedir una cantidad.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí. Bueno, pero a última hora si el tipo es así muy tiburón, pues, ya lo mandamos al diablo y buscamos a otro, ¿no?","MONTESINOS"
"Desconocido","Ahora es muy peligroso hacer un trato directo, como le decía. Porque el tipo se lo va a contar a este chico López.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, claro.","MONTESINOS"
"Desconocido","Y López tiene la lengua más larga que la avenida Brasil.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Por eso es que... por eso es que yo, digamos, no quise hablar con Ronnie Jurado, ni con Tito Chocano hasta no estar definido el te ma, porque si vienen a conversar acá conmigo y después, ""que lo voy a pensar"", ¿no? El que viene viene a firmar acá y a ponerme la huella digital, pero si voy a discutir, negociar y lo va a pensar, después sale y habla.","MONTESINOS"
"Desconocido","Eso mismo que lo haga, pero con Bringas.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro, eso lo voy a manejar, cuando ya tenga to do el paquete listo de todito, de los 10, de los 15 o los 18, ya. Mí nos sentamos, vemos el tema de esto, lo que se ha gastado y lo que no se ha gastado; y cómo va a ser y ya lo compartimos todos. Y, por supuesto, no es una cosa grande, ya es más manejable todo. Por eso yo creo que ése es el tema. Mora, el otro asunto está en que nos va a venir ya la cuestión, ahorita todavía no hay reacción de Estados Unidos.","MONTESINOS"
"Desconocido","El 4 de julio es la asamblea.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Está viniendo, está viniendo, lo estoy haciendo llamar al viejito... este... Gross, para que nos apoye, lo voy a llamar ahora para que esté llegando. Va a llegar el 30 acá y hay que mandarlo allá. El viejito es buena gen te porque cobra su pasaje y por cada venida cobra cinco mil, siete mil dólares. O sea, no es una persona carera, ¿no? Porque por ejemplo otro fulano por dar un dic tamen, ¡carajo!, querían 30 mil dólares, por hacer un buen escrito 30 mil dólares. El viejito, no. Pagas su pasaje, la estadía en el hotel y cinco mil dólares, ¡carajo!, cada vez. O sea no es una persona que trabaje por el tema del dinero, ¿no? Entonces, yo creo que con estas ideas ya tenemos el esquema claro, ya hay que llamar a la gente para que venga mañana, mañana estaremos…","MONTESINOS"
"Desconocido","20 horas.","DESCONOCIDO"
"El señor Vladimiro Montesinos","20 horas acá y…","MONTESINOS"
"Desconocido","¿El miércoles a qué hora es allá?","DESCONOCIDO"
"El señor Vladimiro Montesinos","21 horas, van a tener que estar 20 y 30 en el Complejo, 20 y 30 estaremos en el Complejo para... el presidente va a llegar a las nueve de la noche. Y pasado mañana en la mañana nos reunimos a las diez, con todos acá para hacer una evaluación.","MONTESINOS"
"Desconocido","(?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, mañana ocho de la noche, acá; pasado ma ñana, miércoles, a las diez de la mañana para hacer una evaluación de la situación. Y en la noche 20 y 30 en el Complejo, en el 7.° piso.","MONTESINOS"
"Desconocido","La reunión de acá es solamente con los operativos.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Nada más.","MONTESINOS"
"Desconocido","No, todo el resto de la gente.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, no, no es necesario que vengan, pues, el COPE, el (?) no, nada. Vienen las seis regiones militares.","MONTESINOS"
"Desconocido","Seis regiones militares","DESCONOCIDO"
"El señor Vladimiro Montesinos","Contigo nada más y en caso....","MONTESINOS"
"Desconocido","Y el Jefe de Estado Mayor de las Fuerzas Armadas.","DESCONOCIDO"
"El señor Vladimiro Montesinos","¡Ah!, y el Jefe de Estado Mayor.","MONTESINOS"
"Desconocido","Eso es para el día miércoles.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí. Ah, nos hemos olvidado, debe de estar tam bién Lucho Cubas ahí, Segunda Región Militar.","MONTESINOS"
"Desconocido","El presidente de las regiones.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ah, las seis regiones.","MONTESINOS"
"Desconocido","Y después, ya, en la noche todos.","DESCONOCIDO"
"El señor Vladimiro Montesinos","En la noche, todos. Ahora, de repente acá nos faltaría la DIFE y la Dieciocho.","MONTESINOS"
"Desconocido","DIFE y Dieciocho.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Yo creo que es bueno que estén DIFE y Dieciocho.","MONTESINOS"
"Desconocido","DIFE y Dieciocho.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Entonces, en la cena que estén DIFE y Dieciocho. Voy a poner acá, DIFE y Dieciocho.","MONTESINOS"
"Desconocido","Sí, mejor.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Es bueno, porque si no se enteran de que hay almuerzo y están los comandantes de región y nosotros, y no están los jefes inme diatos, ¿no?","MONTESINOS"
"Desconocido","Aquí han puesto a Colina.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, Colina está. Entonces, DIFE y Dieciocho. Voy a poner acá DIFE y Dieciocho.","MONTESINOS"
"Desconocido","Son seis.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Seis no más. Son los más importantes, pues, ¿no?","MONTESINOS"
"BACKGROUND","[Se percibe la voz de una persona.]","BACKGROUND"
"El señor Vladimiro Montesinos","Hay que ir viendo, el año se pasa, ¿ah? O sea, estamos a seis meses de que se vaya el año, hay que ir viendo. Nosotros ya en el ejército hemos hecho una proyección hasta el 2005. Vayan ha ciendo una proyección hasta... no se queden año a año, piensen. Lo más aconseja ble, hay que pensar, puede pasarle algo a cualquiera de ustedes en un momento de terminado y hay que tener una persona que esté en condiciones de asumir el comando de la Centuria. En el caso de usted ya sabemos que está Ramos; en tu caso no sé quién podría ser.","MONTESINOS"
"Desconocido","Carbone debe ser.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Bueno, Carbone. Entonces, siempre hay que tener un elemento porque, ¡carajo!, de repente a uno le pasa algo, se enferma, choca, pasa un accidente; tiene que haber una persona de confianza.","MONTESINOS"
"Desconocido","Exacto, de confianza.","DESCONOCIDO"
"El señor Vladimiro Montesinos","En el caso, fíjate, de Hermoza.","MONTESINOS"
"Desconocido","Alfonso Villanueva.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Entonces, cualquier problema que hubiera.","MONTESINOS"
"Desconocido","Ya tenemos que ascenderlo.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, este año hay que ascenderlo a Teniente General.","MONTESINOS"
"Desconocido","Y lo ascendemos a él, y le ponemos el código dos para recuperar (?) Nakamura.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"Desconocido","Sí, pues, está bien. Ese Nakamura tiene un año también.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ascienden dos y no hay ningún problema.","MONTESINOS"
"Desconocido","Y queda como el más antiguo y mantiene el mando como siempre.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, no, tiene que quedarse. Alfonso Villanueva tiene que quedarse en la región. Entonces, hay que tener siempre en cuenta esos factores. Bueno, entonces, yo creo que está todo. Entonces, nos vemos mañana. Al tanto del tema (?) y de aquí allá, ¿no?","MONTESINOS"
"Desconocido","El resto se mantiene en su sitio.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, el resto se queda en su sitio.","MONTESINOS"
"BACKGROUND","[Despedida entre los presentes.]","BACKGROUND"
"BACKGROUND","[Se retiran algunas personas de la reunión y se queda el señor Vladimiro Montesinos con otras personas.]","BACKGROUND"
"BACKGROUND","[Diálogo ininteligible.]","BACKGROUND"
"El señor Vladimiro Montesinos","Tenemos que hacer una reunión con Saucedo para…","MONTESINOS"
"Desconocido","Para hacer una redistribución.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ahora, yo le digo, por si acaso, (?) ¿sabes o no?","MONTESINOS"
"Desconocido","Ah, no sé, no me ha dicho nada.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, para tu información, le estoy dando.","MONTESINOS"
"Desconocido","Porque él, aparte, recibe una bandera dividida.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Bueno, le estoy dando yo independientemente, nosotros le estamos dando, creo, si no me equivoco son cinco mil o diez mil dólares mensuales, ¿no?","MONTESINOS"
"Desconocido","Para nada, no me ha dicho nada.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Para mantenimiento de los puestos de carreteras y de… A ver, que venga. ¿Viajó ayer Del Castillo?","MONTESINOS"
"Desconocido","Sí, viajó doctor.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Que venga la señora a ver, a ver. Todos los meses yo estoy, a cuenta hace como seis; siete meses yo le estoy dando de acá de Dinandro, le estoy dando…","MONTESINOS"
"Desconocido","De repente usted recibe, me parece, de la DIRIN una cantidad también.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, pero muy diminuta.","MONTESINOS"
"Desconocido","Diminuta.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Diminuta.","MONTESINOS"
"Desconocido","Por con todo.","DESCONOCIDO"
"Desconocido","DIRIN recibe 300.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"Desconocido","El Director General recibe 100. DIRIN, yo creo...","DESCONOCIDO"
"El señor Vladimiro Montesinos","Pero ¿por qué no hacemos una reunión más tarde con Saucedo y definimos?","MONTESINOS"
"Desconocido","Ven a buscarme, pues. Usted, dígame la hora.","DESCONOCIDO"
"El señor Vladimiro Montesinos","A las siete nos reunimos con Saucedo.","MONTESINOS"
"Desconocido","Entonces, tiene que venir el chato Manuel, también, pues.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Tiene que venir el chato Manuel y nos sentamos acá para arreglar.","MONTESINOS"
"Desconocido","¿A qué hora?","DESCONOCIDO"
"El señor Vladimiro Montesinos","A las siete, pues. Ahora yo les digo, por ejemplo, yo estaba apoyando a DINANDRO ¿por qué? Por que los americanos son unos pendejos, ¡carajo!, nos quieren dar una esto, y quie ren sacarse toda la información y toda la cojudez.","MONTESINOS"
"Desconocido","Entonces, usted tiene que replantear, en ese replanteo ahora.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"Desconocido","Usted póngale una mayor cantidad a DINANDRO y ya no le da usted, pues.","DESCONOCIDO"
"Desconocido","Claro.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Yo le he estado dando, todos los meses le he es tado dando, hace como seis, siete meses le estoy dando para todo lo que es... ¿se acuerda usted de que había unos puestos de inteligencia en las carreteras?","MONTESINOS"
"Desconocido","Sí.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Estaba dándoles para el equipo de DINANDRO cinco mil dólares para el equipo de Derecho y, después, en el tema de puer tos marítimos, también, estaba dando cinco mil dólares. Era un aporte de diez mil o cinco mil mensuales.","MONTESINOS"
"Desconocido","Está mal repartido eso.","DESCONOCIDO"
"BACKGROUND","[Se percibe el ingreso de una dama a la reunión.]","BACKGROUND"
"El señor Vladimiro Montesinos","¿Cuánto estamos dándoles en general a ellos, en relación mensual para la DINANDRO? Cinco mil 100.","MONTESINOS"
"La señora","Cinco mil 100, DINANDRO.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya. Dinandro, 5 mil 100.","MONTESINOS"
"La señora","Sí.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Esto es, ¿qué cosa?, para gastos de [lectura corrida de un documento] inteligencia de puertos.","MONTESINOS"
"La señora","De puertos.","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿Y para carreteras?","MONTESINOS"
"La señora","La DINANDRO mandó a hacer eso.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Cinco mil y siete mil 990 al mes.","MONTESINOS"
"La señora","Sí.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Siete y cinco; doce mensuales, ¿ah?","MONTESINOS"
"Desconocido","¿Por qué no hacemos esto ahora?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Bueno, ahora vamos a replantear el sistema, porque mensual es que le estoy dando. Pero en realidad, no (?).","MONTESINOS"
"Desconocido","Ahora, si este apoyo que usted le da, este apoyo mensual es aparte de esta lista.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, sí.","MONTESINOS"
"Desconocido","Entonces, ¿qué cosa? Si usted, si me aumentan a mí, yo voy a tener una tranquilidad de (?) 50 mil mensual, es otra cosa, aparte del apoyo. Pero tienen que dejarme un techo.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Entonces, tenemos que hablar ahora con Sau cedo, primero hablamos con Saucedo, después entra Morales y ahí vemos cómo ha cemos.","MONTESINOS"
"Desconocido","¿No hay problema?","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, no hay ningún problema. Ahora yo le digo, por ejemplo, ¿qué pasa?","MONTESINOS"
"Desconocido","La misma cantidad (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Bueno, ya no. No, todavía eso lo conversamos con usted. O sea cada instituto me está dando 120 más doce, 500, van 136, o sea, por instituto.","MONTESINOS"
