"speaker","speech","speaker_std"
"El señor Enrique Chirinos","Y como tú eres el hombre fuerte… Entonces, en el Congreso yo haré lo que... oye, si en el Congreso hubiera una propuesta para acusar constitucionalmente al Presidente, no vamos al Congreso, pues.","CHIRINOS"
"El señor Vladimiro Montesinos","No vamos, pues.","MONTESINOS"
"El señor Enrique Chirinos","Lo dejamos en tabla. Quiero decir, no hagan cojudeces. No multen al que se va de la sesión.","CHIRINOS"
"El señor Vladimiro Montesinos","Claro, porque es una buena manera...","MONTESINOS"
"El señor Enrique Chirinos","Lo último que debe hacer la mayoría es retirarse.","CHIRINOS"
"El señor Vladimiro Montesinos","Lógico.","MONTESINOS"
"El señor Enrique Chirinos","¿Te acuerdas antes lo que hicieron los antiapristas?","CHIRINOS"
"El señor Vladimiro Montesinos","Así es.","MONTESINOS"
"El señor Enrique Chirinos","Que llegaban y sesionaban en el Congreso.Ahí, hay que estar preparados.","CHIRINOS"
"El señor Vladimiro Montesinos","Hay que estar pensando en el futuro, no en el presente.","MONTESINOS"
"El señor Enrique Chirinos","El escándalo no se va a repetir en este Congreso. Ahora, si se repite en mayoría, ¡en buena hora, pues!","CHIRINOS"
"El señor Vladimiro Montesinos","No pasó nada.","MONTESINOS"
"El señor Enrique Chirinos","Pero, si no hay, ¡carajo!, hay que estar listos para una batalla parlamentaria de la gran puta.","CHIRINOS"
"El señor Vladimiro Montesinos","Perfecto.","MONTESINOS"
"El señor Enrique Chirinos","En la que yo quiero estar con ustedes. Así, oficialmente con ustedes.","CHIRINOS"
"El señor Vladimiro Montesinos","Perfecto.","MONTESINOS"
"El señor Enrique Chirinos","Lo único que… Bueno, necesito dos cosas.","CHIRINOS"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Enrique Chirinos","Quiero hablar con tu agenda.","CHIRINOS"
"El señor Vladimiro Montesinos","De acuerdo. Ahora que es mañana que viene le voy a decir.","MONTESINOS"
"El señor Enrique Chirinos","Formalízame.","CHIRINOS"
"El señor Vladimiro Montesinos","Perfecto.","MONTESINOS"
"El señor Enrique Chirinos","Y si tú asistes a la reunión, mejor todavía.","CHIRINOS"
"El señor Vladimiro Montesinos","Bueno, estaremos los tres.","MONTESINOS"
"El señor Enrique Chirinos","Estaremos los tres. Número dos: necesito un buen número, por la razón fundamental, no tengo dinero para una campaña.","CHIRINOS"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Enrique Chirinos","Entonces, necesito un número clave. Yo no voy a pedir un número muy alto. Porque hay, pues, líderes fujimoristas viejos...","CHIRINOS"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Enrique Chirinos","Con mejores derechos que yo. Necesito un número (?).","CHIRINOS"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Enrique Chirinos","Siete es un número clave.","CHIRINOS"
"El señor Vladimiro Montesinos","Cabalístico.","MONTESINOS"
"El señor Enrique Chirinos","Diez es cojonudo; 13 es como la puta madre.","CHIRINOS"
"El señor Vladimiro Montesinos","-Ahí tiene experiencia [riéndose] la Susy Díaz.","MONTESINOS"
"El señor Enrique Chirinos","La Susy Díaz. Entonces, me van a tomar el pelo, se van a reír; pero...","CHIRINOS"
"El señor Vladimiro Montesinos","Pero, pero te hacen la publicidad.","MONTESINOS"
"El señor Enrique Chirinos","Te hacen propaganda.","CHIRINOS"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Enrique Chirinos","Trece me encantaría. Y puede ser normal, ¿no?","CHIRINOS"
"El señor Vladimiro Montesinos","Claro. Ya.","MONTESINOS"
"El señor Enrique Chirinos","Pero eso, nos hace falta.","CHIRINOS"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Enrique Chirinos","Y con Fuji.","CHIRINOS"
"El señor Vladimiro Montesinos","Los tres, los tres lo cerramos.","MONTESINOS"
"El señor Enrique Chirinos","Y ya. Entonces, me dice: ""Enrique, usted es mi can didato con el número tal"".","CHIRINOS"
"El señor Vladimiro Montesinos","Así es.","MONTESINOS"
"El señor Enrique Chirinos","Cerrado, mi Presidente. Y ya después, vemos las otras cosas, que es conseguir un poco de dinero.","CHIRINOS"
"El señor Vladimiro Montesinos","No. Ya, yo te doy, pues, los recursos, no re preocupes.","MONTESINOS"
"El señor Enrique Chirinos","¿Me das?","CHIRINOS"
"El señor Vladimiro Montesinos","Te doy, pues. Yo te doy para que salgas en la Televisión, en la...","MONTESINOS"
"El señor Enrique Chirinos","¿Cómo vas con Absalón Vásquez?","CHIRINOS"
"El señor Vladimiro Montesinos","Bien, muy bien... muy bien.","MONTESINOS"
"El señor Enrique Chirinos","A mí, ¿sabes qué se me ha ocurrido? Consúltalo.","CHIRINOS"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"El señor Enrique Chirinos","Consúltalo con él. Agarrar un distrito en Lima, por ejemplo San Juan...","CHIRINOS"
"El señor Vladimiro Montesinos","De Miraflores, ya.","MONTESINOS"
"El señor Enrique Chirinos","#NAME?","CHIRINOS"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Enrique Chirinos","Y de ahí, fuerza; para agarrar, pues, diez o doce mil preferenciales. Suficiente.","CHIRINOS"
"El señor Vladimiro Montesinos","Es una buena, estoy totalmente de acuerdo.","MONTESINOS"
"El señor Enrique Chirinos","Es todo lo que me debes.","CHIRINOS"
"El señor Vladimiro Montesinos","Me parece muy bien. Ahora, el tema de Rafael Rey y esas cosas. Tú has visto que Boloña ha salido de..","MONTESINOS"
"El señor Enrique Chirinos","Que no. Yo se le he dicho a Rafael.","CHIRINOS"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"El señor Enrique Chirinos","Rafael no ha cerrado trato. Ha iniciado conversasines y ha cerrado trato con Barba.","CHIRINOS"
"El señor Vladimiro Montesinos","Sí, sí, sí.","MONTESINOS"
"El señor Enrique Chirinos","No ha pedido sin consultarme, sin informar.","CHIRINOS"
"El señor Vladimiro Montesinos","Te han mantenido al margen del tema.","MONTESINOS"
"El señor Enrique Chirinos","Totalmente.Ahora. Renovación no es un partido político.","CHIRINOS"
"El señor Vladimiro Montesinos","No es nada.","MONTESINOS"
"El señor Enrique Chirinos","Es una obligación de amigos.","CHIRINOS"
"El señor Vladimiro Montesinos","Nada más.","MONTESINOS"
"El señor Enrique Chirinos","Tú has hecho lo que has querido con Barba. Yo voy a hacer lo que quiero con Fujimori, se acabó la historia.","CHIRINOS"
"El señor Vladimiro Montesinos","Por supuesto. Es así, la cosa es clara.","MONTESINOS"
"El señor Enrique Chirinos","Así es.","CHIRINOS"
"El señor Vladimiro Montesinos","Así es, la cosa debe ser clara. Totalmente de acuerdo. No solamente van...","MONTESINOS"
"El señor Enrique Chirinos","Bueno, son fight leaders.","CHIRINOS"
"El señor Vladimiro Montesinos","Y siempre hemos sido.","MONTESINOS"
"El señor Enrique Chirinos","Como hemos sido, como dijimos hace años.","CHIRINOS"
"El señor Vladimiro Montesinos","¡Uy, si se...!","MONTESINOS"
"El señor Enrique Chirinos","A muerte.","CHIRINOS"
"El señor Vladimiro Montesinos","A muerte, no porque acá… Estos tiempos ya van a ser más difíciles que estos diez...","MONTESINOS"
"El señor Enrique Chirinos","Más difícil. Parlamentariamente, si no hay mayoría, es muy difícil que digamos...","CHIRINOS"
"El señor Vladimiro Montesinos","Sí, sí, sí.","MONTESINOS"
"El señor Enrique Chirinos","Más aún... muy...","CHIRINOS"
"El señor Vladimiro Montesinos","Tenemos que tomar, pues, medidas radicales...","MONTESINOS"
"El señor Enrique Chirinos","Claro. Y estar presionando desde el principio.","CHIRINOS"
"El señor Vladimiro Montesinos","Desde el principio, pues. Porque, ahora, lo que sí tienes que ir en algún momento ya, tomando ya esta decisión; el Presidente llega mañana, de repente el lunes nos estamos reuniendo con él o tal vez el domingo, si es que la… Ya, y de una vez empezarle a dar palo a Castañeda. Andrade ya está fregado, ése va no levanta, ya no levanta.","MONTESINOS"
"El señor Enrique Chirinos","Oye, en la televisión están en stand by.","CHIRINOS"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Enrique Chirinos","Porque Genaro Delgado anda en no sé qué problema. Oye, yo puedo ir al canal del Estado y tener mi espacio...","CHIRINOS"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Enrique Chirinos","Y comentar y joder de alma...","CHIRINOS"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Enrique Chirinos","Toda la campaña.","CHIRINOS"
"El señor Vladimiro Montesinos","Por supuesto.","MONTESINOS"
"El señor Enrique Chirinos","Arreglamos.","CHIRINOS"
"El señor Vladimiro Montesinos","Lógico.","MONTESINOS"
"El señor Enrique Chirinos","Una vez que esté decidido y que el trato esté hecho","CHIRINOS"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Enrique Chirinos","Tú, Fuji y yo, ya vemos la situación.","CHIRINOS"
"El señor Vladimiro Montesinos","Lógico, ya vemos cómo...","MONTESINOS"
"El señor Enrique Chirinos","Me pones en el Congreso.","CHIRINOS"
"BACKGROUND","[Se paran de sus asientos y se van dirigiendo hacia la salida.]","BACKGROUND"
"El señor Vladimiro Montesinos","No, de todas maneras, de eso que no te quepa la menor duda, y el 13 me ha gustado.","MONTESINOS"
"El señor Enrique Chirinos","¿No?","CHIRINOS"
"El señor Vladimiro Montesinos","Quizás.","MONTESINOS"
"El señor Enrique Chirinos","Conozco (?) alcánzame y lo otro es propaganda.","CHIRINOS"
"El señor Vladimiro Montesinos","Y lógico, pues. Además, lo que te interesa, interesa es salir en la foto.","MONTESINOS"
"El señor Enrique Chirinos","Lo que me interesa a mí es que mis electores, que los tenso muy claros, sepan cuál es mi número.","CHIRINOS"
"El señor Vladimiro Montesinos","Eso es todo. Y el número más recordado es el 13 de la Susy Díaz [riéndose]. Porque la Susy Díaz, aunque no lo creas, ha jugado su papel positivo.","MONTESINOS"
"El señor Enrique Chirinos","Siempre ayuda…","CHIRINOS"
"El señor Vladimiro Montesinos","Siempre ayuda.","MONTESINOS"
"El señor Enrique Chirinos","¿Es más leal?","CHIRINOS"
"El señor Vladimiro Montesinos","Que cualquiera de los del gabinete.","MONTESINOS"
"El señor Enrique Chirinos","¿Que Ferrero?","CHIRINOS"
"El señor Vladimiro Montesinos","¡No! ¡Ferrero es un hijo de perra!, ¡ése es un miserable!","MONTESINOS"
"El señor Enrique Chirinos","(?).","CHIRINOS"
"El señor Vladimiro Montesinos","Sí, sí.","MONTESINOS"
"BACKGROUND","[Se percibe un ruido fuerte.]","BACKGROUND"
