"speaker","speech","speaker_std"
"El señor Vladimiro Montesinos","Las entrevistas, por eso es que ya salen acá, ya sale mañana, en La República sale mañana, ""La oposición despierta"" contra el tiempo de tres meses de Andrade lanza esta semana su candidatura. Mañana sube Ja vier la puerta por la necesidad y ya están anunciando mañana en el suplemento el :ema de la alianza, perdón, el tema de la candidatura.","MONTESINOS"
"El señor Vicente Silva","De la candidatura.","SILVA"
"El señor Eduardo Calmell Del Solar","Hoy día yo he metido un titular cara que no entre.","CALMELL"
"El señor Vladimiro Montesinos","Pero ¿qué pasa si mañana le pones ese ""Apóyeme"", ah?","MONTESINOS"
"El señor Vicente Silva","Sí, ""Apóyeme pero sin que nadie sepa"", ¿no?","SILVA"
"El señor Vladimiro Montesinos","""Sin que nadie sepa"".","MONTESINOS"
"E señor Vicente Silva","El vivo de Andrade a Luis Alva Castro, ""Apóyeme pero sin que nadie se entere"". [Risas.]","SILVA"
"El señor Vladimiro Montesinos","Las confidencias de Alan García.","MONTESINOS"
"El señor Vicente Silva","Lo que los pierde a estos patas es que se dejan guiar por La República.","SILVA"
"El señor Vladimiro Montesinos","Se dejan guiar.","MONTESINOS"
"El señor Vicente Silva","Mohme es muy fregado.","SILVA"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"El señor Eduardo Calmell Del Solar","Los está manipulando.","CALMELL"
"El señor Vladimiro Montesinos","Totalmente. Mohme está jugando porque le han separado en una lista un número, él está yendo en la lista con Alan García.","MONTESINOS"
"El señor Eduardo Calmell Del Solar","¿En la lista aprista?","CALMELL"
"El señor Vladimiro Montesinos","Sí, claro, ahí está. Cabo Vega, tráigame el número cuatro, creo, el que se llevó.","MONTESINOS"
"El cabo Vega","De acuerdo.","VERA"
"El señor Vladimiro Montesinos","Está en la lista, han puesto ""reservado"", en la lis ta han puesto ""reservado"", dice ""reservado para Mohme"".","MONTESINOS"
"El señor Eduardo Calmell Del Solar","Algo tenía que haber para el señor Mohme. [Risas.]","CALMELL"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Vicente Silva","A ver qué sucede. ¿Listo?","SILVA"
"El señor Vladimiro Montesinos","No te olvides de Pilar también.","MONTESINOS"
"El señor Vicente Silva","Claro, Pilar tiene que entrar.","SILVA"
"El señor Vladimiro Montesinos","Nuestro invitado estrella Gustavo Mohme, en el puesto número 3, el invitado estrella.","MONTESINOS"
"El señor Vicente Silva","Lo va a cagar. [Risas.]","SILVA"
"El señor Vladimiro Montesinos","¿Ah? ¿Cómo?","MONTESINOS"
"El señor Vicente Silva","Lo vamos a cagar en el puesto 3.","SILVA"
"El señor Eduardo Calmell Del Solar","Y en la lista aprista.","CALMELL"
"El señor Vladimiro Montesinos","Sí, en la lista aprista.","MONTESINOS"
"El señor Eduardo Calmell Del Solar","¿Quién es Mirko Lauer?","CALMELL"
"El señor Vicente Silva","Es el apoderado de él.","SILVA"
"El señor Vladimiro Montesinos","Ahí está, hermano: invitado estrella Mohme.","MONTESINOS"
"El señor Eduardo Calmell Del Solar","Le manda la lista.","CALMELL"
"El señor Vladimiro Montesinos","Le manda la lista, Mohme. Coserga también es tá en la vaina, el corresponsal de Gestión, está también en la lista del Apra.","MONTESINOS"
"El señor Vicente Silva","O sea tu tocayo.","SILVA"
"El señor Vladimiro Montesinos","Sí, sí, sí, así parece, está en la lista, Vladimir Coserga.","MONTESINOS"
"El señor Vicente Silva","Coserga está en la lista. Ésa es la razón que nosotros (?) Madimir Coserga, acá está. Bueno, agradezco por este gesto.","SILVA"
"El señor Eduardo Calmell Del Solar","Ponga su dinero acá.","CALMELL"
"El señor Vicente Silva","Medio económico, ponemos todos.","SILVA"
"El señor Eduardo Calmell Del Solar","¡Ah! No, pues.","CALMELL"
"El señor Vladimiro Montesinos","No, no, por eso...","MONTESINOS"
"El señor Vícente Silva","Además la pinchada, van a salir corriendo.","SILVA"
"El señor Vladimiro Montesinos","Van a salir corriendo.","MONTESINOS"
"BACKGROUND","[Risas.]","BACKGROUND"
"El señor Vicente Silva","Y el pobre Brousset que debe estar recontracaído de plata.","SILVA"
"El señor Eduardo Calmell Del Solar","Y lo de Alan García va en un encabezado.","CALMELL"
"El señor Vladimiro Montesinos","Lo de Alan García mañana sería bueno mandarme a él, como mañana está saliendo esta vaina...","MONTESINOS"
"El señor Eduardo Calmell Del Solar","Claro, me voy a juntar con... a donde hacerlo (?).","CALMELL"
"El señor Vicente Silva","Y como que lo ha descubierto Olivera.","SILVA"
"El señor Vladimiro Montesinos","Como que lo ha descubierto. Mañana estampas el titular con esa vaina, ¿no?","MONTESINOS"
"El señor Vicente Silva","Olivera debe estar, ya.","SILVA"
"El señor Vladimiro Montesinos","Las confidencias de Alan García a Jorge del bastillo, ¿no?","MONTESINOS"
"El señor Eduardo Calmell Del Solar","La alianza.","CALMELL"
"El señor Vladimiro Montesinos","La alianza, carajo, le piden ""Apóyame y que na die se entere"".","MONTESINOS"
"El señor Eduardo Calmell Del Solar","Y el hecho que es Olivera, le vamos a lim piar el camino, ya me tiene podrido la (?). La gorda también le debe haber metido un batacazo a Andrade.","CALMELL"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"El señor Eduardo Calmell Del Solar","¿Quién quiere ser asesor de Andrade?","CALMELL"
"El señor Vladimiro Montesinos","Nadie quiere ser asesor de Andrade. Bueno, co mo mañana sale esta vaina y poniendo todavía Andrade, pues mañana le manda mos el (?) ¿no te parece?","MONTESINOS"
"El señor Vicente Silva","Claro, por supuesto.","SILVA"
"El señor Vladimiro Montesinos","Yo hoy día hago tipear todo esto y más tarde ce lo envío en un sobre. Martes o miércoles le tiramos el...","MONTESINOS"
"El señor Vicente Silva","El miércoles, salimos con una cosa grande.","SILVA"
"El señor Vladimiro Montesinos","Ahora inclusive, de repente otra cosa... podría ir yo consiguiendo las fotos de cada uno de los patas.","MONTESINOS"
"El señor Eduardo Calmell Del Solar","Sería lo ideal, yo tengo archivo.","CALMELL"
"El señor Vladimiro Montesinos","¿Tienes en archivo?","MONTESINOS"
"El señor Eduardo Calmell Del Solar","Bueno, de todas maneras...","CALMELL"
"El señor Vladimiro Montesinos","Voy a conseguirme una foto de todos los patas estos y te doy las fotos, porque saco del Registro Electoral las fotos, de la Reniec sa co las fotos.","MONTESINOS"
"El señor Eduardo Calmell Del Solar","Tú tienes el archivo y de ahí sacas las fotos.","CALMELL"
"El señor Vladimiro Montesinos","Claro, entonces imagínate el equipo de estos fu lanos, menganos, ¡pucha se va...!","MONTESINOS"
"El señor Vicente Silva","Claro, además hay nombres que a la gente le va a dar do lor de estómago.","SILVA"
"El señor Vladimiro Montesinos","El Brousset.","MONTESINOS"
"El señor Vicente Silva","Brousset, que ha sido presidente del Banco Minero, com padre, terminó de quebrar el banco.","SILVA"
"El señor Eduardo Calmell Del Solar","Hay que poner pequeños antecedentes de cada uno y ¡pum! porque cuando los ponga, éstos son. [Risas.]","CALMELL"
"El señor Vicente Silva","El gran equipo.","SILVA"
"El señor Eduardo Calmell Del Solar","Listo, mil gracias. Estamos en contacto la próxima semana.","CALMELL"
"El señor Vicente Silva","Que yo sepa, no me ha llamado ese día.","SILVA"
"El señor Vladimiro Montesinos","A ver cómo va todo.","MONTESINOS"
"Desconocido","Sí va bien todo.","DESCONOCIDO"
"Desconocido","Usted va a ir por la garantía a caminar? Es estrategia.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Entonces, anuncio su candidatura. (?) Claro, un mil personas en Villa El Salvador, anoche hizo su (?) en Villa El Salvlador, cuatro gatos.","MONTESINOS"
"El señor Vicente Silva","Es un monto total (?) ha quedado bien con (?) va a subir.","SILVA"
"El señor Vladimiro Montesinos","Va a subir, va a subir (?).","MONTESINOS"
"Desconocido","Va a salvarlos","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y el otro es cuando salga Castañeda, que es lo que el municipio (?). A ver, ya están los carros ahí, ya entonces, los dos carros se van (?) ya.","MONTESINOS"
"Desconocido","Listo.","DESCONOCIDO"
"Desconocido","Yo voy a estar, entonces, ahora en el diario y cualquier cosa me pasas la voz.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya pues, estamos (?).","MONTESINOS"
"BACKGROUND","[Pausa.]","BACKGROUND"
"Desconocido","(?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Porque hemos dejado la (?).","MONTESINOS"
"Desconocido","Excelente, sí, muy bien, felizmente que firmó las letras, las firmó.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No dijo nada del mismo","MONTESINOS"
"Desconocido","¿Por qué? Porque lo decidió usted (?) Doctor, le ruego que me discul pe, ¿no?, pero sabe que es un asunto (?) requiere seguridad.","DESCONOCIDO"
"Desconocido","Bueno, si es así, perfecto, no hay nada hacer","DESCONOCIDO"
"El señor Vladimiro Montesinos","Nos quedamos con todos los papeles.","MONTESINOS"
"Desconocido","Sí, sí, hay que revisarlo (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Con eso está hecho ya, y la huella digital. (?).","MONTESINOS"
"Desconocido","Sí, sí.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y la letra aceptada","MONTESINOS"
"Desconocido","Sin fecha por supuesto, ¿no? Algún problema, le pone fecha (?). ","DESCONOCIDO"
"Desconocido","Esto para mí es secreto.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No lo sabe nadie.","MONTESINOS"
"Desconocido","Más bien, vas a desconfiar de nosotros.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Por eso te he llamado a ti, porque no hay otro a quien llamar.","MONTESINOS"
"Desconocido","Tú me conoces desde hace mucho tiempo atrás, así que (?). El lunes sale (?}.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, el lunes sale, ya le he dicho ya que el lunes sale. Ahora, tú tienes ya los planes del consejo, ¿de qué quieres ir? ¿de presidente del Consejo?","MONTESINOS"
"Desconocido","Se fue al retiro ya.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Y el otro cojudo no sabe.","MONTESINOS"
"Desconocido","Un chico grande, ni caso le hacen.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Un zonzo es.","MONTESINOS"
"Desconocido","Ni caso le hacen.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Tienes razón.","MONTESINOS"
"Desconocido","Pero va a convocar de nuevo (?) Le falta autoridad, está perdido.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Mira, hermano, está bien. Ahora ¿quién iría en tu reemplazo a Defensa?","MONTESINOS"
"Desconocido","Puede ser Araujo, pues.","DESCONOCIDO"
"Desconocido","Araujo.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Araujo está de vocal. Hazme la composición del Consejo.","MONTESINOS"
"Desconocido","Perfecto. Tú eres Presidente.","DESCONOCIDO"
"Desconocido","Tú también, tú me conoces de muchos años.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, pues, claro, yo sé, por eso te digo.","MONTESINOS"
"Desconocido","Ni hablar, permanentemente hasta el último día estamos (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Además, nos vamos a quedar.","MONTESINOS"
"Desconocido","Sí, claro que sí.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Todo eso está orientado.","MONTESINOS"
"Desconocido","Sí, claro yo lo sé.","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿Has visto cómo estoy trabajando?","MONTESINOS"
"Desconocido","Sí, muy bien, Vladimiro, y ésa es obra tuya, de eso yo no tengo la me nor duda.","DESCONOCIDO"
"El señor Vladimiro Montesinos","(?).","MONTESINOS"
"Desconocido","Pelao, Pelao, ven al toque Pelao. Llévate todo esto, Pelao. Llévate esto, Levare esto, llévate esto.","DESCONOCIDO"
