"speaker","speech","speaker_std"
"El señor Humberto Rozas","¿No? Secretaria de Defensa, habló algo, pues, ¿no?, de la necesidad de la integración de…","ROZAS"
"Desconocido","De radar.","DESCONOCIDO"
"El señor Humberto Rozas","De radar con la cuestión del avión.","ROZAS"
"Representante de Estados Unidos","La plataforma.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","La plataforma aérea, la estación de tierra.","ROZAS"
"Desconocido","Ah, ¿sí?","DESCONOCIDO"
"El señor Humberto Rozas","Sí, eso.","ROZAS"
"Desconocido","Porque tenemos sus radares en el norte, no funcionan muy bien.","DESCONOCIDO"
"Representante de Estados Unidos","No funcionan.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","No van bien.","DESCONOCIDO"
"Desconocido","No me dan resultado, no funcionan.","DESCONOCIDO"
"Representante de Estados Unidos","No funcionan. La otra cosa que es interesante, pero, usted dijo algo ahora, anteriormente, con (?) el presidente está acá.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Sí, sí.","ROZAS"
"Representante de Estados Unidos","Pero hay discursos de intercambio de inteligencia porque ellos tienen esta red de las zonas.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Bueno, ellos han hecho una inversión bastante fa bulosa, pues, en todo el (?) han hecho un control, digamos, en toda la frontera amazónica.","ROZAS"
"Representante de Estados Unidos","Entonces, ellos tienen una información y si ustedes pueden capturarlos, ellos tienen el derecho a compartir eso evidentemente con ustedes, eso es una acción, muy bien.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Claro, eso lo está viendo la Fuerza Aérea, no sé cómo va el avance.","ROZAS"
"Representante de Estados Unidos","Primero debe hacer el intento el Ejército.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","¿Y allí?","ROZAS"
"Representante de Estados Unidos","Para eso está, la Fuerza Aérea no (?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Sí, pero ¿sabes qué?, en Brasil ese control lo tiene la Fuerza Aérea, creo.","ROZAS"
"Representante de Estados Unidos","Sí, a través de su tráfico.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Sí.","ROZAS"
"Representante de Estados Unidos","Pero hay.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","O sea, todo el sistema ese que han instalado son más 16 como radares, creo.","ROZAS"
"Representante de Estados Unidos","Pero (?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Son estaciones prácticamente, no es simplemente poner la torre.","ROZAS"
"Desconocido","Sí, pero ellos tienen que (?).","DESCONOCIDO"
"Representante de Estados Unidos","Y es mover.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","No, y deben tener ahí todo el enlace pues, ¿no? A través de…","ROZAS"
"Desconocido","Pero no tienen los recursos para hacer el trabajo después de conseguir la información. No sé qué van a hacer si ven que hay aviones pasando por la frontera, ¿y después qué hacen?","DESCONOCIDO"
"Representante de Estados Unidos","Pero en ese momento no se ve, ellos pueden compartir y mandar información táctica (?).","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Eso es.","DESCONOCIDO"
"Representante de Estados Unidos","(?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Así es.","ROZAS"
"Representante de Estados Unidos","Entonces, eso no existe en este momento.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","No, pero todavía no tiene el sistema.","DESCONOCIDO"
"Representante de Estados Unidos","No, ellos empezaron en la primera parte de este año y segura mente que hay tres o cuatro (?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","No, no sé cómo va el avance digamos ya de la operatividad.","ROZAS"
"Desconocido","Ah, pero hay ésos.","DESCONOCIDO"
"Representante de Estados Unidos","Sí, claro, hay, hay, hay, pero no es integrado totalmente en este momento.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Pero en el espacio no más.","DESCONOCIDO"
"Desconocido","Pero seguramente que ya van a tener todo.","DESCONOCIDO"
"El señor Humberto Rozas","Claro, porque si tienen ellos toda una infraestructu ra, toda una cadena, ya después viene la información.","ROZAS"
"BACKGROUND","[Se levanta el señor Humberto Rozas y se activa el ojo de la cámara.]","BACKGROUND"
"BACKGROUND","[Conversación ininteligible en idioma extranjero.]","BACKGROUND"
"BACKGROUND","[Ingresa nuevamente el señor Humberto Rozas.]","BACKGROUND"
"El señor Humberto Rozas","¿Ustedes no fuman?","ROZAS"
"Desconocido","No, no.","DESCONOCIDO"
"El señor Humberto Rozas","Entonces, fumaré.","ROZAS"
"Representante de Estados Unidos","Está bien.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Para los nervios. Esto es interesante, ;no? Como ha dicho (?) ellos pueden tener la información esto, esto, pero ya la parte táctica viene para acá.","ROZAS"
"Desconocido","Pero en dos años no hay ninguna base aérea de Brasil allá cerca a la federación para estar allá (?).","DESCONOCIDO"
"Representante de Estados Unidos","No, realmente ellos siempre llenan una propuesta para introducir su ley (?) pero no, no, últimamente no, entonces…","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Pero hay una ley ahora y el presidente no quiere aplicar la ley.","DESCONOCIDO"
"Representante de Estados Unidos","Si…","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Porque hay un problema en (?).","DESCONOCIDO"
"Representante de Estados Unidos","Es igual.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Sí.","DESCONOCIDO"
"Representante de Estados Unidos","Entonces, no funciona, pero está bien, porque ellos tienen la capacidad de recoger información y ésa es, ésa es la cosa más importante de todo.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Claro, pero también tenemos que ver, ¿no?, que la línea de frontera, bueno, ha hecho, el avión puede hacer esto, sale, entra, sale, entra. No sé, ésa es una posición.","ROZAS"
"Representante de Estados Unidos","Exacto.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","El presidente por eso está aquí hoy.","DESCONOCIDO"
"El señor Humberto Rozas","Sí, ha venido.","ROZAS"
"Desconocido","¿Vino anoche?","DESCONOCIDO"
"El señor Humberto Rozas","Anoche ha llegado.","ROZAS"
"Desconocido","Anoche, ah.","DESCONOCIDO"
"El señor Humberto Rozas","Para el operativo.","ROZAS"
"Representante de Estados Unidos","Ya no es tan, tan (?).","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Ese día ha quedado en almorzar con nosotros para hablar de esto.","DESCONOCIDO"
"BACKGROUND","[Risas.]","BACKGROUND"
"Representante de Estados Unidos","Vamos a resolver todo (?)","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Sí.","DESCONOCIDO"
"Representante de Estados Unidos","No, pero sí, eso es muy importante, si es bilateral que nuestro hermano es mejor, porque tú no tienes datos, ¿verdad?","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Los estaba pidiendo. Pero si es algo (?) está bien, está bien.","DESCONOCIDO"
"El señor Humberto Rozas","Es un avance digamos, ¿no?","ROZAS"
"Representante de Estados Unidos","Lo que necesitamos es importamos informaciones, eso es parte del problema.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Sí, porque con la plataforma se cierra, no hacemos nada, no está esa información, a dónde van a salir y con el caso este también.","ROZAS"
"Representante de Estados Unidos","(?) ellos no van a estar hablando como antes, (?) tú tienes mu cho éxito ahora.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","(?).","DESCONOCIDO"
"Representante de Estados Unidos","(?) en este momento, pero si ellos sólo están hablando (?).","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Ahora, yo preferiría que le dieras un informe de las demandas y en ella digo que por ejemplo, ""en la pista en un lugar cercano de esta área (?). Perú que en las últimas seis semanas tuvo doce vuelos, dos cada semana"" (?).","DESCONOCIDO"
"El señor Humberto Rozas","Esta zona es Leticia, Cabatinga, Caballococha, digamos, ¡pucha!, Diego.","ROZAS"
"Representante de Estados Unidos","Y está difícil, hay que concertar.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Tú sabes, ha hecho, pues, que éstos apliquen todas las medidas también estos fulanos, ¿no? Tú sabes que de ellos depende el resultado, todo.","ROZAS"
"Representante de Estados Unidos","Todo, todo.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","En un comienzo la decepción también, ¿no? Por hambre, pues, ellos bajaron de altura también.","ROZAS"
"Representante de Estados Unidos","Claro, solamente, es como esto, necesitamos mantener cohesión. Nada más.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","Así es.","ROZAS"
"Representante de Estados Unidos","Presión y después de dieciocho meses, un poquito más en que no tuvimos ninguna acción. Entonces, la capacidad, ellos tienen menos temor, eso es un problema; entonces, no es necesario hoy establecerlas.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Humberto Rozas","No, establecerlas.","ROZAS"
"Representante de Estados Unidos","Necesitamos hacer eso. Entonces necesitamos solamente un éxito o dos, solamente por mes.","REPRESENTANTE ESTADOS UNIDOS"
"BACKGROUND","[Risas.]","BACKGROUND"
"Representante de Estados Unidos","Sí, tenemos eso. Está bien, eso está bien, eso está bien con respeto de las estrategias que se (?) nada más. Lo otro es parte de la estrategia, (?) ellos están volando, tienen planes de vuelos le gales, es otro (?). De este a oeste. Eso está (?) obviamente que no tienen (?).","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","¿Son planes legales?","DESCONOCIDO"
"Representante de Estados Unidos","Sí. Específicamente en el norte, en Tumbes y Trujillo.","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Hay varias veces que tapan bastante.","DESCONOCIDO"
"Desconocido","(?) hay ninguna persona.","DESCONOCIDO"
"Desconocido","¿Son pocas?","DESCONOCIDO"
"Desconocido","Es un desastre, es un desastre.","DESCONOCIDO"
"El señor Humberto Rozas","Bueno, ése es un problema también, a veces, ¿no? Del mismo Miami, digamos, el arribo a veces los vuelos son legales. Hablan de vuelo, sale la avioneta de tal sitio del Caribe, ingresan, salen, ingresan, salen. Ya ellos en un momento dicen: ""Ya por ahí está flojo el asunto"", y, ¡suuss!, legalmente llegó, le galmente llegó.","ROZAS"
"BACKGROUND","[Ingresa el señor Vladimiro Montesinos Torres.]","BACKGROUND"
"El señor Vladimiro Montesinos","Hola. Hola, ¿cómo estás? ¿Cómo vamos?","MONTESINOS"
"Representante de Estados Unidos","Ah, yo tengo.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Trajo el documento o no.","MONTESINOS"
"Representante de Estados Unidos","El documento, sí fase dos.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Fase dos. ¿A ver cómo es fase dos, dígame?","MONTESINOS"
"Representante de Estados Unidos","Mira, todo está bien, pero (?) equidad.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Pero eso no lo podemos cambiar.","MONTESINOS"
"Representante de Estados Unidos","Vamos a mantener (?) en español pruebas, ¿okay? Exacto, los derechos ciudadanos son todos los dos cambios que ustedes tienen, pero en esto la ley dice que en la ley es, existe en la ley y no según nuestros abogados.","REPRESENTANTE ESTADOS UNIDOS"
"BACKGROUND","[Inicio del video N.° 1611.]","BACKGROUND"
"BACKGROUND","[Se observa la mesa servida.]","BACKGROUND"
"El señor Vladimiro Montesinos","Pero... pero... pero colisiona con esa ley, pues.","MONTESINOS"
"Representante de Estados Unidos","En éste era distinto, entonces era un nuevo escenario. Pero en tendemos todo, nadie podrá hacer algo con convicción contra una entidad.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Pero... pero... pero estamos firmando un documento donde dice entidad y eso va contra la leyes peruanas, porque las entidades no tienen responsabilidades en la ley peruana.","MONTESINOS"
"Representante de Estados Unidos","Bueno, realmente es igual. La única cosa que ustedes deben hacer es dirigirlas con tres aspirantes.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Sin la responsabilidad de empresa es una ficción.","MONTESINOS"
"Representante de Estados Unidos","Sí, ustedes pueden...","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Yo te digo, es una persona jurídica. La persona ju rídica no tiene responsabilidad, la responsabilidad la tienen las personas naturales.","MONTESINOS"
"Desconocido","Sí.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Eso va contra las leyes de acá, ¿por qué es cómo diríamos...?","MONTESINOS"
"Desconocido","Porque es como diríamos nosotros la ley americana también.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro. Yo no entiendo porque están poniendo entidad . Las entidades son instituciones y las instituciones son irresponsables; la responsabilidad la tienen los hombres que las dirigen, que las integran. Entonces, por eso en materia penal, porque estamos hablando acá de materia penal, de responsabilidades, de pruebas, de delitos. Las responsabilidades, si tú agarras a una empresa no detienes a la empresa, porque la empresa son muebles, son escritorios, agarras a las personas.","MONTESINOS"
"Representante de Estados Unidos","Y ¿cómo entienden eso en el Perú? Para hablar en coordinación.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Pero habría que explicarle ahí a la gente.","MONTESINOS"
"Representante de Estados Unidos","El problema es que no se tiene…","REPRESENTANTE ESTADOS UNIDOS"
"Desconocido","Si tú pudieras estudiar eso.","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, es que te digo porque nosotros tenemos va lor para la ley peruana.","MONTESINOS"
"Representante de Estados Unidos","¿Cuál?","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Entonces, tenemos que compatibilizar las leyes de ustedes con las leyes de nosotros, porque mira.","MONTESINOS"
"Representante de Estados Unidos","Tenían otra acción con algo.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Porque si nosotros ponemos aquí y esto sale para afuera, entonces, ¿qué va a hacer la oposición? Va a decir, ""¡Cómo ustedes están comprometiendo a las entidades!"" Por ejemplo, puede ser el Congreso de la República, es una entidad y el Congreso es una entidad, ¿es así o no?","MONTESINOS"
"BACKGROUND","[Se observa al mozo.]","BACKGROUND"
"El señor Vladimiro Montesinos","¿Qué pasa si un congresista está incurrido en to do tipo de drogas? Pues sale diciendo que estamos diciendo está violando la conspi ración para violar leyes irónicamente. Estamos hablando de violación o conspiración o violar la ley o el reglamento del gobierno del Perú o del gobierno de Estados Unidos, un congresista, y por eso le vas a quitar tú siendo el Congreso Peruano. ¿Qué tiene que hacer el Congreso con la persona? No tiene que hacer nada. Ése es el problema, entonces, si esto sale, estamos hablando de violación, de conspiración de la ley, de la ley peruana. En la ley peruana no hay entidad, pues en la ley perua na hay individuos, la responsabilidad penal es personal.","MONTESINOS"
"BACKGROUND","[Inicio del video N.° 1610.]","BACKGROUND"
"BACKGROUND","[Se encuentra de pie el señor Vladimiro Montesinos y dos señores más.]","BACKGROUND"
"Representante de Estados Unidos","Sí. Claro, es igual para nosotros. No vamos a hacer acción con tra una entidad en mi país.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Sí, pero en el tratado, acá hay una coherencia de clases, o sea, tú no puedes tener pruebas de la entidad. La entidad es la persona, serán, digamos, contra personas de una entidad, que es diferente.","MONTESINOS"
"Representante de Estados Unidos","Bueno, si tú puedes estudiar eso, si hay, si tú tienes algo, pala bras que pueden modificar eso.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","El otro (?) muy tapado, no hay problema, ya.","MONTESINOS"
"Desconocido","Entonces, ya está bien.","DESCONOCIDO"
"BACKGROUND","[Montesinos lee rápido un documento.]","BACKGROUND"
"El señor Vladimiro Montesinos","Apropiada, bueno, las investigaciones todas son apropiadas. (?) mejor sanción.","MONTESINOS"
"Representante de Estados Unidos","Claro, más fuerte.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Eso no es problema, el único problema.","MONTESINOS"
"Representante de Estados Unidos","Sí, claro.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Es esta palabrita. Entonces vamos almorzando, pues.","MONTESINOS"
"BACKGROUND","[El señor Montesinos los invita a pasar a otra sala.]","BACKGROUND"
"BACKGROUND","[Risas.]","BACKGROUND"
"Ei señor","Ya nos vamos a agotar acá, doctor.","DESCONOCIDO"
"El señor Vladimiro Montesinos","En mi tierra dicen: ""Primero mis alimentos; se gundo, mi sueldo; tercero, lo que venga"".","MONTESINOS"
"Desconocido","Okay.","DESCONOCIDO"
"BACKGROUND","[Risas.]","BACKGROUND"
"El señor Vladimiro Montesinos","Asiento.","MONTESINOS"
"Representante de Estados Unidos","Voy a abrir un poco mi saco.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Ponte cómodo no más. Te hemos hecho un ce biche para que te despidas del cebiche.","MONTESINOS"
"Representante de Estados Unidos","Ah, qué bueno está.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","¿Ah?","MONTESINOS"
"BACKGROUND","[Ingresan los mozos a servir.]","BACKGROUND"
"Representante de Estados Unidos","Bueno, entonces estudia eso, por favor (?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Ya.","MONTESINOS"
"El señor Humberto Rozas","¿Hay que guardar esto?","ROZAS"
"El señor Vladimiro Montesinos","Ponlo en la mesa, hermano.","MONTESINOS"
"BACKGROUND","[El señor Humberto Rozas sale a guardar el documento.]","BACKGROUND"
"BACKGROUND","[Corte del diálogo del video N.° 1610 y salta al audio N.° 1613-B.]","BACKGROUND"
"El señor Vladimiro Montesinos","Puede ser, puede ser, con un individuo que per tenezca a una entidad.","MONTESINOS"
"BACKGROUND","[Ingresa el señor Humberto Rozas.]","BACKGROUND"
"Desconocido","Eso podría ser, que pertenezca a una entidad.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Porque mira, la ley peruana habla de personas naturales y de personas jurídicas. Personas naturales somos los seres humanos, personas jurídicas son las empresas que constituyen las personas naturales. Las personas jurídicas son irresponsables penalmente, estamos hablando acá de res ponsabilidades penales.","MONTESINOS"
"Desconocido","Claro.","DESCONOCIDO"
"El señor Vladimiro Montesinos","O sea, la comisión del delito de tráfico de drogas en la legislación peruana o en la legislación americana. O sea, como es un de lito multinacional, si el hombre comete el delito acá se somete a las leyes peruanas, si lo comete en Estados Unidos está sujeto a las leyes americanas. Pero las empre sas, las personas, las entidades, no cometen delitos.","MONTESINOS"
"Representante de Estados Unidos","No, doctor, es igual en territorio (?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Claro, entonces, ¿por qué ponen ""entidades""?","MONTESINOS"
"Desconocido","Porque es una declaración política del (?) y ahora tiene que usar este lenguaje.","DESCONOCIDO"
"BACKGROUND","[Empiezan a almorzar.]","BACKGROUND"
"Desconocido","Este documento también es algo que si hay, un penal que van a hacer contra alguien. No hay un penal, nada más se quita el dinero que viene de los Estados Unidos a este país. No hay un crimen que se oculte y eso es porque (?) y pueden ponerlo y pueden llevarlo. Allá (?) Estados Unidos saben también que no pueden hacer un caso jurídico contra una entidad.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Pero, estamos diciendo hay responsabilidad de la entidad o la persona, entonces.","MONTESINOS"
"Desconocido","Y creo, creo que ellos están diciendo que en esa situación, este documento es más para la ley igual a las palabras que está diciendo nuestro Congreso, porque es política.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Claro, pero el tema está en que no necesaria mente las concepciones políticas del Congreso de ustedes coinciden con las con cepciones políticas de acá. Entonces, nosotros también estamos en un año electo ral y, en ese año electoral, si ese documento sale para afuera, vamos a tener una ruerte crisis acá, que cómo el gobierno está suscribiendo un compromiso violan do la ley peruana. Entonces, ése es el ángulo que se está comiendo él, y no solamente la ley peruana, si estamos violando la Constitución, porque la Constitución habla bien claro en materia de lo que son las garantías de la administración de justicia y parece que las responsabilidades penales son de carácter individual, no son de carácter colectivo, entonces estamos yendo contra la Constitución del Estado, eso es lo que yo estoy tratando, lo que trato de cuidar, ¿no? Entonces, muy bien, lo hacemos, no nos pasa nada, firmamos el documento. Se firma el documento, entonces, tenemos un ángulo de batalla, ¿cómo el gobierno ha firmado contra la Constitución, ley? Entonces se maneja un problema de conflicto, la oposición nos hace conflicto y van a la... entonces, eso es lo que tratamos de evitar. Mira, le hemos dado una salida, nuestra relación será la misma, desde el punto de la semántica.","MONTESINOS"
"Desconocido","¿Y con eso?","DESCONOCIDO"
"Desconocido","Claro, (?) pero si usted puede encontrar una palabra o dos palabras en que podemos aceptar el siguiente…","DESCONOCIDO"
"El señor Vladimiro Montesinos","Yo pienso, ¿yo qué pondría? A un individuo perteneciente a una entidad.","MONTESINOS"
"Desconocido","Claro.","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿No? Yo hago suponer que yo pertenezco a DINANDRO, un individuo que pertenece a una entidad de todos nosotros, en tonces ese individuo de esa entidad tiene esas sanciones. Entonces, así lo podría mos tratar, así. Un individuo perteneciente a una entidad que estuviera incurso en violación de las leyes peruanas y de las leyes americanas, en conspiración contra el tráfico, ese indi viduo o individuos, podemos poner así inclusive, ¿no? Y en realidad tampoco la no menclatura…","MONTESINOS"
"Desconocido","Vamos a tratar eso también.","DESCONOCIDO"
"El señor Vladimiro Montesinos","La nomenclatura no es individuos, porque son personas.","MONTESINOS"
"Representante de Estados Unidos","Claro.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Los individuos son adjetivos calificativos.","MONTESINOS"
"Desconocido","Doctor.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Entonces también es el lenguaje. Tenemos que hacer redacciones no contrarias al lenguaje.","MONTESINOS"
"Representante de Estados Unidos","No, mire, es como (?) equivalencia en español, vamos a hacer pruebas, podríamos hacer equivalencias (?). Pero está bien, (?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Yo te (?) individuo perteneciente a una entidad, entonces, la palabra entidad existe y entonces el individuo existe; entonces la res ponsabilidad va al individuo que pertenece a una entidad. Que se descubra que un individuo que pertenece a una entidad que cuide esas cosas, la responsabilidad ven drá en la sanción, en la cuestión de fondos, etc., ¿no?","MONTESINOS"
"Representante de Estados Unidos","Avances de la visita del presidente Cardoso, y ahí tú vas a tener la oportunidad de hablar con él (?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Voy a hablar del tema del narcotráfico.","MONTESINOS"
"Desconocido","Y el puente aéreo también.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Las dos cosas difíciles. No ha hablado de inte reses, vamos a tener puente aéreo, intercambio de informaciones y relaciones de cooperación entre las Fuerzas Armadas en materia de narcotráfico.","MONTESINOS"
"Desconocido","Está muy bien.","DESCONOCIDO"
"El señor Vladimiro Montesinos","Vamos a firmar un convenio.","MONTESINOS"
"Representante de Estados Unidos","Incluyendo información táctica.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Sí, claro.","MONTESINOS"
"Representante de Estados Unidos","A mí me parece que eso es algo muy importante.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Porque la visita de... tú sabes que Cardoso no ha ido a Ecuador, no ha querido ir a Ecuador.","MONTESINOS"
"Desconocido","Ah, no. ¿Por qué no?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Porque hay una situación de inestabilidad polí tica muy grave. Ese presidente Mahuad no dura 60 días más.","MONTESINOS"
"Desconocido","¿Así?","DESCONOCIDO"
"El señor Vladimiro Montesinos","No, ya no. Definitivamente ya, ya el esquema es bien claro en el Ecuador. El presidente ¿qué hizo? Necesita balancear la econo mía de acuerdo al programa que le impone el Fondo Monetario. El programa del Fondo Monetario te dice a ti, Usted me tiene que congelar el precio de la gasolina, me tiene usted que congelar el tema del ahorro, tiene usted que poner un tipo de cambio, tiene usted que tener cierta... el uso del presupuesto neto en esta línea para que nosotros le podamos refinanciar la deuda"". Entonces él agarra y dentro de ese concepto del fondo empieza a adecuar la economía, pero como el Congreso le es adverso, no tiene facultades, ¿qué pasa? El Congreso no le da las facultades, le da la medida de emergencia y el pueblo se levanta, el pueblo le hace disturbios y él retrocede en el tema de la gasolina y retrocede en el bloqueo de los depósitos en moneda extranjera. ¿Qué está haciendo con eso? Lo único que está haciendo es que a un enfermo que está con cáncer le está dando una mejoral; porque de aquí, la gente ahora suspendió el tema de la huelga pero la suspendió en Iquitos, pero en Guayaquil sigue la cosa terrible. Pero dentro de dos meses va a venir una inflación en tal nivel que la gente sale y hoy día, un pan que me costaba un dólar, mañana me costará cinco dólares, al día siguiente seis y al día siete, entonces la gente se va a meter balazo uno a otro. Entonces, ¿qué va a pasar? Que a Mahuad le va a suceder lo mismo que a Bucaram, dentro de 30, yo dijo más o menos 60 días, el presidente del Congreso o alguien del Congreso va a asumir la presidencia. Pero allá la cosa es más difícil, porque cuando asumió Alarcón en reemplazo de Bucaram había mayoría en el Congreso, pero hoy día en el Congreso nadie tiene mayoría, o sea eso va a ser una pelea de grillos en ese Congreso, se van a agarrar a golpes. Entonces, ¿qué va a pasar? Van a entrar los militares, eso no me cabe la menor duda, que vamos a tener un gobierno militar.","MONTESINOS"
"Desconocido","(?) sentido de responsabilidad.","DESCONOCIDO"
"Representante de Estados Unidos","Por eso digo, Paco Moncayo.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Paco Moncayo, de repente es presidente Paco Moncayo.","MONTESINOS"
"Representante de Estados Unidos","Ojalá que se quede.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Felizmente que él va a estar fuera.","MONTESINOS"
"Representante de Estados Unidos","Voy al baño.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Nos dejas acá a los amigos con el problema y así, también, (?) va a estar fuera.","MONTESINOS"
"Representante de Estados Unidos","Sí, va a estar en Washington.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Ya, olvidándose de Ecuador, de Paco Monca yo…","MONTESINOS"
"BACKGROUND","[Risas.]","BACKGROUND"
"Representante de Estados Unidos","(?).","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","En pocas palabras, ya no quiere saber nada de Bucaram, ni nada.","MONTESINOS"
"Representante de Estados Unidos","Entonces, Mahuad probablemente no va a visitar Perú.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","No, no viene, ya dijo que no viene.","MONTESINOS"
"Desconocido","¿Iba a venir?","DESCONOCIDO"
"Representante de Estados Unidos","Sí, es conferencia en Argentina, no viene, no viene.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","No viene.","MONTESINOS"
"Representante de Estados Unidos","No viene.","REPRESENTANTE ESTADOS UNIDOS"
"El señor Vladimiro Montesinos","Pero de repente ya ni llega. Pero mira, el tema económico es imposible que lo puedan negar, por eso es que (?) de hacer el Acuer do de Paz antes de iniciar el programa económico. Porque si no hacíamos la paz iniciando el problema económico, entonces nunca se va a poder hacer nada. El ministro (?) el Acuerdo de Paz era imposible por estas condiciones internas.","MONTESINOS"
"Desconocido","¿Qué tienes preparado del asesinato de un general ecuatoria  no, Cueca, hace dos, tres meses?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Ya. Bueno, son problemas de las situaciones de corrupción interna y política que se van dando en Ecuador para generar un clima de desestabilización al gobierno.","MONTESINOS"
"Desconocido","Porque el gobierno tiene que (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, claro, El gobierno puede decir muchas co sas, pero la realidad no, no es.","MONTESINOS"
"BACKGROUND","[Ruido de carros.]","BACKGROUND"
"Representante de Estados Unidos","(?) es importante.","REPRESENTANTE ESTADOS UNIDOS"
