speaker	speech
El señor MONTES DE OCA.—	 En dónde empezó el (ininteligible) aplicando(ininteligible) yo soy el único que ha dado la cara.
El señor MONTESINOS TORRES.—	 Claro, pero hay una cuestión, que es una cuestión en que a Serpa lo poníamos solamente por haber dado el amparo de Martha Chávez (ininteligible).
El señor MONTES DE OCA.—	 No le he cantado ninguna opinión, es una cuestión completamente jurisdiccional, no pasaría nada. Ahí (ininteligible) te aseguro 100% que no pasa nada. Olvídate, ésa es cuestión judicial, otra cuestión es (ininteligible).
El señor MONTESINOS TORRES.—	 Eso me gustaría un poco conversar.
El señor MONTES DE OCA.—	 Eso todavía es para largo.
El señor MONTESINOS TORRES.—	 Para largo no, no tanto para largo, faltan dos semanas todavía tiene menos (ininteligible).
El señor MONTES DE OCA.—	 Ahora qué también tiene (ininteligible) un hombre que ya cumplió (ininteligible).
El señor MONTESINOS TORRES.—	 Claro, pero tú tienes un techo largo, aquí están preparándose ustedes y tenemos mando hasta el 2005, o sea que el 2000 cumplía las tareas el Jurado Nacional de Elecciones, al 2000 cumple su rol y se lo entregamos a (ininteligible).
El señor MONTES DE OCA.—	 Ahora, la situación (ininteligible).  Tú estás hablando (ininteligible), mientras no se reforma (ininteligible).
El señor MONTESINOS TORRES.—	 Bueno, hermano, pero cuántas.
El señor MONTES DE OCA.—	 Yo creo que sí es posible.
El señor MONTESINOS TORRES.—	 Bueno, pero estoy tratando de (ininteligible) el otro punto. Ahora (ininteligible) por unos dos o tres días con ellos (ininteligible)
El señor MONTES DE OCA.—	 ¿Quién más podría?
El señor MONTESINOS TORRES.—	 No hay otro más, de los fiscales no hay otro más. (3) De los fiscales no hay otro, porque está en plena (ininteligible). O eres tú, carajo, que eres hombre que ya en La Cantuta has demostrado, porque tienes una función, o es el viejo Serpa, no queda más. En la Sala de Derecho Constitucional (ininteligible). Ya no ve todos los amparos.
El señor MONTES DE OCA.—	 Hay como cinco mil procesos (ininteligible).
El señor MONTESINOS TORRES.—	 No, ya no. No, ahora todo se va, ya solamente los amparos ya no llegan (ininteligible) se van directo (ininteligible). Además, tiene el problema de la denuncia en el Congreso, estás tú, está Martha Chávez (ininteligible) porque no te olvides que ya han adelantado opinión sobre Martha Chávez que sí procede la acusación, lo van a tachar a él.
El señor MONTES DE OCA.—	 Pero es una función distinta una a otra.
El señor MONTESINOS TORRES.—	 Claro. Entonces, le van a decir que ha adelantado un criterio.
El señor MONTES DE OCA.—	 ¿Y qué cosa va a hacer (ininteligible) el otro lado? No va a decir: “Bueno, éste sabe y quién será (ininteligible)”. Es bien difícil, al contrario, es para mí que soy el que (ininteligible) porque al Presidente de la Suprema no lo van a cuestionar.
El señor MONTESINOS TORRES.—	 Bueno, en fin, ésa es otra pregunta que podemos discutirla la próxima semana. Mañana tenemos que sacar a Dellepiane (ininteligible). Ese cojudo carajo es una mierda, es un traidor, un hijo de puta. Tú sabes que lo ha hecho nombrar Presidente del Jurado de la Corte de Lima a Sergio Salas Villalobos, carajo, ese concha de su madre.
El señor MONTES DE OCA.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Claro (ininteligible) contra Guido Guevara y, carajo, nos está jodiendo con (ininteligible) en la Sala Penal, lo tengo que sacar a Guido Guevara del problema ¿te acuerdas? (ininteligible) Aljovín. Lo ha hecho nombrar con Marcos Ibazeta (ininteligible) Jurado Departamental de Lima. Y encima de eso (ininteligible) y todas esas huevadas (ininteligible). Hay una sumatoria de deslealtades que no amerita que estén un minuto más. Mañana vamos a (ininteligible) Víctor Raúl y Serpa (ininteligible). Sale el martes en El Peruano, yo mañana en la noche los llamo de emergencia acá y les comunico oficialmente que han sido nombrados (ininteligible). Lamentablemente a grandes males, grandes remedios (ininteligible) tú también cómo mierda pones en la Academia de la Magistratura a Eguiguren, que es un cojudo que carajo nos está petardeando ¿ah? e inclusive, agarra Eguiguren y está declarando diciendo que ya debe terminar el proceso de la reforma judicial. Y hasta se ha atrevido a presentar un proyecto cancelando la reforma; o sea (ininteligible) la Comisión Ejecutiva. Y la ley que quedó para modificar las atribuciones del Consejo de la Magistratura y ¿quién se ha reunido con Delia Revoredo para armar todo ese chongo? Dellepiane, hermano, ¿por qué? porque (ininteligible). Y ahora carajo se va donde Medelius, se va con los nuevos del Consejo de la Magistratura (ininteligible) para presentar un nuevo proyecto para modificar y para sacar (ininteligible) Comisión Ejecutiva del Poder Judicial (ininteligible).
El señor MONTES DE OCA.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Era pues, hermano
El señor MONTES DE OCA.—	 (Ininteligible)
El señor MONTESINOS TORRES.—	 Bueno, pues, era, pues, hermano. Caras vemos, corazones no, y el cojudo quedó en el camino, se ha retirado, hermano. Ahora ya no se puede hacer nada (ininteligible), ya lo manipuló ese Marcos Ibazeta (ininteligible) pero ya salió formalmente todo aprobado (ininteligible) y no puede continuar un minuto más.
El señor MONTES DE OCA.—	 ¿Quién va a ir ahí?
El señor MONTESINOS TORRES.—	 Ya tenemos al hombre, es una persona (ininteligible) un hombre que ya inclusive tengo yo un documento escrito firmado con renuncia previa a la Comisión Ejecutiva por escrito y con un compromiso de honor. Y aquí vamos a tener una circunstancia que es más ventajosa, tú sabes que a Dellepiane no le gusta mi carácter, él hace y deshace, carajo como mierda le da la gana y todo el mundo piensa como que él maneja el Poder Judicial (ininteligible) es una autonomía del Poder Judicial (ininteligible). La presencia de él ahorita (4) (ininteligible). Segundo, porque está jugando para destruir todo lo que hemos formado. Él está buscando ahorita con Eguiguren que carajo termine toda la provisionalidad cuando nosotros (ininteligible). Mira ve, ¿qué va a pasar con (ininteligible) si tú no tienes los amigos (ininteligible)? Tercero...
El señor MONTES DE OCA.—	 Yo te dije desde un comienzo, pero a mí no me hicieron caso.
El señor MONTESINOS TORRES.—	 Bueno, pues, hermano.
El señor MONTES DE OCA.—	 Lamentablemente, se dejaron entre ellos (ininteligible) con todos los del Jurado.
El señor MONTESINOS TORRES.—	 Bueno, pero por eso te digo ya a lo hecho hecho está. Ahora estamos pensando (Ininteligible)... salas provisionales, (ininteligible)... las prerrogativas... (ininteligible).
El señor MONTES DE OCA.—	 Claro.
El señor MONTESINOS TORRES.—	 Entonces, en ese contexto nosotros tenemos que ser carajo (ininteligible) y tomar una decisión. No podemos dejar pasar un minuto más esta huevada. Han sido (ininteligible) en el anterior. Ya pues, carajo, el último cubierto que nos han tirado (ininteligible) todo el escándalo que ha armado la Delia Revoredo (ininteligible). Yo manejo inteligencia y la información (ininteligible) totalmente al tanto de todo. Te estoy contando una cosa que ya he veido (ininteligible) Yo no tengo por qué decirle a Dellepiane. Hermano, no solamente (ininteligible9 en el tema de Yanacocha, un tema famoso donde están carajo los ingleses, perdón, los franceses y los americanos. ¿Tú sabes que a favor de los franceses quién estaba? Delia Revoredo (ininteligible) Y la votación salió 3 a 2. Entonces, había que llamar a un dirimente. Llamaron a Elcira Vásquez y (ininteligible) mientras Lino Roncalla (ininteligible) llamó a Delia Revoredo para tirárselo a Lino Roncalla contra (ininteligible) para (ininteligible) ¿a quién? Ya tenían a Dellepiane con Almenara y Delia Revoredo tenían amarrado todo para (ininteligible) A Almenara le correspondía, después de Lino Roncalla le correspondía a ser él el ponente. Entonces, con todas estas luchas que pone la Delia Revoredo, so pretexto de lo de Tineo y so pretexto de defender la democracia, la legalidad, la formalidad (ininteligible) ante el Consejo de la Magistratura y ante el Congreso (ininteligible) ¿por qué? Porque Lino Roncalla es el hombre (ininteligible). Y al salir Lino Roncalla ¿quién entra? Entra Almenara. Y Almenara ya está conversado, pues, con Delia (ininteligible). ¿Quién le ha manejado toda esa huevada? (ininteligible). Entonces, hermano, cómo mantener un poquito así un caballo de troya, (ininteligible)...
El señor MONTES DE OCA.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Bueno, hermano, es que ya hay un momento en que ya no caben ya las palabras. (Ininteligible). Por otro lado mueren con el cojudo del presidente de la Corte, con Ibazeta, y hace sacar una resolución contraria donde sale carajo Vidaurre contra Vidaurre, carajo una Sala Civil enfrentada a una Sala de Derecho Constitucional donde todo es condiciones contradictorias y picantes. Uno dice: “No continúe la corrupción”. Otro dice: “Sí continúe”. Entonces, carajo, se enfrenta el Poder Judicial contra el Poder Judicial (ininteligible) Andrade, con Bruno, con Portillo (ininteligible). Todas estas cosas que te cuento que las estoy tratando de resumir en diez minutos las he venido conversando con Víctor Raúl y Serpa (ininteligible) están de acuerdo (ininteligible). Ellos me dijeron que conversara contigo para tener una reunión y mañana proceder a (ininteligible) porque el sábamos queríamos tener la reunión. Voy a llamar ahorita a Víctor Raúl y Serpa para que vengan ahorita y de una vez conversemos y mañana se hagan las resoluciones, firman ustedes tres, mandamos a El Peruano mañana y en la noche (ininteligible).
El señor MONTES DE OCA.—	 Bueno, la razón es la siguiente.
El señor MONTESINOS TORRES.—	 (Ininteligible). No hay que fundamentar porque es potestad de ustedes y de la Comisión Ejecutiva el nombramiento (ininteligible). Así como lo nombraron, igualito lo nombramos por necesidad del servicio, nada más. (5)
El señor MONTES DE OCA.—	 Ahora bien, hasta (ininteligible).
El señor MONTESINOS TORRES.—	 Por supuesto, (ininteligible), ya tengo toda la gente lista, ya tengo el hombre que va a manejar la parte (ininteligible).
El señor MONTES DE OCA.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 No, no, no, hermano, (ininteligible). Es abogado (ininteligible), no está vinculado a ningún grupo político, nada por el estilo, mejor dicho (ininteligible).
El señor MONTES DE OCA.—	 (Ininteligible). Estamos hablando entre nosotros.
El señor MONTESINOS TORRES.—	 Está bien, hermano, estamos nosotros para darle la mano, hermano, pero qué cosa (ininteligible) ¿tener un cojudo? En primer lugar, la pauta de la reforma ¿quién la marca, la marca quién? La marca la Comisión Ejecutiva, hermano. Tenemos los planes y los programas que ya están en la institución, hermano; entonces, no podemos poner a un fulano, carajo, a un cojudo que después se  convierta en un cuervo (ininteligible) y no un huevón a la inversa que quiere imponer lo que le da la gana como Dellepiane, hermano, que quiere hacer lo que le da la gana. Incluso ahora ya está haciendo una serie de acciones, compadre, ya para (ininteligible); o sea, presenta un proyecto de ley, compadre. En primer lugar, fíjate, él nombra a Eguiguren, carajo y no nombra carajo a los cojudos de la Academia de la Magistratura, y los de la Academia están tirando contra la Corte de la Comisión Ejecutiva, hermano.
El señor MONTES DE OCA.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Acuérdate de la carta carajo malcriada que hizo Ibazeta contra la Comisión Ejecutiva, ¿te acuerdas o no te acuerdas? ¿Y quién la redactó esa carta? La redactó Moscoso con Dellepiane, compadre, y la firmó Ibazeta, hermano. Carajo, yo estoy, pero si yo estoy al tanto ¿y tú? Lo que pasa que como tú has estado desvinculado conmigo por tu enfermedad, entonces no ha habido oportunidad de poder hablar contigo, hermano. Pero yo he ido informándole paso a paso de todo lo que he pasado, he ido informando a Víctor Raúl y Serpa. Ya íbamos a tomar una decisión (ininteligible), así como los nombraron, los sacaron. Me acuerdo yo cuando al fin, en la salita del frente, cuando estaba, carajo, Lino Roncalla, estaba Iberico, estaba Víctor Raúl Castillo, que era la Comisión Ejecutiva, y estaba Pantoja de Presidente, carajo, y vino Dellepiane (ininteligible) no lo conocían tampoco, nadie lo conocía y a ojo cerrado lo nombraron. No te puedo dejar de reconocer que al principio el tipo ha sido eficiente, (ininteligible) con voluntad. Pero ha medida que ha ido pasando el tiempo, el cojudo, hermano, se ha ido saliendo de la línea correcta, se ha ido pasando a las filas del enemigo y ya no está jugando (ininteligible); entonces, (ininteligible).
El señor MONTES DE OCA.—	 Es que no hemos podido controlarlo  (ininteligible).
El señor MONTESINOS TORRES.—	 No es que no lo hayamos podido controlar, sino que ha estado actuando en una actitud, al margen de nosotros en una actitud contra las propias comisiones ejecutivas, por ejemplo, ¿como mierda él va y viene al Congreso (ininteligible) para acabar con (ininteligible) hermano? Carajo, si la reforma termina el 31 de diciembre (ininteligible) significa que en diciembre tú te quedas con (ininteligible) abogada, y qué cosa (6) (ininteligible) Acuérdate que (ininteligible). No podemos continuar así. Que el esquema de haber quedado la Sala Provisional (ininteligible). El esquema de mantener la reforma hasta el 2005 (ininteligible) los menos. (Ininteligible). A ver dime, con qué vas a (ininteligible) carajo, que es más falso que (ininteligible) ¿Sí o no? ¿Y quiénes son los amigos de Dellepiane, hermano? (Ininteligible), carajo. Además tú sabes que quería ponerlo a (ininteligible) los quería poner en el Órgano de Control Dellepiane, lo quiso poner encima de Nelson Reyes. Víctor Raúl, carajo, calladito no más no le (ininteligible) nada y (ininteligible) carajo, estaba como loco y acuérdate como estaba coludido con la (ininteligible), carajo, para (ininteligible). Acuérdate cómo se coludió con la (ininteligible) y con la (ininteligible) contra el Estado. Acuérdate cuando casi se han agarrado, carajo, (ininteligible).
El señor MONTES DE OCA.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Carajo, (ininteligible) Y ahora, lo hace elegir, hermano, Presidente del Jurado Departamental de Elecciones. No, hermano, ya no, este cojudo no puede estar un minuto más. Ese, cojudo, ya se ha convertido en... ya no es perturbante, sino se ha convertido en un caballo de Troya que nosotros hemos hecho. Estamos jodidos.
El señor MONTES DE OCA.—	 Ahora sí creo que es momento que se haga una reforma inmediata sacando a todos los equipos que tiene.
El señor MONTESINOS TORRES.—	 Los equipos no. Sale él, sacamos otro. Y saldrán 2 ó 3 elementos que son (ininteligible). Ahora, los de la Academia han renunciado. Entonces, ahora ¿qué hace este cojudo? Los mantiene a toditos ahí, hermano. Y Eguiguren con toda concha viene a declarar: “Yo estoy esperando hasta el 30 que salga la ley, que se termine la reforma y que se dé una nueva ley para la Academia de la Magistratura, ya queda permanente, para asumir las funciones y si no me voy.” ¡Qué cosa es esto, carajo! ¿Vienen a amenazar los cojudos?
El señor MONTES DE OCA.—	 Yo pensé que habían aceptado la renuncia.
El señor MONTESINOS TORRES.—	 No, hermano, no han aceptado la renuncia. ¿(Ininteligible) tan huevones?
El señor MONTES DE OCA.—	 Están ganando, carajo, cinco mil dólares.
El señor MONTESINOS TORRES.—	 Por eso (ininteligible), ustedes, han sido tan cojudos que le han dado la facultad de nombrar al de la Academia al secretario ejecutivo.
El señor MONTES DE OCA.—	 Yo no he hecho el (ininteligible).
El señor MONTESINOS TORRES.—	 Por eso, lo hizo él (ininteligible).
El señor MONTES DE OCA.—	 Lo  hizo, pero con la anterior comisión (ininteligible).
El señor MONTESINOS TORRES.—	 Por eso yo siempre te digo, (ininteligible) a su antojo, a su capricho el Reglamento para manejar esta cojudez es imperdonable. Tú no has estado ahí. Tú sabes, carajo, que el Iberico y Roncalla tenían su manera de ser; sin embargo, ellos, después que ellos lo han nombrado ¿a quién los han querido mandar, carajo, a la cana? ¿A quién los ha venido a meter a la cana (ininteligible)? ¿No han querido joder (ininteligible) Delia Revoredo para escarnecerlos adentro a Lino Roncalla y a Iberico? ¿Tú sabes lo que quería que firmara (ininteligible)? Quería que firmaran la suspensión de los cinco vocales, hermano, de Lino Roncalla, de Iberico, (ininteligible). Quería que firmaran la suspensión, quería que los suspendieran, hermano. O sea, lo han nombrado, fíjate, lo ha nombrado, carajo, Iberico y Lino Roncalla con Víctor Raúl lo han nombrado, después ya lo quieren (ininteligible) a ellos, por lo menos (ininteligible)  ellos.
El señor MONTES DE OCA.—	 Por lo menos hay que defenderlos, carajo, los que ha nombrado.
El señor MONTESINOS TORRES.—	 Sin embargo, carajo, mañana, (ininteligible). Está jodido, hermano.
El señor MONTES DE OCA.—	 Ahora, mi preocupación solamente es una situación importante, que es lo que no quiero que ocurra, que haya continuidad, porque donde haber un desfase tremendo (ininteligible).
El señor MONTESINOS TORRES.—	 No va a haber desfase.
El señor MONTES DE OCA.—	 El desfase, y eso es lo que hay que cuidar, porque va a dañar la imagen (ininteligible).
El señor MONTESINOS TORRES.—	 No va a suceder. En primer lugar, todo el mundo dice que Dellepiane, carajo, es el hombre del Poder Judicial.
El señor MONTES DE OCA.—	 (Ininteligible) Es el que hace y deshace en el Poder Judicial.
El señor MONTESINOS TORRES.—	 Ya, entonces, a la hora que salen ellos, hermano, estamos oxigenando al Poder Judicial. Ése es el punto uno. Dos. El proceso de reforma, hermano, ya lleva, ya compadre lleva casi tres años, eso tiene una dinámica, ya tiene, carajo, una vida en la sala tuya, en la sala titular...
El señor MONTES DE OCA.—	 Que funciona normalmente.
El señor MONTESINOS TORRES.—	 La Sala Antidrogas funciona perfecto, la Sala de Derecho Funcional funciona bien, la Sala Civil funciona bien, entonces, ya tiene su propia dinámica, hermano, la cojudez.
El señor MONTES DE OCA.—	 Hay que darle forma ahora.
El señor MONTESINOS TORRES.—	 Ahora, la cuestión administrativa de reordenamiento (7) de los vocales ya está marchando, compadre, hace tres años. Ahora, aquí lo único que queda es la dación de una nueva ley orgánica del Poder Judicial, que eso ya no es materia, pues, hermano, de... eso ya es problema del Congreso, es problema (ininteligible) con nosotros. ¿Qué más tiene que hacer, qué cosa crear, los jueces itinerarios, crear los jueces sentenciadores, esa huevada? Ya está la cojudez.
El señor MONTES DE OCA.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Ésa no es una (ininteligible) documentos de Ibazeta, carajo.
El señor MONTES DE OCA.—	 Es una tontería.
El señor MONTESINOS TORRES.—	 Es una huevada, hermano, carajo porque tú vas y...
El señor MONTES DE OCA.—	 Yo me opuse.
El señor MONTESINOS TORRES.—	 Pero por supuesto, esa huevada es una cojudez, hermano. Entonces, el público (ininteligible) ¿Qué cosa quiere el público? por una justicia oportuna, una justicia que tenga la equidad de (ininteligible) el servicio a la comunidad. (ininteligible) A o B o C o D, lo que quiere es (ininteligible) del Congreso. Entonces, no va a haber ningún (ininteligible) al contrario, sale (ininteligible) y entra un tipo, carajo, (ininteligible) van 2, 3 personas que van a ayudarnos en la parte del (ininteligible). En el tema de la Academia de la Magistratura carajo no es necesario la presencia de esos conjudos.
El señor MONTES DE OCA.—	 Que se vayan.
El señor MONTESINOS TORRES.—	 Que se vayan esos cojudos, ni un minuto más.
El señor MONTES DE OCA.—	 Hasta ahora. ¿Tú sabes por qué (ininteligible) promociones? Porque yo fui el que me di cuenta, hermano, inmediatamente que renuncien.
El señor MONTESINOS TORRES.—	 Por eso te digo, pues, a esos cojudos (ininteligible) simplemente hay que poner magistrados. Pero ¿por qué vamos a poner académicos y teóricos, hermano? ¿No pueden ir, carajo, magistrados (ininteligible)? La pregunta es una cosa es ser abogado de gabinete y otra cosa es ser magistrado, hermano. Nuestra formación es de magistrados, nuestra formación de magistrados se refiere personas que hayan vivido el problema de (ininteligible).
El señor MONTES DE OCA.—	 Puede hacerse una combinación como yo te dije (ininteligible).
El señor MONTESINOS TORRES.—	 Por supuesto.
El señor MONTES DE OCA.—	 Pero no quisieron, dijeron que no, que la independencia (ininteligible).
El señor MONTESINOS TORRES.—	 Sí, pero ¿por qué vamos a ver si es el Poder Judicial, hermano? ¿La Academia de quién es, es de los bomberos?
El señor MONTES DE OCA.—	 Es del Poder Judicial.
El señor MONTESINOS TORRES.—	 Entonces tienes que poner allí a tu gente, pues, hermano. Es el Poder Judicial, no la academia (ininteligible).
El señor MONTES DE OCA.—	 Lo único que habría que ver con esto te estoy diciendo (ininteligible) te vuelvo a repetir, que no haya ninguna escisión entre lo que se hizo y...
El señor MONTESINOS TORRES.—	 No, no puede haber ninguna escisión, tiene que haber una continuidad.
El señor MONTES DE OCA.—	 Porque si va a haber un caos tremendo en esta situación, Vladimiro, vamos a tener problemas.
El señor MONTESINOS TORRES.—	 No, no va a haber ningún caos, hermano. Acá tiene que haber la continuidad, la continuidad tiene que establecerse. No es un cambio ni siquiera de timón porque ¿quiénes son el timón? Son ustedes tres, hermano. Dellepiane es un ejecutivo, es un (ininteligible) que se ha convertido en timonero; es diferente, carajo, tú estás enfermo (ininteligible) problema jurisdiccional (ininteligible) y Víctor Raúl (ininteligible).
El señor MONTES DE OCA.—	 Yo no estoy allí.
El señor MONTESINOS TORRES.—	 Entonces, él es el cojudo que se agarrado el carro como le da la gana. Pero en la realidad ¿quién debe conducir esto? son tres ¿es así o no es así? Y ésa es la realidad, hermano; por eso es que el timón no ha variado, la conducción no ha variado. Él debería ejecutar lo que ustedes dicen, pero resulta que él impone y hace lo que mierda quiere. Como tú no estás al frente, carajo, se ejecuta lo que él aprueba y decide. Está jodido, hermano. Entonces, yo he conversado largo con Víctor Raúl, he conversado largo con Serpa y tenemos esos problemas: el problema este de Dellepiane, y el problema del Jurado. El problema del Jurado puede aguantar una semana más, lo podemos conversar en el transcurso de esta semana, nos podemos reunir el día lunes, conversar y ponernos de acuerdo. Pero sí manifesté (ininteligible). Entonces, compadre...
El señor MONTES DE OCA.—	 Ahora, lo único que quisiera es que a eso acompañe un equipo técnico para el intento de la reforma, compadre.
El señor MONTESINOS TORRES.—	 Ya tengo el equipo técnico, no te preocupes, hermano.
El señor MONTES DE OCA.—	 Eso me preocupa.
El señor MONTESINOS TORRES.—	 Pero ya lo tengo el equipo técnico, pues, ya lo tengo el equipo técnico. (8)
El señor MONTES DE OCA.—	 O sea, el que tiene que conducir prácticamente toda la reforma.
El señor MONTESINOS TORRES.—	 Tiene que conducir bajo las (ininteligible). Acá hay dos premisas: primero la continuidad bajo una conducción central.
El señor MONTES DE OCA.—	 Ya, eso no hay problema. El técnico es importante porque...
El señor MONTESINOS TORRES.—	 Por supuesto, el técnico va con un equipo, pues, hermano, no es un cojudo que va solo, va un equipo, pues, hermano porque sale un equipo y entra otro equipo.
El señor MONTES DE OCA.—	 Yo lo conozco a (ininteligible) y es abogado y hablando a calzón quitado, éste no conoce muy bien la problemática judicial.
El señor MONTESINOS TORRES.—	 Pero hermano, pero hay una cuestión que es importante, hermano. Primero, que es que un abogado conoce de leyes, eso es fundamental; Dellepiane no conoce nada de leyes; tema uno. Dos; Dellepiane, hermano, está (ininteligible) por otros intereses. Tres; Ibazeta, en buena cuenta, maneja la Corte, hermano, como mierda le da la gana, hermano e impone lo que chucha quiere. Entonces, ahora no estamos tomando ninguna medida en este caso. Lo ideal sería sacar a éste y sacar a...
El señor MONTES DE OCA.—	 A Ibazeta déjalo allí.
El señor MONTESINOS TORRES.—	 Hemos quedado en que hay que hacer esto por partes. Bueno, no estamos tomando ninguna medida con Ibazeta. Ibazeta llegará a diciembre y seguirá, terminó el año, entonces, ya nos queda total cinco meses más orque con la salida de Dellepiane, hermano, Ibazeta ya quedó cojo ¿me entiendes? Ya no va a tner Ibazeta la (ininteligible) No hay ningún problema, que se quede allí nomás no hay ningún problema (ininteligible). Entonces aquí ¿qué nos interesa, hermano? Nos interesa primero, evitar que (ininteligible) nos sigan haciendo daño. Segundo, que no presente ningún proyecto al Congreso. Por supuesto hermano, (ininteligible) ha presentado el proyecto para que termine la reforma de la Academia de la Magistratura, que termine y que den la ley donde ya concluyó la reforma de la Academia de la Magistratura para ser permanente y (ininteligible). Él ha pensado ir donde Medelius. Puta que no entiendo qué pasa.
El señor MONTES DE OCA.—	 Pero Medellius...
El señor MONTESINOS TORRES.—	 No, es que Medelius no puede negarse a recibir cuando le mandan con un oficio.
El señor MONTES DE OCA.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Pero si tú estás, pues, hermano fuera de la realidad. Estoy hablando de lo que ha pasado hace dos meses, tú no estabas, pues, hermano. Ésa es la huevada; o sea, han pasado 2 meses y tú no has estado, no te podemos mortificar a ti porque has estado en una situación difícil. Y carajo, bueno, en esa situación difícil, hermano, teníamos que trabajar y hemos manejado más o menos, pero cada vez hemos visto a es cojudo ahí, lo cual es negativo. De ser más negativos, la cosa es más jodida, hermano, es más negativa porque ya... Fíjate, hermano, por ejemplo, esa huevada de tratar de agarrar y poner a Almenara para que (ininteligible) la cojudez y se proponían, puta, joder a Iberico y a Lino Roncalla y presentarle ¿Ah?
El señor MONTES DE OCA.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Pero por supuesto, pues, hermano porque (ininteligible).
El señor MONTES DE OCA.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Pero si el objetivo es no terminar la reforma (ininteligible).
El señor MONTES DE OCA.—	 (Ininteligible).
