id,text,speaker_std,file_id
20042," ¿Para qué? Hay que enseñarle cómo debe ser la, hay que (ininteligible) en la televisión, hermano, hay que hacer en los periódicos, en las revistas. El acta, cómo es el acta, para que la gente aprenda a manejar el acta. La gran trampa, hermano, está en el acta para el voto preferencial, hermano; además las actas deben cuadrar: 150 votantes acá, 150 (ininteligible) acá. Presidente, 150; congresistas, 150. Tantos en blanco, tantos nulos, tantos válidos, tantos preferencial. Y entonces así te olvidas del problema,  (ininteligible) y como a ti no te conviene (ininteligible)",ARCE,40
20043," Con claridad es mejor y caminan mejor las cosas, hermano, ...",MEDELIUS,40
20044," Le das tiempo, le das más plazo. Entonces usted va y quiere invertir el orden, primero los miembros de mesa, ahí mismo sin cerrar el (3) registro, el registro lo cierro 60 días antes y en el lapso entre la convocatoria y la elección, todos los padrones a nivel nacional, hermano, distribuirlos a  todos los distritos de todas las provincias más chiquitas del Perú. Todo el mundo que vea si está su nombre o no está su nombre, cualquier incorrección que me demuestre la incorrección; avances son avances, mejoras son mejoras.",ARCE,40
20045, Totalmente.,MEDELIUS,40
20046," Entonces, quién te va a venir a objetar, hermano, las elecciones, nadie. Pero, haber convéncelos, pues, a los políticos, porque no les convence lo que no les conviene",ARCE,40
20047," No, hermano, yo no tengo miedo, sinceramente, el tema no se ve a esa profundidad, yo te aconsejo otra cosa, se han dejado manejar por gente como Rivera por ejemplo, se han dejado manejar con  gente  que estaba  ahí...",MEDELIUS,40
20048," Enquistada y que nunca han podido, mira quien mueve los  temas verdaderamente de fondo es el Jurado, son los miembros del Jurado. Ahora, mira, quienes están moviendo, el tema del proceso electoral, ¿el jurado?. Y no es porque a mí me de la gana de que sea  así, sino  tiene que ser alguien, tiene  que dirigir la política electoral, no política de partido, no, de manejo administrativo, de manejo del proceso,",ARCE,40
20049, ¿Publicaron el decreto supremo de la segunda fecha o no?,MEDELIUS,40
20050," No sé, tendrían que haberlo hoy día, hoy día no ha salido, mañana seguro saldrá. Si no está claro, van y preguntan al trujillano, ¿qué hacemos? Y le mandan el proyecto anterior y sin darse cuenta la ley ha cambiado, hay segunda vuelta.",ARCE,40
20051,—	El señor Medelius Rodríguez atiende el teléfono. ,BACKGROUND,40
20052," Aló, compadre,  ¿tranquilo?, ¿el flaco está bien?, ¿el carro va a venir? Ya, ya, ya, cuando tu quieras conversamos compadre; mándame, pues, el tema, compadre, para poderlo analizar también, mándamelo al 464-1727, 1727, ¿la fecha está con mora, no?, ¿la fecha está con mora?, okey, listo compadre, okey cholo, ya compare, ya compare, okey cholito, okey compadre, no te preocupes, un abrazo para ti, chau compadre, chau, chau—.",MEDELIUS,40
20053," Otro que se mete ahí, también es Carlos, como se llama el que fue.., agarró el asunto con Rivera, que lo llevo a Rivera, ¿qué se llama?, ha sido recontra pata de la doctora Martha Chávez,  Carlos Bustamante, otro también  (ininteligible)",ARCE,40
20054, Yo no sé de donde sacan esas cosas.,MEDELIUS,40
20055," Después del asunto del referéndum, un montón de gente me llama, si yo lo estoy diciendo hace años, yo hablo lo mismo. No, no estoy en un desierto",ARCE,40
20056, ¿Sobre qué ah?,MEDELIUS,40
20057," Sobre un montón de temas, que hay que regresar ahora, a lo que era antes el Jurado, que manejaba todo.",ARCE,40
20058," Yo digo que siempre ha debido ser así, porque vinieron acá con esta nueva triada.",MEDELIUS,40
20059," La cagaron, hermano, porque en ese momento yo no hubiera (ininteligible), ""te metes conmigo, te vas a la mierda"".",ARCE,40
20060, ¿A quién?.,MEDELIUS,40
20061, En 24 horas arreglo el problema...,ARCE,40
20062, ¿A quién?,MEDELIUS,40
20063," A Lucho Rivera, ""te largas de aquí, carajo"".Así, y no pasa nada, no pasa nada.",ARCE,40
20064," Y son pares, ah.",MEDELIUS,40
20065," Ah, ya somos pares.",ARCE,40
20066," En qué sistema puede funcionar una estación de tres pares, en el cual el Jurado tiene un determinado tipo de prioridades en algunos aspectos simplemente, no puede ser, pues.",MEDELIUS,40
20067," ""Y tú todavía me dices eres mi par, cómo vas a ser mi par, huevón, ¿dónde está la paridad?, si tú eres Jefe de un registro, yo soy de un  tribunal, miembro de un tribunal, igual que un vocal supremo. (4) Tú lo sabes la calidad,  mi calidad es  morir Fiscal Supremo. (ininteligible). El otro agente del Registro también, en segundo orden, por encima del, para eso está el Jurado, te guste o no te guste; pero, que hay ese organismo electoral, como es organismo electoral,  dice puede ser el Jurado, puede ser la ONPE, puede ser (ininteligible). Entonces, yo lo he dicho eso, a la prensa, es muy sencillo, si no quiere  por parte del Jurado que mande la ONPE, y si no quiere que mande la ONPE, que mande, es un desorden. Si ven que viene, hay de los  errores,  que viene un proceso municipal,  puta lo matan a Portillo, entre ellos lo matan; y eso que Portillo recién está aprendiendo, lo matan. (Ininteligible). Yo sé por qué,  porque a mí no me conviene y como organismo electoral lo saco la mierda a él (ininteligible) ¿Qué nota le pondría? Veinte. (risas). Pero ¿por qué me dijo? La pregunta fue, y tú respondiste con otra pregunta ¿y ahora qué dicen ustedes? (risas). Hablaban fraude, fraude, fraude, ¿dónde está el fraude? (Risas). Los periodistas se quedaron  turulatos ahí. Por eso uno tiene que tener (ininteligible) y no conocimiento. (Ininteligible). Lo que pasa que no se ha notado porque las actas siempre eran iguales y pasaban,  pero ahora  viene tu nombre, tu apellido, con sobrenombre y todavía encima con apelativo, todo completo, todo completo viene. (Ininteligible). Porque yo le decía no me hables huevón  porque tú eres un desordenado de mierda (risas). le digo huevón, (ininteligible)  tú para qué mierda (ininteligible) pregúntame a mí, y dile que yo lo saco la mierda. Sí así le dije yo. Tú no sabes nada de derecho. (ininteligible). La ley establece  que las nulidades se hace después de la elección (ininteligible) . En el momento ya se verá, si es  cada personero, yo no le puedo enseñar cómo tienen que hacerlo, lo lamento mucho, usted discúlpeme. Se churreteó huevón, Portillo, se churreteó. (Ininteligible). En todas las canchas no puedes entrar de frente, tienes que adaptarte a tu cargo, al sistema. Inclusive, tú has salido sin saber ni mierda, igual que yo, pero es en la práctica. No podemos quejarnos de los profesores que hemos tenido, han sido excelentes, yo no discuto eso, sino cuando salgo afuera no saqué ni michi. Nosotros hacemos laboratorio en la calle, entonces la Católica menos, menos, hijos de La Católica, menos.",ARCE,40
20068, Hasta ahí nomás pueden ser. (ininteligible).,MEDELIUS,40
20069," Lo que pasa es que ahora te cierran las puertas, entonces, tú no tienes capacidad como abogado para (5) desarrollarte; tú, practicante, no tienes capacidad para poderse desarrollar así, porque te cierran las puertas y con quién hablas, a quién le explicas.",ARCE,40
20070," Realmente con los practicantes es bien jodido. Ahora, nosotros hemos tenido otra escuela, pues.",MEDELIUS,40
20071," Entonces, yo tengo. Cuando el juez me dice: ¿Doctor, qué va a decir? ""No, doctor, es injusto. El código dice. Como estoy conchavado y no lo resuelvo, procede la apelación, en tal sentido o no. No se puede jalar, pues, más. O me concede en un solo efecto o sin efecto suspensivo como le llaman ahora, me da copias y se va para arriba. Viene el otro, recibe su vaina hoy, hasta que la corte agarra y mire, esto está mal, ahí si ya no es culpa mía.",ARCE,40
20072," No, pero verdaderamente los chicos no tienen las oportunidades que hemos tenido nosotros.",MEDELIUS,40
20073," Y no la tienen porque el Poder Judicial está cerrado, por cojudo. Lo que les interesa a los practicantes es que se inscriben. ¿Quién tiene practicantes, hermano, un Cuba? Todos. No pongan tanta vaina, pues hermano.",ARCE,40
20074, Esto está en ambos lados,MEDELIUS,40
20075," Claro, y ahora la cosa está recontra revisada, carajo.",ARCE,40
20076, Está durísimo.,MEDELIUS,40
20077," Pucha, si al contrario, para poderle hacer a este cojudo, se necesita llegar. El problema es que para (ininteligible). Búscame una chamba y yo no tengo a dónde, entonces con un nuevo Gobierno lo que te han hecho es ponerle una cláusula allí en el presupuesto de que no se puede contratar a nadie más. Hay gente como el juez que tiene carácter profesional. (ininteligible). Así como eso de que necesitan que es cuestión del padre, pero cómo es la plata, hermano.",ARCE,40
20078," Pero, en todos los colegios está bien jodida.",MEDELIUS,40
20079," (Ininteligible) Van con su cliente a la oficina. Hola, hermanito, cómo te va, ya le habrán cobrado, me imagino. (Risas). El señor MEDELIUS RODRÍGUEZ (C90-NM).- Ya te metieron en el picnic . Te van llevando.",ARCE,40
20080," ¿Qué chucha me interesa a mí, imagínate? ¿Tú qué pensabas, ahora que tengo la razón o es otra cosa?",ARCE,40
20081, Por eso yo te dije a ti siempre por delante.,MEDELIUS,40
20082," Tú también harás lo mismo con los abogados que vienen con sus clientes . ""Doctor, por supuesto. Acá lo ayudamos, no hay problema"". ""Si no fuera por usted, doctor"". Y le da la mano al otro ya. Después he visto todo, como esta cosa ""Me hizo la minuto pero no me ha hecho lo demás, (ininteligible). Y hacemos empresas, sin embargo en nuestra corta vida le fuimos leales al país.",ARCE,40
20083, Está bien duro eso.,MEDELIUS,40
20084, Somos privilegiados porque tenemos el país.,ARCE,40
20085," La vida está bien dura, hermano, y además sabes cuál es el problema, que está habiendo una superpoblación de abogados.",MEDELIUS,40
20086," Es que todos se quedan en Lima, pues.",ARCE,40
20087," ¡Carajo, es terrible!",MEDELIUS,40
20088," Y hay chamba para todos ah, yo estoy seguro que hay chamba para todos. Tú sabes, hermano, que desde que cerró las puertas el Poder judicial la coima ahora es, te cobran en tu casa como abogado o te mandan a un tercero como abogado para cobrar en la casa. En tú casa. ¿Por qué? Porque hemos cometido el gran error en la ley de poner el domicilio real y el domicilio legal. Entonces, parece que alguien lo hizo pensando para irte a cobrarte a ti a tu casa.",ARCE,40
20089, De verdad ¿no?,MEDELIUS,40
20090," No, es que somos bien cojudos, pues, hermano, somos bien huevones.",ARCE,40
20091," Oye, de verdad, carajo. ¡Qué desastre!",MEDELIUS,40
20092," Entonces, a ti no te toca la puerta al abogado. ¡Váyase a la mierda! Así vaya con policía, con todo, hermano. El señor MEDELIUS RODRÍGUEZ (C90-NM).- Oye, compadre, y de verdad que, por ejemplo. Cuando tú por ejemplo, compadre, van y te dicen ""Oiga  señor, acá yo tengo un contacto"". Hasta te presentan a los clientes, hermano. O como en el caso que tú me dices.",ARCE,40
20093," ¡A ti, qué tienen que presentarte! El señor MEDELIUS RODRÍGUEZ (C90-NM).- Hay un cojudo que dice: ""Sabe qué cosa, señora, yo soy así con Rómulo, todo lo que quiera con él, conmigo nada más."" Y no lo vuelven a ver y después dirán ""Ya se tiró la plata el doctor Rómulo, carajo.""",ARCE,40
20094," Yo digo, lo llevo al hueco.",ARCE,40
20095, Claro.,MEDELIUS,40
20096, La ventaja que yo tengo es que duermo tranquilo.,ARCE,40
20097," Hay gente que se está dedicando a esa situación. Cuánta gente, me llama Ibazeta, me llama Víctor Raúl, me llama toda esa gente que dice: ""Oye Oscar, el asunto que estamos viendo"". ¿Qué asunto? Por eso, generalmente ni llamo, o sea llamo cuando hay casos sociales básicamente. Pero hay gente que se presenta, hermano, a nombre de uno para la libertad.",MEDELIUS,40
20098," A mi me agarraron, pues. Dos veces me agarraron, dos secretarios de congresistas, que no sé ni quienes son, y no me interesa. Eso es bien raro, pues hermano y no quiero aprenderme los nombres para no estar resentido nunca. Entonces, qué pasa. Te llamo de parte del congresista tal, entonces me pasaron la voz. Te llama el señor fulano de tal, de parte del congresista zutano. Ya, contesté: Dígale al congresista que me llame y que no joda, ¿ya?",ARCE,40
20099, Ni más.,MEDELIUS,40
20100," La otra vez, me llaman: ""Dígale que me llame él mismo, que llame directamente para pedirme el favor, sino que venga.""",ARCE,40
20101," Así, así es para cagarlos.",MEDELIUS,40
20102," Ahora la congresista fue a buscarme,  entonces se ha puesto brava carajo. No es esto sino que le están tomando tu nombre al congresista. El congresista no sabe nada, hermano. (6)",ARCE,40
20103," Entonces una seguridad para uno, hermano; o sea, yo he mandado cartas y todo para que cualquier cosa lo llamen ahí para confirmar, porque tengo hasta que robar tarjetas.",MEDELIUS,40
20104," Oye, qué estás tomando que te orinas  con un vaso de agua.",ARCE,40
20105," No, no, no he tomado nada. Estoy orinando desde la tarde.",MEDELIUS,40
20106, ¿Así? (Pausa).,ARCE,40
20107," Las personas del Poder Judicial son bien difíciles, hermano.",MEDELIUS,40
20108, Muy jodida es.,ARCE,40
20109," Felizmente que tienen que haber nuevas posibilidades, pues, de que, de corregir errores.",MEDELIUS,40
20110," Cuanto más abras el Poder Judicial y cuanto más puertas abres, cómo son, porque tu la cierras peor nos iremos hasta adentro. Hasta donde dijo, ya no te voy a buscar en el juzgado, te voy a buscar tu casa. ¿Y tu? Por no buscar a la gente (ininteligible).",ARCE,40
20111," O sea, generas tu una burocracia de la corrupción ahí.",MEDELIUS,40
20112," Así es. De repente está mal. Eso, primero que para vivir estas cosas, verdad, ese no te acepta de hecho, hermano, o este que está también de lo Pezúa, es bueno, pero sabes qué pasa, (ininteligible).",ARCE,40
20113," Es que tenemos, compadre, qué cosa el Poder Judicial, litigio, hermano que hayas pisado la calle, hermano, y que hayas pateado las cosas.",MEDELIUS,40
20114," Y ahora, qué va a decir.",ARCE,40
20115, Que hayas utilizado la calle.,MEDELIUS,40
20116," Claro, te dice, qué cuestión me va a decir. No encuentras en la Corte Suprema que son vocales supremos me (ininteligible) ni te oyen. No son ni teóricos. Sánchez Palacios, yo lo respeto, es mi amigo, pero (ininteligible) la política. Tiene su dominio del tema. Ha sido profesor universitario, conoce las las teorías y conoce la práctica.",ARCE,40
20117," En Trujillo, fíjate cómo está la vaina, por 26 votos me gana mi compadre, y Carabayllo por 11 votos y él había ganado en el cómputo final, y este hijo de puta, Salas Villalobos me tira de abajo de la mesa donde ganaba. Y la misma jugada que le ha hecho a Zapata se la hizo a Tapia. Chorrillos, por 125, está sobrado pues ahí.",MEDELIUS,40
20118," Ahí hay 6 actas, hermano.",ARCE,40
20119," Claro, porque con 6 actas no va a pasar nada, en Chorrillos, con 6 actas, 7 actas.",MEDELIUS,40
20120,—Hace su ingreso el señor Vladimiro Montesinos Torres a la sala.,BACKGROUND,40
20121, Te has vuelto guerrillero. Creía que estabas en el Ecuador.,ARCE,40
20122, Cómo están.,MONTESINOS,40
20123," Me está hablando de elecciones, acá porque.",ARCE,40
20124, Hasta las guiflas.,MONTESINOS,40
20125," Pero en qué mano, hermano, realmente que ha sido bueno. Ayer, por ejemplo, hay varios muchachos que han sido tu alcalde.",ARCE,40
20126, Sí.,MONTESINOS,40
20127," Le vendieron la idea que postulando al colombiano iba a ganar la elección y la perdió y sólo se hubiera ganado más tranquilo, Somos Perú.",ARCE,40
20128," No, pero, a nivel nacional.",MEDELIUS,40
20129," Pero sabes qué pasa. Yo te voy a comentar algo con uno que está postulando (ininteligible). Somos Perú también ha ido a ofrecer y le dijo por qué no se puede. No, que ellos me pedían plata. Y le digo, ¿oye y ahora? Yo hubiera sido candidato, ha gastado más. Sí, me dice, (ininteligible). Claro, tranquilo, claro,  y le ha ganado la además, pero ya te fregastes.",ARCE,40
20130," Oye,  pero a nivel nacional Vamos Vecino ha ganado, ha barrido.",MEDELIUS,40
20131," No, habrá barrido, a quién habrá barrido.",ARCE,40
20132, Ha barrido (ininteligible),MEDELIUS,40
20133," Setenta y tres por ciento, imposible.",MONTESINOS,40
20134," De qué, ¿en las provinciales?",ARCE,40
20135, Claro.,MONTESINOS,40
20136, Habrá que ver el resultado pues si es así.,ARCE,40
20137, Todo sin trampa. Nosotros no hemos hecho trampa.,MONTESINOS,40
20138," Oye, si hay algo, la verdad que yo pienso que el gobierno —somos cojudos— porque no hacemos trampas. Por Dios.",MEDELIUS,40
20139," Eso de trampa. Oye, yo una vez con Fujimori, yo le digo, estamos luchando para que la actas no vayan a los cuarteles, escúchame pues, estábamos conversando así no, no pensaba que lo iba a defender, sabes qué me dijo, allá tu mitin (ininteligible) preocúpate de tu chola. (Risas)",ARCE,40
20140, Con la mecánica así es que no van a poder tener (ininteligible). Cada ánfora la llevaba el soldadito.,MONTESINOS,40
20141," Ahora es mejor, ahora va cómodo, el trabajo de los personeros de los partidos. (7)",ARCE,40
20142," Claro, ese es la clave.",MONTESINOS,40
20143, Ha sido fundamental. Si tu no tienes personero.,ARCE,40
20144," Preparados, personeros preparados, personal preparado.",MEDELIUS,40
20145," Ah, por supuesto , eso es fundamental.",ARCE,40
20146, Ahora que esté en la mesa peleando el asunto..,MONTESINOS,40
20147," Claro, no solamente que la peleen porque hay con los miembros de la mesa, ¿por qué se lo van a dar, mejor tráiganlo para acá, y te lo ponen, te lo ponen. La trampa hecha (ininteligible) ya no te lo cambia nadie.",ARCE,40
20148, Lo único que viene a llevar su sandwiches a todo el mundo y la gente se tira para (ininteligible),MEDELIUS,40
20149," Claro, mucha gente puede ir (ininteligible)  están a la calle. Desde la 6 de la mañana están como miembro de mesa hasta las 7 de la noche",ARCE,40
20150, (ininteligible).,MEDELIUS,40
20151," No le da ni un sandwuchito, nada.",MONTESINOS,40
20152," No, la ONPE les ha dado una cojudez. Yo te digo honradamente, hermano, que las cosas también han dejado. Mire, esos paquetes están en el sol para pasar de un lugar a otro lugar. Tu crees que comer esas cosas te hacen bien? Te hacen daño",ARCE,40
20153, Claro.,MONTESINOS,40
20154," Es un enlatado, claro.",ARCE,40
20155, Ni gaseosa en lata.,MONTESINOS,40
20156," Nada, nada.",ARCE,40
20157,   (ininteligible) comprado juntos y (ininteligible),MEDELIUS,40
20158," Cuando a él le van a dar, les van a aumentar el presupuesto.",MONTESINOS,40
20159," Sabes qué cosa es lo importante ahí, hermano, a cada miembro de Mesa le dan sus 50 mangos",ARCE,40
20160, Quienes entrega el dinero.,MONTESINOS,40
20161," (ininteligible).. Hay que cambiar ahora, los miembros de mesa junto con la inscripción de los candidatos se han separado última vez y todo el tiempo, 100 días para preparar.",ARCE,40
20162, Y le dan su charla.,MONTESINOS,40
20163, Le dan su charla y le dan sus 50 mangos con tiempo y todo y el hombre hace (ininteligible),ARCE,40
20164, A sí que si quiere va o si quiere no va,MONTESINOS,40
20165," Mejor si quiere no va, pero son 200 soles de multa.",ARCE,40
20166," Ah, claro.",MONTESINOS,40
20167," Ahora, hay que hacer vídeos también.",ARCE,40
20168, Ilustrativos.,MONTESINOS,40
20169," Hay que publicar en el acta. ¿Cómo es el acta?, especialmente el voto preferencial, hermano, ahí se pierde un montón de votos. La vez pasada (ininteligible) de pura credencial y voto por lista, me dicen un montón (ininteligible). Carlos Ferrero, me llamó: Oye, hermano, cómo es posible. Pero cómo hacemos el desagregado.",ARCE,40
20170, Es imposible.,MONTESINOS,40
20171," Es imposible o nos quedamos ahí o si quieres hacemos una nueva elección. No, me dijo, ya estando ahí es el voto preferencial. Pero también hay una posición política, las cuestiones que los partidos políticos no emergen, es ahí la posición contraria y (ininteligible) voto preferencial tiene dos efectos: el primer efecto, yo te gano internamente en el partido, yo voy como congresista o como presidente. Cuál partido vas a estar tú. Pero si yo voy, Te gano como congresista y me pone el número para afuera, yo tengo que pelear contigo, contigo para ganar el voto de la gente, hermano. Es un canibalismo político interno, eso lo he visto allá. Y también sabes ¿quien se quejaba? Miguel Velit: Sabes lo que me ha pasado en Huancayo, gente de mi partido me rompieron propaganda (ininteligible) Ese es el voto preferencial.",ARCE,40
20172," Acá, cada uno trata de.",MONTESINOS,40
20173," Pero como eso, la posición política que la maneja acá hombre, la cuestión dinámica, los partidos políticos que ahí van",ARCE,40
20174, No crece porque no hay  líderes.,MEDELIUS,40
20175," Está bien, para eso son los partidos políticos antiguos. Sé de que la misma gente, pero ahora el Apra con esta vaina (ininteligible) se ha recuperado.",ARCE,40
20176, Me parece.,MONTESINOS,40
20177, Sí. (ininteligible).,ARCE,40
20178, (ininteligible) los monos me han tenido enfermo.,MONTESINOS,40
20179, Mucha jarana.,MEDELIUS,40
20180, Qué bueno fuera ...,MONTESINOS,40
20181," Los partidos tienen el problema de (ininteligible). A mí me tocó siempre un tema vinculado (ininteligible) nosotros hemos ido a conferencia. El mejor partido político que no se ha reorganizado es el Apra, Yo sé cuanta cagada ha hecho; por no sacar a la cúpula encima, decía que González Prada, que eran los centros de subversión del Apra y formación política (ininteligible).",ARCE,40
20182, Lo malo del Apra son los apristas.,MEDELIUS,40
20183," Les estaba contando, pues, Ramiro ... Un día estábamos en sesión (8) y me comienza a hablar. Oiga, esta posición que tú acabas de decir no estoy de acuerdo. Tú eres un demócrata, le digo, nosotros somos unos dictadores y todos nos hemos pegado a la dictadura, somos unos vendidos de la dictadura y tú como demócrata no puedes pensar así, tienes que pensar con la Constitución en la mano, estas cuestiones tienen que ser así. Ya me convenciste. (Risas). Ese día que nos encontramos, ¿te acuerdas? Ahí está el demócrata. (Risas). Yo siempre lo jodo. Saca pecho.",ARCE,40
20184, Saca pecho ése y tiene pendiente irse a Arequipa.,MONTESINOS,40
20185," Nos cagó, porque mañana los de la (ininteligible). ¿Qué va a decir él? No va a decir que está con la Constitución. El señor MONTESINOS TORRES .— No. Ya he conversado con él hoy día.",ARCE,40
20186," Ah, ya habló.",ARCE,40
