id,text,speaker_std,file_id,topics
20131,"Hay unas imputaciones, comentarios. Complicado, ¿no? Y como encajó todo en un desastre, todo, todo se involucra",ALEX KOURI,41,media
20132,Cualquier cosa que pase... (?).,DESCONOCIDO,41,media
20133,No sabes. ¿Cuánta gente trabaja aquí en este...?,ALEX KOURI,41,media
20134,¿Acá? No más de ocho.,DESCONOCIDO,41,media
20135,¿8?,ALEX KOURI,41,media
20136,"(?) Yo tomo agua, una cosa... pero muy desproporcionado.",DESCONOCIDO,41,media
20137,Sí me has preguntado que es costumbre frecuente.,ALEX KOURI,41,media
20138,Tomo varios litros de agua hervida desde hace años.,DESCONOCIDO,41,media
20139,"Eso es saludable, ¿ah?",ALEX KOURI,41,media
20140,"Sí, pero...",DESCONOCIDO,41,media
20141,¿Y en las noches no tienes ganas de ir a miccionar?,ALEX KOURI,41,media
20142,"No, no. Normal, como cualquier ciudadano común y corriente que no toma agua. Igualito.",DESCONOCIDO,41,media
20143,Pero ¿tomas agua o tomas refresco?,ALEX KOURI,41,media
20144,"Agua, agua natural.",DESCONOCIDO,41,media
20145,"¡Dios mío! ""Plantean crédito amplio de trabajadores y ex tranjeros para recuperar la democracia. Legendario dirigente sindical se lleva Gamarra"". ¡Imagínate, cómo están las cosas!",ALEX KOURI,41,media
20146,Buenos días.,DESCONOCIDO,41,media
20147,"Pase. Un favor, tráeme dos vasos más de agua.",DESCONOCIDO,41,media
20148,¿Dos vasos más de agua natural?,DESCONOCIDO,41,media
20149,Sí.,DESCONOCIDO,41,media
20150,Perfecto.,DESCONOCIDO,41,media
20151,"Claro, en todas las familias donde hayan asesinados están con (?).",DESCONOCIDO,41,media
20152,Como si hubiera alguna colusión allí.,ALEX KOURI,41,media
20153,Sí.,DESCONOCIDO,41,media
20154,"(?) empresa de decir que la esposa o la ex esposa, que ella me manda pedir todas las intervenciones en televisión de toda su trayectoria (?) to cos los diarios, todos los noticieros que van seleccionando, en que ella apareció en tal o cual reunión (?). Toda mi vida política me exhiben videos.",ALEX KOURI,41,media
20155,"Pero (?), ¡qué buena idea!",DESCONOCIDO,41,media
20156,Hay empresas que las 24 horas del día graban.,ALEX KOURI,41,media
20157,"Nosotros grabamos también las 24 horas, porque voy a averiguar mañana que tengo que ir a la... Ésa la tienen...",DESCONOCIDO,41,media
20158,¿Clasificada?,ALEX KOURI,41,media
20159,Clasificadas.,DESCONOCIDO,41,media
20160,"Deberían tenerla, ¿no? Te voy a decir, por ejemplo, Luis Bedoya Reyes, toda la vida (?) de televisión, creo que desde el 80, casi 20 años de televisión... qué dijo Bedoya sobre la reforma agra ria (?) por qué la (?) qué primó en tal año (?). Eso te sirve para que (?) tenga su ar chivo y también para que (?).",ALEX KOURI,41,media
20161,(?) puede ser.,DESCONOCIDO,41,media
20162,"Tú sabes que para mí venir acá es como (?) tantos años. Para mí es mi casa. Ya estoy acostumbrado, o sea, cuando no vengo me siento medio ex traño, terrible.",DESCONOCIDO,41,media
20163,"Y tu tiempo de servicios ¿cuándo se cumple, en cuántos años?",ALEX KOURI,41,media
20164,"Ya se cumplió ya, ya cumplí 40 años, ya pasé el límite legal.",DESCONOCIDO,41,media
20165,¿Sí?,ALEX KOURI,41,media
20166,Claro. Pero por el hecho (?) hay que tener un régimen es pecial.,DESCONOCIDO,41,media
20167,"Sí, pero de repente (?) cosas.",ALEX KOURI,41,media
20168,"(?) pensaba que eres (?). Cuando he pedido cosas (?) era para (?) y se lo pedí inmediatamente. Era una buena (?) pero en esos términos nada más, ¿ah?, o sea, no más de la cuenta ni (?).",DESCONOCIDO,41,media
20169,"Te amarras ahí, ¿no?",ALEX KOURI,41,media
20170,(?) pero que no se lo (?).,DESCONOCIDO,41,media
20171,"(?).[Risas.] Hay gente que se encarga de analizar a cada cual, hay un personal (?).",ALEX KOURI,41,media
20172,"No lo hacemos, pero lo hacemos con gente (?) nosotros (?) la gente que ya está (?) frente interno. Cada uno tiene su parte, ¿no?",DESCONOCIDO,41,media
20173,"(?) sí, porque ya no hay (?) analistas, hay solamente (?) su parte de él hay otro.",DESCONOCIDO,41,media
20174,"mañana tengo que presentarme (?), tengo una inauguración de un comedor pero voy solamente para efectos de... Me van a llover este... solapa suelta (?).",ALEX KOURI,41,media
20175,La última vez que (?). ¿Me han dicho que lo han mejorado?,DESCONOCIDO,41,media
20176,"¿Y quién está a cargo eso, ah?",ALEX KOURI,41,media
20177,"Alejandro, el Director de Inteligencia.",DESCONOCIDO,41,media
20178,¿Te puedo pedir un comentario sobre un ex marino? ¿Cuál es tu impresión de Barragán?,ALEX KOURI,41,media
20179,"¿Pero cuál de ellos? Hay dos. Gustavo, estoy hablándote de Gustavo que trabajaba en Enapu...",DESCONOCIDO,41,media
20180,En Enapu…,ALEX KOURI,41,media
20181,"Gustavo Barragán. Nosotros le decíamos Cicuta, Cicuta por venenoso. Es un tipo... Yo no soy la mejor persona para poderlo...",DESCONOCIDO,41,media
20182,Calificar.,ALEX KOURI,41,media
20183,"Calificar porque era amigo mío, pero de acuerdo a lo que dicen (?) bueno, los otros es un tipo muy, muy amargado, es un (?).",DESCONOCIDO,41,media
20184,Pero (?) si (?).,ALEX KOURI,41,media
20185,Se ha metido en (?) más o menos (?) no le gustaba (?) simplemente se iba contra eso. Tiene mala relación con los nuestros.,DESCONOCIDO,41,media
20186,¿Así?,ALEX KOURI,41,media
20187,"Puede llegar a juicios. Ahora para mí Gustavo Barragán es una excelente persona, allá lo conocí así, del Colegio Maristas. A mi  me parece que es buen profesional, pero ha tenido muchos líos.",DESCONOCIDO,41,media
20188,"Sí, ¿no?",ALEX KOURI,41,media
20189,"Parece que no es un buen compañero de equipo, parece Por los comentarios; ahora, (?) por (?).",DESCONOCIDO,41,media
20190,Yo te hago el comentario porque tengo entendido que él se esta sutoproponiendo como eventual presidente de Cordelica.,ALEX KOURI,41,media
20191,"Te voy a decir que él se ha autopropuesto en un montón de : -estos, desde Ministro del Interior hasta no sé qué ministerio.",DESCONOCIDO,41,media
20192,Para Aduanas seguramente.,ALEX KOURI,41,media
20193,"Aduanas, (?) justamente por el asunto de (?). Pero es un gran amigo mío, ah.",DESCONOCIDO,41,media
20194,"Sí, ¿no?",ALEX KOURI,41,media
20195,"¿Y tu horario es más o menos ajustado, está más o menos?",ALEX KOURI,41,media
20196,¿Mi horario de trabajo?,DESCONOCIDO,41,media
20197,Sí.,ALEX KOURI,41,media
20198,"Sí, bueno, es (?).",DESCONOCIDO,41,media
20199,"Muy bien, (?) desde luego. La ceremonia (?).",ALEX KOURI,41,media
20200,"Una cosa que me molesta mucho. Por ejemplo, una ceremonia a las 11 de la mañana.",DESCONOCIDO,41,media
20201,Te mata todo el día.,ALEX KOURI,41,media
20202,"Significa que yo tengo que salir, por ejemplo, yo tengo que salir a las 10 de la mañana, la ceremonia empieza a las 11, no 11 y 10 tengo que [le gar allá; por lo tanto, la ceremonia va a empezar de 11 a 11 y media, 11 y cuarto, dura un promedio de una hora y media porque es inauguración, con discurso, des pués vino de honor (?). La cuestión es que tú sabes, ahí es (?) de ahí a mi oficina llego un cuarto para las 12 y entonces ya me consumió toda la mañana...",DESCONOCIDO,41,media
20203,Así es.,ALEX KOURI,41,media
20204,"Entonces, todas las audiencias que tenía ahora en la mañana las tengo que hacer para la tarde y no me voy a poder ver todas las audiencias; por lo tanto, las tengo que dejar para el día siguiente, y al día siguiente se me va com plicando (?).",DESCONOCIDO,41,media
20205,"En los consejos de seguridad nacional, que son imprevistos.",ALEX KOURI,41,media
20206,"Bueno, en esa parte yo ahora estoy un poco más (?) al presidente...",DESCONOCIDO,41,media
20207,Menos mal que vino el Presidente (?),ALEX KOURI,41,media
20208,"¡Pucha!, porque si no... (?). O sea, no puedes, no estás en libertad...",DESCONOCIDO,41,media
20209,De programar nada…,ALEX KOURI,41,media
20210,"Te invitan a un almuerzo, tomas un par de tragos, porque no sabes si a las 7 de la noche te van a llamar, o a las 12 de la noche te van a llamar, ¿me entiendes? O sea, siempre estás con esa previsión, con esa condición…",DESCONOCIDO,41,media
20211,¿Nunca te ha sucedido que el presidente te va a buscar y no te encontraba?,ALEX KOURI,41,media
20212,"Sí, es más, me han buscado, me han llamado días feriados, en días laborables, tanto en el día como en la noche. Nunca, nunca hay fenados, nunca ha habido que no he estado, está de viaje...",DESCONOCIDO,41,media
20213,Eso le debe gustar mucho al presidente.,ALEX KOURI,41,media
20214,"O sea, eso es una parte de la labor que tienes que (?).",DESCONOCIDO,41,media
20215,Claro. ¿Me permites una llamada?,ALEX KOURI,41,media
20216,Claro.,DESCONOCIDO,41,media
20217,"¿Qué pasó? Sí, sí...Quién? ¿De quién?, ¿de quién? Si….;Dónde estás?Ah! Yo te llamo en un momento, salgo de una reunión y te llamo…",ALEX KOURI,41,media
20218,Ya es horario de salida. ¿Qué hora es?,ALEX KOURI,41,media
20219,No voy a tramitar.,DESCONOCIDO,41,media
20220,"No, porque si no, (?) a la hora lo hago.",ALEX KOURI,41,media
20221,"Sí, pero (?).",DESCONOCIDO,41,media
20222,"No, pero eso no te da el derecho de entrar al penal, ¿no?",ALEX KOURI,41,media
20223,"Claro. No hay ningún problema. Voy a ver si la secretaria le ha avisado. No, ha llamado avisando que está en una reunión de defensa del hermano.",DESCONOCIDO,41,media
20224,"No sé, ni cómo (?).",ALEX KOURI,41,media
