"id","speaker_std","file_id","topics","sentence_id","text","emotion_pred","emotion_pred_name","label_0","label_0_prob","label_1","label_1_prob","label_2","label_2_prob"
7819,"MONTESINOS",22,"state_capture",7819,"Es lo fundamental para usted, claro.",5,"Enthusiasm","Enthusiasm",0.7825805,"Hope",0.13335389,"Pride",0.045882653
7578,"MONTESINOS",21,"reelection, state_capture",7578.22,"(Risas.)",4,"Joy","Joy",0.47542566,"Enthusiasm",0.4214297,"Pride",0.038105026
10021,"MONTESINOS",27,"safety",10021.2,"Porque él se ha propuesto no hablar con nadie, o sea, la represalia contra el Estado es no hablar con los carceleros ni con nadie que represente al Estado, no habla.",0,"Anger","Anger",0.55060923,"Enthusiasm",0.37139243,"Sadness",0.026670502
17807,"SAUCHEDO SANCHEZ",36,"promotions",17807,"Sí.",5,"Enthusiasm","Enthusiasm",0.92838156,"Hope",0.02353815,"Pride",0.015861278
13969,"BOROBIO",33,"referendum, municipal98, media",13969.11,"Eso se debe deber a que el señor no ha presentado las cuentas claras, que ha trabajado solamente para un pedacito de Lima, ¿no?",0,"Anger","Anger",0.52373415,"Enthusiasm",0.39190373,"Sadness",0.04998521
746,"MONTESINOS",10,"municipal98",746,"Yo tuve la oportunidad, cómo se llama, de regresar a Arequipa el año 66, cuando egresé de oicial, me mandaron a seguir allá, te cuento un poco haciendo un preámbulo .",5,"Enthusiasm","Enthusiasm",0.80172145,"None of Them",0.096882425,"Joy",0.027889675
16300,"BOROBIO",34,"municipal98, media",16300.1,"(20)",5,"Enthusiasm","Enthusiasm",0.9356298,"Hope",0.017290356,"Anger",0.013237095
16751,"MONTESINOS",35,"referendum, reelection, media, state_capture",16751,"Entonces lo compramos nosotros.",5,"Enthusiasm","Enthusiasm",0.84222496,"Hope",0.069457695,"Pride",0.025412511
13362,"BOROBIO",33,"referendum, municipal98, media",13362,"Usted lo sabe, ya.",5,"Enthusiasm","Enthusiasm",0.8606037,"Anger",0.04021874,"Hope",0.026450017
4071,"MONTESINOS",11,"lucchetti_factory",4071,"Pero más o menos un poco que me he tomado el esquema de entrada, usted lo ha visto el estudio la entrada, en Washington.",5,"Enthusiasm","Enthusiasm",0.97313684,"Hope",0.008099359,"Joy",0.005528379
153,"ALVA",1,"foreign",153,"En conversaciones con diversos funcionarios, entre ellos el Dr. Percovich.",5,"Enthusiasm","Enthusiasm",0.9626913,"Hope",0.011399244,"Pride",0.009177705
2909,"DESCONOCIDO",103,"reelection, media, state_capture",2909,"El resto se mantiene en su sitio.",5,"Enthusiasm","Enthusiasm",0.600296,"Anger",0.12782305,"Joy",0.087921456
15151,"HURTADO MILLER",34,"municipal98, media",15151.1,"""O sea que ahora sí puedes"", y ahí salió lo de (?).",5,"Enthusiasm","Enthusiasm",0.79622394,"Pride",0.059174657,"Anger",0.049083076
6485,"DAVILA",20,"lucchetti_factory, safety",6485,"El mismo Grados Bertorini.",5,"Enthusiasm","Enthusiasm",0.9669069,"Joy",0.007982199,"None of Them",0.006609995
3514,"MONTESINOS",104,"safety, state_capture",3514.16,"Los hemos hecho acá para que no salgan unidades blindadas y si les ocurra qué cosa, meter bala.",5,"Enthusiasm","Enthusiasm",0.27541137,"None of Them",0.18513736,"Pride",0.16706944
17788,"SAUCHEDO SANCHEZ",36,"promotions",17788,"Entonces, comuníquele.",5,"Enthusiasm","Enthusiasm",0.5307565,"Hope",0.30630362,"Pride",0.1170093
13270,"BOROBIO",33,"referendum, municipal98, media",13270,"No, no, los entregó acá y ellos se encargan, no manejo dinero.",5,"Enthusiasm","Enthusiasm",0.78480476,"Anger",0.1300901,"Hope",0.03152445
7573,"MONTES DE OCA",21,"reelection, state_capture",7573.1,"No sé qué forma se le pueda (Ininteligible).",0,"Anger","Anger",0.83610374,"Enthusiasm",0.06378945,"Sadness",0.055315834
6644,"MONTESINOS",20,"lucchetti_factory, safety",6644.14,"Y ya nos veíamos pues así ocasionalmente en la universidad era su misión de soplón de siempre.",5,"Enthusiasm","Enthusiasm",0.5698817,"None of Them",0.1916725,"Joy",0.08173043
16627,"MONTESINOS",35,"referendum, reelection, media, state_capture",16627,"Ahí se acabó el referéndum.",5,"Enthusiasm","Enthusiasm",0.9306025,"Joy",0.021919396,"Pride",0.014800907
1831,"DESCONOCIDO",101,"safety",1831,"Se observa a Víctor Bianchini saliendo de los calabozos de la DININCRI.",5,"Enthusiasm","Enthusiasm",0.8630463,"Joy",0.032169748,"Anger",0.030439774
12772,"MONTESINOS",32,"reelection, state_capture",12772.1,"Es para mí motivo de singular complacencia aceptar modestamente la honrosa distinción con que me ha querido distinguirme la Fuerza Aérea del Perú al concederme la condecoración Cruz Peruana al Mérito Aeronáutico en la clase de Gran Cruz.",4,"Joy","Joy",0.79994476,"Enthusiasm",0.116533056,"None of Them",0.044844862
9645,"MONTESINOS",26,"referendum, reelection, safety",9645.1,"El señor SANTANDER.— (Ininteligible).",0,"Anger","Anger",0.7593902,"Enthusiasm",0.17643292,"Sadness",0.035715498
18945,"MONTESINOS",38,"public_officials, safety, state_capture",18945,"De ahí se entiende claramente que se está burlando de...",0,"Anger","Anger",0.7349658,"Enthusiasm",0.19496667,"Sadness",0.027640639
5894,"PERCOVICH",2,"foreign, safety",5894.1,"La intérprete.",5,"Enthusiasm","Enthusiasm",0.94936347,"Pride",0.009239299,"Hope",0.009219056
1765,"DESCONOCIDO",100,"safety",1765,"Así no más.",0,"Anger","Anger",0.41572058,"Enthusiasm",0.289255,"Hope",0.14366925
17697,"SAUCHEDO SANCHEZ",36,"promotions",17697,"Yo estoy asumiendo la Comandancia General del Ejército.",5,"Enthusiasm","Enthusiasm",0.39113307,"None of Them",0.2533918,"Hope",0.1342615
4872,"MONTESINOS",15,"lucchetti_factory",4872.4,"Los (?) desde el norte hasta el sur, hasta (?).",5,"Enthusiasm","Enthusiasm",0.9506971,"Pride",0.010140178,"Hope",0.009865164
5415,"MONTESINOS",17,"safety",5415,"Sí, no parece ese.",5,"Enthusiasm","Enthusiasm",0.8042486,"Anger",0.14878877,"Sadness",0.015040126
1785,"DESCONOCIDO",100,"safety",1785,"A realizar el registro vehicular del automóvil placa AIM-405, Peugeot.",5,"Enthusiasm","Enthusiasm",0.961428,"Anger",0.008148487,"Pride",0.006581261
19590,"ARCE",40,"referendum, reelection",19590.1,"Un vídeo, (ininteligible) magnetofónica (ininteligible)",5,"Enthusiasm","Enthusiasm",0.8824519,"Anger",0.07086461,"Sadness",0.026383998
16626,"JOY WAY",35,"referendum, reelection, media, state_capture",16626,"No sabemos si camine, ahí sí se acabó el referéndum.",5,"Enthusiasm","Enthusiasm",0.58568925,"Anger",0.13810888,"Sadness",0.13038406
3357,"DESCONOCIDO",103,"reelection, media, state_capture",3357,"¡Pucha!, que... viene temprano.",5,"Enthusiasm","Enthusiasm",0.45525214,"Anger",0.21255079,"Joy",0.19943105
19571,"ARCE",40,"referendum, reelection",19571,"Sí, eso es verdad.",5,"Enthusiasm","Enthusiasm",0.84864724,"Joy",0.05365017,"Hope",0.035222627
905,"KOURI",10,"municipal98",905.1,"Me ha traído dos problemas que ahí sí me he permitido traer unos documentos para pedirle su apoyo de ser posible.",5,"Enthusiasm","Enthusiasm",0.739406,"Anger",0.09722816,"Pride",0.068208925
3579,"MONTESINOS",11,"lucchetti_factory",3579,"Bueno, el calor de Tumbes ahí es 40º (?)",5,"Enthusiasm","Enthusiasm",0.8883042,"Joy",0.03353859,"Anger",0.02095354
8482,"ARANCIBIA",25,"media, foreign, safety, state_capture",8482,"Y él en broma, esas bromas que hace uno, ¿no?",5,"Enthusiasm","Enthusiasm",0.6036848,"Anger",0.25106356,"Joy",0.03716999
2386,"DESCONOCIDO",102,"media, wiese, state_capture",2386,"(?) cuando yo le tuve que decir (?) tuvo opinión en contra (?) por afuera de color bonito, colorete, manchado (?) hotel de cinco estrellas.",0,"Anger","Anger",0.5774859,"Enthusiasm",0.3221046,"Sadness",0.035717983
16191,"HURTADO MILLER",34,"municipal98, media",16191,"Ahora, este es un trabajo (?).",5,"Enthusiasm","Enthusiasm",0.966355,"Hope",0.009911293,"Anger",0.009360854
19195,"MONTESINOS",39,"reelection, canal4, media, public_officials",19195,"Del Congreso, yo creo que con esto cerramos e capítulo.",4,"Joy","Joy",0.40787423,"Enthusiasm",0.3275979,"Pride",0.1277518
6642,"MONTESINOS",20,"lucchetti_factory, safety",6642.14,"El Ejército, la Marina, la Aviación y nosotros, cada uno, aportamos 3 mil dólares.",5,"Enthusiasm","Enthusiasm",0.65999204,"None of Them",0.1587694,"Hope",0.061134763
6098,"PERCOVICH",2,"foreign, safety",6098.1,"Yo no le podría contestar, no le podría con testar porque yo no sé nada.",5,"Enthusiasm","Enthusiasm",0.8019919,"Anger",0.13706607,"Sadness",0.034311086
7244,"MONTESINOS",21,"reelection, state_capture",7244.1,"Pues carajo, yo presioné para (ininteligible).",0,"Anger","Anger",0.6853674,"Enthusiasm",0.25364587,"Sadness",0.018139532
12151,"DESCONOCIDO",30,"referendum, ecuador, reelection, state_capture",12151.3,"A ver, te presto la copia.",5,"Enthusiasm","Enthusiasm",0.91480964,"Hope",0.030134073,"Pride",0.017690133
6195,"DESCONOCIDO",2,"foreign, safety",6195,"Que prohiba a las personas en los Estados Unidos hablar al respecto.",5,"Enthusiasm","Enthusiasm",0.42668694,"Anger",0.2577492,"Pride",0.19268347
1788,"DESCONOCIDO",100,"safety",1788,"De Costa Rica, ¿hay una de Costa Rica, no doctor?",5,"Enthusiasm","Enthusiasm",0.9211424,"Anger",0.03474957,"Fear",0.009193051
1963,"MONTESINOS",102,"media, wiese, state_capture",1963.1,"Ya. Ya.",5,"Enthusiasm","Enthusiasm",0.9238153,"Hope",0.025449274,"Pride",0.016721763
6479,"CUCULIZA",20,"lucchetti_factory, safety",6479,"Lo traigo con (ininteligible) para esas (ininteligible) iglesias evangélicas han pedido esta mañana como si supieran algo acá hay un respaldo para lanzar mi candidatura a Lima (ininteligible) parece que nos hubiésemos puesto de acuerdo y en estas encuestas salía el ""loco Olivera"" que inclusive me da mucho dinero a mí para que yo candidatee, por favor, yo no me muevo al compás de dinero, por favor.",0,"Anger","Anger",0.77543324,"Enthusiasm",0.17639242,"Sadness",0.01676862
4691,"MONTESINOS",15,"lucchetti_factory",4691.2,"Entonces, me indigna, porque era una persona, de todo lo que es, pero trabaja.",3,"Sadness","Sadness",0.48725244,"Anger",0.41249835,"Enthusiasm",0.04646339
9856,"VALLE RIESTRA",27,"safety",9856,"¡Ah!, ya.",5,"Enthusiasm","Enthusiasm",0.7788453,"Joy",0.08638463,"Hope",0.056968417
10145,"VALLE RIESTRA",27,"safety",10145,"¿A qué doctor",5,"Enthusiasm","Enthusiasm",0.96269625,"Anger",0.015812485,"Pride",0.005745143
159,"ALVA",1,"foreign",159,"Sí, sí, sí incluso me parece que en alguna ocasión me co mentó el señor Markovich que había sido portador de alguna valija importante.",5,"Enthusiasm","Enthusiasm",0.8596621,"None of Them",0.03865159,"Anger",0.036751095
848,"MONTESINOS",10,"municipal98",848,"Así es.",5,"Enthusiasm","Enthusiasm",0.85157853,"Hope",0.047790177,"Joy",0.037704468
14975,"HURTADO MILLER",34,"municipal98, media",14975.3,"El único problema, dijo que es economista, los economistas suman, restan y atacan.",5,"Enthusiasm","Enthusiasm",0.5999142,"Anger",0.32015663,"Sadness",0.041445814
18019,"LOCUTOR",36,"promotions",18019.2,"Le paso.",5,"Enthusiasm","Enthusiasm",0.8670785,"Hope",0.046257745,"Pride",0.040201124
6128,"PERCOVICH",2,"foreign, safety",6128,"Yo la escribí, la redacción es mía.",5,"Enthusiasm","Enthusiasm",0.8231993,"None of Them",0.09748399,"Joy",0.033070404
18057,"MONROE",36,"promotions",18057,"(?).",5,"Enthusiasm","Enthusiasm",0.93038344,"Hope",0.01700165,"Anger",0.016235135
13607,"BOROBIO",33,"referendum, municipal98, media",13607,"Pero dígamelo usted, señor Lúcar.",5,"Enthusiasm","Enthusiasm",0.8097248,"Anger",0.09538733,"Hope",0.05359012
13707,"MONTESINOS",33,"referendum, municipal98, media",13707,"Tiene usted que impulsarlo, ahora es el arguemento de decir 60 días, hagamos el debate ahora y después hacemos un segundo debate, pero en un cabildo, donde la gente me pregunte a mí, porque nos ha escuchado a los dos y que nos pregunten a las dos.",6,"Hope","Hope",0.36227122,"Enthusiasm",0.31893635,"Pride",0.27551895
10246,"VALLE RIESTRA",27,"safety",10246,"Con lo cual el Perú le debe rendir un homenaje por los servicios de inteligencia.",8,"None of Them","None of Them",0.424202,"Joy",0.20325819,"Enthusiasm",0.14800999
9030,"MONTESINOS",25,"media, foreign, safety, state_capture",9030,"Mejor quedarse callado.",5,"Enthusiasm","Enthusiasm",0.70757216,"Anger",0.1824888,"Sadness",0.04470341
10211,"VALLE RIESTRA",27,"safety",10211,"¡Qué interesante!",4,"Joy","Joy",0.6642702,"Enthusiasm",0.14194189,"Hope",0.08470915
9463,"VALLE RIESTRA",26,"referendum, reelection, safety",9463,"¿Qué posibilidades tienen?",5,"Enthusiasm","Enthusiasm",0.6522528,"Pride",0.23182136,"Hope",0.067435145
8403,"MONTESINOS",25,"media, foreign, safety, state_capture",8403.1,"Después de casi un año un calor.",4,"Joy","Joy",0.78248113,"Enthusiasm",0.077252716,"Pride",0.055518124
12038,"DESCONOCIDO",30,"referendum, ecuador, reelection, state_capture",12038.1,"El ... no (4) cumple el (ininteligible)..., cuando le da la gana (ininteligible)...",0,"Anger","Anger",0.7365875,"Enthusiasm",0.20496568,"Sadness",0.026520146
18575,"IBÁRCENA",38,"public_officials, safety, state_capture",18575,"(?)",5,"Enthusiasm","Enthusiasm",0.9395918,"Hope",0.015590409,"Anger",0.012470072
2701,"DESCONOCIDO",102,"media, wiese, state_capture",2701,"Ya le dije a ella: ""Hágame la llamada desde un hostal con el codigo del señor (?)"".",5,"Enthusiasm","Enthusiasm",0.93198586,"Anger",0.023292068,"Hope",0.015305221
11161,"REATEGUI",29,"miraflores, canal4",11161,"Porque más votos tiene la gente que está afuera.",5,"Enthusiasm","Enthusiasm",0.46256343,"None of Them",0.17738886,"Hope",0.1421035
11208,"REATEGUI",29,"miraflores, canal4",11208,"Ya está fuera de contienda.",5,"Enthusiasm","Enthusiasm",0.64872664,"Anger",0.22627327,"Sadness",0.07019854
2304,"DESCONOCIDO",102,"media, wiese, state_capture",2304,"Suponte, suponte ya, vamos a pensar que entre la SUNAT.",5,"Enthusiasm","Enthusiasm",0.8694817,"Hope",0.04668144,"Pride",0.043867838
9473,"MONTESINOS",26,"referendum, reelection, safety",9473,"Por ejemplo el delito que han cometido acá, no es cometido allá.",5,"Enthusiasm","Enthusiasm",0.58844334,"Anger",0.33739704,"Fear",0.020908987
14252,"MONTESINOS",33,"referendum, municipal98, media",14252,"Sí.",5,"Enthusiasm","Enthusiasm",0.92838156,"Hope",0.02353815,"Pride",0.015861278
18021,"VERA",36,"promotions",18021,"Aló.",5,"Enthusiasm","Enthusiasm",0.9132894,"Pride",0.02039269,"Hope",0.019402174
5318,"MONTESINOS",16,"reelection, safety, state_capture",5318.1,"Ah, le digo: “ a ver, vamos a la comisaría”.",5,"Enthusiasm","Enthusiasm",0.8301992,"Anger",0.08989197,"Fear",0.024860246
5834,"MONTESINOS",19,"foreign, safety",5834.3,"En este contexto, la ley maestra que rige en este momento Contradrogas exige el accionar de la Policía Nacional que tiene la misión fundamental de la lucha contra el narcotráfico y que tiene que ser redefinida en algunos ejes centrales.",7,"Pride","Pride",0.47439334,"Hope",0.32078204,"Enthusiasm",0.16885108
15870,"HURTADO MILLER",34,"municipal98, media",15870.12,"(Pausa.)",5,"Enthusiasm","Enthusiasm",0.9480709,"Hope",0.015435125,"Pride",0.013950911
6959,"FUJIMORI",20,"lucchetti_factory, safety",6959,"Pero en este plan habría que (Ininteligible).",0,"Anger","Anger",0.8568577,"Enthusiasm",0.0869629,"Sadness",0.030362813
16895,"MONTESINOS",35,"referendum, reelection, media, state_capture",16895.2,"Y la falsedad en el recurso que tengo yo de la apelación que han hecho ellos, de la apelación que han hecho sobre la resolución de la ONPE, en ninguna parte están diciendo que Serpa se inhiba ni nada por el estilo.",0,"Anger","Anger",0.61234444,"Enthusiasm",0.3325471,"Sadness",0.023707403
3181,"DESCONOCIDO",103,"reelection, media, state_capture",3181.2,"Ahora, lo que sí no sé, si habrá celulares.",5,"Enthusiasm","Enthusiasm",0.80307615,"Pride",0.09702093,"Anger",0.03667036
10602,"MONTESINOS",28,"state_capture",10602,"De la Constitución del Estado y él lo sabe cuáles son perfectamente bien.",5,"Enthusiasm","Enthusiasm",0.3487626,"None of Them",0.2775816,"Joy",0.13489816
9113,"MONTESINOS",26,"referendum, reelection, safety",9113,"Bueno, Rospigliosi es un enano mental.",0,"Anger","Anger",0.7708552,"Enthusiasm",0.154744,"Disgust",0.032684654
4532,"MONTESINOS",13,"ivcher, foreign",4532,"Y quién entró a (?).",5,"Enthusiasm","Enthusiasm",0.94669443,"Anger",0.022719756,"Joy",0.00763929
8073,"MONTESINOS",23,"ecuador",8073,"Ahora, lo que sí necesito es para el hueco tuyo ¿qué persona tienes de confianza?",5,"Enthusiasm","Enthusiasm",0.84366643,"Pride",0.06942702,"Hope",0.0450173
17336,"DESCONOCIDO",36,"promotions",17336,"¡Aló, con (?), por favor.",5,"Enthusiasm","Enthusiasm",0.50145483,"Hope",0.25392938,"Anger",0.13709629
2121,"DESCONOCIDO",102,"media, wiese, state_capture",2121.1,"Me ha pedido 200 mil.",5,"Enthusiasm","Enthusiasm",0.92956746,"Anger",0.025244001,"Pride",0.014373413
17399,"BELLO VAZQUEZ",36,"promotions",17399.3,"Los pagarés nos paga a ese precio, al 35%; quiere decir que no requiere de (?)...",5,"Enthusiasm","Enthusiasm",0.72634166,"Anger",0.065601185,"None of Them",0.06495766
2722,"DESCONOCIDO",102,"media, wiese, state_capture",2722.1,"¿Ya?",5,"Enthusiasm","Enthusiasm",0.925129,"Hope",0.022178037,"Pride",0.017206535
18646,"ALEX KOURI",38,"public_officials, safety, state_capture",18646,"Y vas a escucharme, ¿ya?",5,"Enthusiasm","Enthusiasm",0.5774904,"Hope",0.21350503,"Pride",0.09713798
13624,"HURTADO MILLER",33,"referendum, municipal98, media",13624.1,"(11) El señor MONTESINOS TORRES",5,"Enthusiasm","Enthusiasm",0.97697806,"Joy",0.004916083,"Hope",0.004873441
14975,"HURTADO MILLER",34,"municipal98, media",14975.2,"Bien, bien.",5,"Enthusiasm","Enthusiasm",0.6777272,"Joy",0.18725246,"Hope",0.045118
7864,"MONTESINOS",23,"ecuador",7864.1,"Nosotros logramos vender (ininteligible) para que a su vez presione al gobierno ecuatoriano, porque sino si se pasa el 30, el 30 son las elecciones en Ecuador.",5,"Enthusiasm","Enthusiasm",0.2700755,"None of Them",0.23877017,"Pride",0.17490104
1296,"MONTESINOS",10,"municipal98",1296,"Entonces mi pregunta es, ¿puede a la resultas del reclamo hacer una consignación de una cantidad de 4 ó 5 millones hasta que se resuelva.",5,"Enthusiasm","Enthusiasm",0.85809726,"Pride",0.06228898,"Anger",0.04618218
9659,"SANTANDER",26,"referendum, reelection, safety",9659,"Ha pedido que salgan un montón de gentes.",5,"Enthusiasm","Enthusiasm",0.49974632,"Hope",0.20888728,"Pride",0.1787394
16873,"MONTESINOS",35,"referendum, reelection, media, state_capture",16873,"Hermano, mira, ayer he trabajado la resolución de la ONPE en donde el Jurado ya tengo lista (ininteligible) Muñoz Arce o (ininteligible), ya está lista la resolución.",5,"Enthusiasm","Enthusiasm",0.7415178,"Joy",0.10411898,"None of Them",0.078207254
3588,"LUCCHETTI",11,"lucchetti_factory",3588,"(?)",5,"Enthusiasm","Enthusiasm",0.9395918,"Hope",0.015590409,"Anger",0.012470072
10929,"SANTANDER",28,"state_capture",10929,"El ingeniero Fujimori tiene una dimensión.",5,"Enthusiasm","Enthusiasm",0.8097873,"None of Them",0.06898366,"Anger",0.031617574
3596,"LUCCHETTI",11,"lucchetti_factory",3596,"Le den la protección.",7,"Pride","Pride",0.6328956,"Hope",0.19584869,"Enthusiasm",0.11022641
5834,"MONTESINOS",19,"foreign, safety",5834.8,"Pero para el presente año, nosotros tenemos como inteligencia que adelantarnos y recomendar a nuestro gobierno y a nuestro congreso el marco jurídico adecuado que permita entrar en una serie de detalles, que sería innecesario que yo los precisara desde el punto de vista legal con nitidez, pues eso va lo haremos en los escalones pertinentes, la dación de un dispositivo aclaratorio y complementario a la ley N.° 824, que dote a las fuerzas del orden, al Ministerio de Defensa y al Ministerio del Interior de los instrumentos legales para que los tra ficantes no puedan evadir la acción de la justicia, y la inteligencia tenga la capacidad de poder actuar con mayor eficacia.",7,"Pride","Pride",0.42849216,"Hope",0.29804885,"Enthusiasm",0.23492847
9239,"VALLE RIESTRA",26,"referendum, reelection, safety",9239.3,"¿No es verdad?",5,"Enthusiasm","Enthusiasm",0.87559086,"Hope",0.035853345,"Pride",0.030073145
15799,"BOROBIO",34,"municipal98, media",15799.2,"Entonces yo le voy a dar tus teléfonos para que te llame y le des una cita, posiblemente tendría que ser tipo 9 de la noche, ah.",5,"Enthusiasm","Enthusiasm",0.85660785,"Pride",0.07067926,"Hope",0.039167047
15933,"HURTADO MILLER",34,"municipal98, media",15933,"(?) (Risas.)",5,"Enthusiasm","Enthusiasm",0.7404298,"Joy",0.15763488,"Pride",0.031730328
998,"MONTESINOS",10,"municipal98",998,"Totalmente, entonces, han salido comunicados...",5,"Enthusiasm","Enthusiasm",0.96080226,"Anger",0.009425628,"Pride",0.0074600694
4757,"MONTESINOS",15,"lucchetti_factory",4757.1,"Bueno, pero eso ya son cosas que van al terreno político, usted es un empresario y las informaciones de orden político (?) como (?) porque es su compatriota, y es embajador y (?).",5,"Enthusiasm","Enthusiasm",0.80238295,"Anger",0.14827909,"Hope",0.009804798
12138,"HERNANDEZ CANELO",30,"referendum, ecuador, reelection, state_capture",12138,"Los profesores se (ininteligible) al acta de planillones a los (ininteligible) se continúa con la venta de planillones (ininteligible).",5,"Enthusiasm","Enthusiasm",0.6906716,"Anger",0.23132361,"Sadness",0.025206966
14482,"HURTADO MILLER",34,"municipal98, media",14482,"Y además nadie sabe cuánto.",5,"Enthusiasm","Enthusiasm",0.44709328,"Anger",0.35214788,"Sadness",0.14995368
7495,"MONTESINOS",21,"reelection, state_capture",7495.2,"Estamos totalmente de acuerdo en que mañana tenemos que conocer el asunto.",5,"Enthusiasm","Enthusiasm",0.5217768,"Pride",0.24908401,"Hope",0.14291425
15921,"HERMOZA RIOS",34,"municipal98, media",15921,"¿Nada?",5,"Enthusiasm","Enthusiasm",0.9139839,"Anger",0.043096885,"Pride",0.013970602
19718,"MONTESINOS",40,"referendum, reelection",19718,"Ahora, esto es para estudiar el Máster en Bussinnes Administration, que es lo que ella quiere ser, el IBA.",5,"Enthusiasm","Enthusiasm",0.8113226,"Hope",0.06937863,"Pride",0.06297773
7694,"MONTESINOS",21,"reelection, state_capture",7694.1,"Ya pasó medio año.",5,"Enthusiasm","Enthusiasm",0.8129267,"None of Them",0.065285966,"Joy",0.046529733
10015,"MONTESINOS",27,"safety",10015.1,"¿Se acuerda usted?",5,"Enthusiasm","Enthusiasm",0.87230617,"Anger",0.047581784,"Hope",0.033546213
1413,"HUAMAN",10,"municipal98",1413,"Sí, entonces, voy a poner acá el parlante, como si fuese el parlante del equipo mismo o aquí.",5,"Enthusiasm","Enthusiasm",0.9143756,"Hope",0.03287667,"Anger",0.01583112
12545,"ARCE",31,"referendum, reelection, state_capture",12545,"Así es.",5,"Enthusiasm","Enthusiasm",0.85157853,"Hope",0.047790177,"Joy",0.037704468
11771,"BURNEI",3,"public_officials, state_capture",11771,"Y usted debe específicamente información de cómo le va a la compañía.",5,"Enthusiasm","Enthusiasm",0.92997694,"Pride",0.021194926,"Hope",0.020536974
