sentence_id,label_0,label_0_prob,label_1,label_1_prob,label_2,label_2_prob
10039.0,Anger,0.85520935,Disgust,0.060726155,None of Them,0.060178317
1004.0,None of Them,0.94515747,Enthusiasm,0.024710858,Hope,0.011364746
10040.0,None of Them,0.9483989,Enthusiasm,0.01025607,Anger,0.008833791
10040.1,None of Them,0.8838218,Anger,0.046192016,Joy,0.026430821
10041.0,None of Them,0.89753777,Joy,0.03532757,Hope,0.02166646
10041.1,None of Them,0.8846966,Anger,0.035684958,Hope,0.027330335
10042.0,None of Them,0.93629307,Pride,0.02541261,Enthusiasm,0.013754501
10043.3,Anger,0.8824196,Disgust,0.0634912,None of Them,0.027361095
10043.2,Anger,0.58362544,None of Them,0.3413969,Sadness,0.04820757
10043.1,None of Them,0.6404073,Anger,0.26365566,Sadness,0.028615447
10043.0,None of Them,0.8931395,Enthusiasm,0.04158619,Hope,0.020939406
10044.0,None of Them,0.85157853,Enthusiasm,0.047790177,Joy,0.037704468
10045.0,None of Them,0.771516,Anger,0.10716113,Hope,0.027169207
10045.1,Anger,0.8080601,None of Them,0.12430424,Sadness,0.04224073
10045.2,Anger,0.8578407,None of Them,0.085709035,Sadness,0.029199686
10045.3,Anger,0.61598456,None of Them,0.24823876,Sadness,0.06635531
10045.4,Anger,0.3061101,Joy,0.23247421,None of Them,0.21082069
10045.5,None of Them,0.93228,Enthusiasm,0.018394044,Hope,0.015382334
10046.0,None of Them,0.49974632,Enthusiasm,0.20888728,Hope,0.1787394
10047.0,Fear,0.68031615,None of Them,0.13120419,Anger,0.117637664
10048.0,Anger,0.6354072,None of Them,0.27770782,Sadness,0.04719568
10048.1,Joy,0.5351532,None of Them,0.38364416,Hope,0.032554403
10049.0,Hope,0.44707334,None of Them,0.3762899,Enthusiasm,0.11037954
10049.1,None of Them,0.8204174,Anger,0.072060876,Hope,0.0568306
1005.0,None of Them,0.92838156,Enthusiasm,0.02353815,Hope,0.015861278
10050.0,Enthusiasm,0.3275866,None of Them,0.30789486,Hope,0.2595785
10051.0,Hope,0.52216613,None of Them,0.23114926,Enthusiasm,0.07231479
10051.1,None of Them,0.4150694,Joy,0.21901903,Hope,0.18716079
10052.0,None of Them,0.4219777,Pride,0.19005252,Hope,0.15090372
10052.1,None of Them,0.46453926,Hope,0.31098995,Enthusiasm,0.12423499
10052.2,Pride,0.2809452,Joy,0.24462256,Hope,0.18213168
10053.0,Pride,0.44925395,None of Them,0.24793477,Hope,0.10513203
10053.1,None of Them,0.6178227,Enthusiasm,0.11124563,Sadness,0.079943925
10054.0,None of Them,0.9087439,Enthusiasm,0.03958851,Hope,0.020871598
10055.0,None of Them,0.95822954,Anger,0.011721308,Enthusiasm,0.008980268
10055.1,None of Them,0.8409122,Anger,0.074295074,Joy,0.027119761
10055.2,None of Them,0.8960774,Enthusiasm,0.031640936,Hope,0.028147668
10055.3,None of Them,0.9621905,Enthusiasm,0.008964856,Anger,0.008156977
10055.4,None of Them,0.94318783,Enthusiasm,0.024562629,Hope,0.012215154
10055.5,None of Them,0.8532133,Enthusiasm,0.04513228,Hope,0.04489571
10056.0,Joy,0.49210918,None of Them,0.32098132,Enthusiasm,0.06071021
10057.1,None of Them,0.7156342,Enthusiasm,0.11993377,Hope,0.06816563
10057.0,Anger,0.8487762,None of Them,0.087228104,Sadness,0.038892988
10058.0,None of Them,0.88394386,Joy,0.036150426,Hope,0.02102785
10059.0,None of Them,0.5019328,Anger,0.30118546,Enthusiasm,0.07865145
10059.1,None of Them,0.8223607,Hope,0.06823408,Enthusiasm,0.04729476
1006.0,None of Them,0.43645766,Hope,0.4345287,Enthusiasm,0.09146213
10060.0,None of Them,0.8569276,Pride,0.054785594,Joy,0.029972013
10061.0,None of Them,0.94813937,Anger,0.019817613,Fear,0.008706392
10061.1,None of Them,0.9193654,Hope,0.019860834,Anger,0.01728542
10061.2,None of Them,0.9407335,Hope,0.014860305,Anger,0.013263774
10062.0,None of Them,0.9343613,Hope,0.020625927,Enthusiasm,0.017239843
10063.0,None of Them,0.94976324,Anger,0.019929519,Hope,0.00957137
10063.1,None of Them,0.87580055,Hope,0.030601498,Enthusiasm,0.03032655
10064.0,Joy,0.5232208,Pride,0.22095275,None of Them,0.13089316
10064.1,Joy,0.5351532,None of Them,0.38364416,Hope,0.032554403
10065.1,None of Them,0.3681702,Anger,0.36635846,Sadness,0.204593
10065.0,None of Them,0.88224083,Pride,0.033295624,Anger,0.026479483
10066.0,None of Them,0.9236398,Enthusiasm,0.035209846,Hope,0.016856082
10067.0,None of Them,0.70136803,Enthusiasm,0.08972807,Pride,0.06877213
10067.1,None of Them,0.8082882,Enthusiasm,0.069161706,Hope,0.050920773
10067.2,Joy,0.5351532,None of Them,0.38364416,Hope,0.032554403
10068.0,None of Them,0.3749498,Sadness,0.30508542,Anger,0.24823195
10069.0,None of Them,0.97594416,Joy,0.0051073185,Pride,0.004881585
10069.1,None of Them,0.92915034,Joy,0.025984854,Anger,0.011721703
10069.2,None of Them,0.9714595,Joy,0.00786096,Pride,0.006512638
10069.3,None of Them,0.9691365,Enthusiasm,0.0076307585,Hope,0.006955399
1007.0,None of Them,0.8931395,Enthusiasm,0.04158619,Hope,0.020939406
10070.3,None of Them,0.9528135,Enthusiasm,0.014817356,Anger,0.012860142
10070.0,Joy,0.5886494,Pride,0.24712944,None of Them,0.08719974
10070.1,Anger,0.77114743,None of Them,0.14122388,Disgust,0.036474083
10070.2,Disgust,0.78517514,Anger,0.18646722,None of Them,0.015328851
10070.4,Sadness,0.8969989,Pride,0.03391151,None of Them,0.02840012
10071.0,Anger,0.4238733,Sadness,0.3395952,None of Them,0.15823205
10072.0,Sadness,0.7890672,Anger,0.16807081,None of Them,0.023910584
10072.1,Sadness,0.6327272,None of Them,0.15630062,Anger,0.1443254
10073.0,None of Them,0.8993197,Enthusiasm,0.03146449,Joy,0.02152273
10074.0,None of Them,0.58630645,Anger,0.35093498,Sadness,0.030356813
10075.0,None of Them,0.311313,Fear,0.23527358,Anger,0.14999181
10076.0,None of Them,0.39429533,Pride,0.26851916,Joy,0.13581079
10077.0,Anger,0.8905158,None of Them,0.050209504,Sadness,0.027235432
10077.1,None of Them,0.7584433,Anger,0.16437161,Enthusiasm,0.026913771
10078.0,Anger,0.80795723,None of Them,0.12061361,Sadness,0.036045983
10079.0,Anger,0.59773093,Disgust,0.20250353,None of Them,0.16925757
1008.0,None of Them,0.9537753,Hope,0.016000805,Enthusiasm,0.014667789
10080.0,None of Them,0.92838156,Enthusiasm,0.02353815,Hope,0.015861278
10081.0,None of Them,0.43248907,Anger,0.27583525,Fear,0.19621016
10082.0,None of Them,0.47380814,Anger,0.4433895,Joy,0.023858156
10083.0,None of Them,0.50849986,Anger,0.41505563,Sadness,0.03370221
10084.0,Joy,0.5572164,Pride,0.27263308,None of Them,0.10884392
10085.0,None of Them,0.3923996,Pride,0.33718553,Joy,0.10173601
10086.0,None of Them,0.95729035,Enthusiasm,0.010517964,Hope,0.009290736
10087.0,Anger,0.49867055,None of Them,0.39627093,Fear,0.03197967
10087.1,None of Them,0.9726968,Joy,0.007593416,Hope,0.004256219
10088.0,Joy,0.6546701,Pride,0.16187888,None of Them,0.084229544
10089.0,Pride,0.6514732,Joy,0.24111582,None of Them,0.04619519
10089.1,Anger,0.43209225,None of Them,0.39897048,Disgust,0.059594456
1009.0,None of Them,0.6316053,Anger,0.11190008,Joy,0.09477084
10090.0,None of Them,0.8336759,Enthusiasm,0.05370149,Anger,0.041891724
10090.1,Pride,0.56773317,None of Them,0.22603098,Joy,0.08207006
10090.2,Pride,0.445092,None of Them,0.31304088,Anger,0.09207574
10091.0,Joy,0.47925082,Pride,0.30045167,None of Them,0.09486587
10091.1,None of Them,0.6364793,Anger,0.16799107,Sadness,0.14724864
10092.0,None of Them,0.6195351,Anger,0.28545955,Sadness,0.027033333
10093.0,None of Them,0.88460666,Enthusiasm,0.03913271,Hope,0.022051081
10094.0,None of Them,0.6206378,Anger,0.29746872,Sadness,0.030813418
10095.0,None of Them,0.7677876,Anger,0.06505302,Enthusiasm,0.064611234
10096.0,Joy,0.54939747,None of Them,0.24811053,Enthusiasm,0.07242271
10097.0,Pride,0.6683954,None of Them,0.13381213,Joy,0.13313122
10098.0,None of Them,0.92624086,Anger,0.038818665,Hope,0.009184172
10098.1,Anger,0.5176359,None of Them,0.36472732,Sadness,0.037875872
10098.2,None of Them,0.6788049,Hope,0.082982585,Anger,0.07266127
10099.0,Pride,0.44741672,Joy,0.26364332,None of Them,0.1793908
101.0,None of Them,0.9239218,Anger,0.027335877,Hope,0.022612633
1010.0,Hope,0.675867,Enthusiasm,0.16689475,None of Them,0.06766046
10100.0,None of Them,0.9726356,Enthusiasm,0.0055437605,Hope,0.0051465966
10101.0,None of Them,0.93077976,Pride,0.018427609,Sadness,0.0118548
10102.0,None of Them,0.7627924,Anger,0.15184732,Enthusiasm,0.022455053
10102.1,None of Them,0.49981123,Anger,0.4094043,Sadness,0.04976666
10103.0,None of Them,0.7496095,Anger,0.08212633,Enthusiasm,0.04512538
10104.1,None of Them,0.80011165,Pride,0.048519537,Anger,0.045689996
10104.0,None of Them,0.8007093,Anger,0.047130182,Sadness,0.04362197
10105.0,None of Them,0.89676654,Anger,0.0493885,Enthusiasm,0.011109865
10106.0,None of Them,0.957595,Enthusiasm,0.014307598,Hope,0.008095473
10107.0,None of Them,0.688492,Enthusiasm,0.08901204,Anger,0.060999233
10108.0,None of Them,0.48878565,Anger,0.37896508,Sadness,0.075333886
10108.1,None of Them,0.44217277,Anger,0.38164297,Fear,0.045782473
10109.0,None of Them,0.78582466,Joy,0.11340459,Hope,0.029440641
1011.0,Anger,0.4532466,None of Them,0.4304433,Sadness,0.063952774
10110.0,Pride,0.60613215,Joy,0.18117163,None of Them,0.14649175
10111.0,Joy,0.58890676,None of Them,0.20414327,Pride,0.14577292
10111.1,None of Them,0.8498756,Anger,0.075800575,Sadness,0.029580547
10112.0,None of Them,0.7610799,Anger,0.14458819,Hope,0.026840715
10112.1,None of Them,0.55968785,Joy,0.17388915,Pride,0.17284082
10113.0,Joy,0.87795186,Pride,0.043014463,None of Them,0.028876157
10114.3,None of Them,0.8406168,Anger,0.06338223,Enthusiasm,0.033700064
10114.2,Anger,0.8695216,None of Them,0.053254955,Sadness,0.05156209
10114.1,None of Them,0.8371079,Anger,0.10168606,Hope,0.017123127
10114.0,None of Them,0.9126501,Hope,0.025012651,Enthusiasm,0.017017078
10115.0,Enthusiasm,0.50092834,None of Them,0.31594142,Hope,0.102158286
10116.0,None of Them,0.5336252,Enthusiasm,0.23876652,Hope,0.103959315
10117.0,None of Them,0.660526,Anger,0.2505393,Enthusiasm,0.027376212
10117.1,None of Them,0.8973209,Enthusiasm,0.037403625,Hope,0.025346523
10117.2,None of Them,0.53148323,Enthusiasm,0.16658132,Pride,0.09245945
10118.0,None of Them,0.6670694,Enthusiasm,0.18240821,Joy,0.054775815
10119.0,None of Them,0.9608766,Joy,0.009090357,Enthusiasm,0.008542366
1012.0,None of Them,0.86290115,Anger,0.059069842,Pride,0.024100253
10120.0,None of Them,0.94990313,Anger,0.016368717,Enthusiasm,0.010271435
10120.1,Joy,0.8472458,Pride,0.08761124,Enthusiasm,0.032294776
10121.0,Joy,0.54114705,Pride,0.27234662,None of Them,0.07734615
10122.0,None of Them,0.4601581,Enthusiasm,0.1762018,Hope,0.11989223
10123.0,None of Them,0.7391288,Anger,0.11312911,Enthusiasm,0.03845645
10124.1,Anger,0.55071276,Sadness,0.21582136,None of Them,0.19745782
10124.0,None of Them,0.7979471,Anger,0.05098249,Enthusiasm,0.032601833
10125.0,None of Them,0.43309757,Anger,0.39827853,Sadness,0.103242725
10126.0,Anger,0.43414998,None of Them,0.366537,Sadness,0.090149984
10127.0,Hope,0.56945556,None of Them,0.1649714,Enthusiasm,0.12036398
10128.0,Hope,0.56945556,None of Them,0.1649714,Enthusiasm,0.12036398
10128.1,None of Them,0.5408228,Anger,0.3740171,Sadness,0.030711243
10128.2,None of Them,0.8707195,Anger,0.051776208,Enthusiasm,0.019557308
10129.0,None of Them,0.36847687,Joy,0.3469766,Pride,0.1235991
1013.0,None of Them,0.96080226,Anger,0.009425628,Hope,0.0074600694
10130.0,None of Them,0.36847687,Joy,0.3469766,Pride,0.1235991
10131.0,None of Them,0.37656713,Joy,0.24358676,Pride,0.11680247
10132.0,None of Them,0.8545697,Pride,0.056077566,Joy,0.02349685
10133.0,None of Them,0.5624295,Anger,0.3530743,Sadness,0.032083955
10134.0,None of Them,0.94287074,Anger,0.015798194,Pride,0.011996462
10134.1,None of Them,0.54322153,Anger,0.3394983,Sadness,0.04221666
10135.0,None of Them,0.94937295,Enthusiasm,0.01702969,Hope,0.011342011
10136.0,None of Them,0.90636283,Anger,0.05092711,Enthusiasm,0.014887785
10137.0,None of Them,0.933672,Enthusiasm,0.015956078,Anger,0.015440838
10138.0,None of Them,0.92846483,Anger,0.027005369,Hope,0.013189936
10139.0,None of Them,0.9169794,Anger,0.031007111,Fear,0.016249064
1014.0,None of Them,0.84235424,Pride,0.0361142,Hope,0.030953906
10140.0,None of Them,0.9514884,Anger,0.012311307,Enthusiasm,0.012064328
10141.0,None of Them,0.9323109,Enthusiasm,0.024154276,Anger,0.01387666
10142.0,None of Them,0.86436677,Joy,0.053271826,Hope,0.026750473
10142.1,None of Them,0.93972445,Pride,0.023301173,Sadness,0.009420906
10143.0,None of Them,0.5409093,Anger,0.20419692,Fear,0.12707548
10144.0,None of Them,0.73928595,Joy,0.096907705,Enthusiasm,0.07781223
10145.0,None of Them,0.23755783,Hope,0.2186575,Pride,0.19709432
10145.1,None of Them,0.5248998,Anger,0.09669638,Hope,0.09117832
10146.0,None of Them,0.6048936,Pride,0.11734296,Hope,0.09884374
10147.1,Hope,0.47473782,Joy,0.20116499,None of Them,0.11937483
10147.0,None of Them,0.8517781,Enthusiasm,0.081656024,Hope,0.036621593
10148.0,None of Them,0.5725272,Pride,0.19668947,Enthusiasm,0.08889031
10149.0,None of Them,0.92838156,Enthusiasm,0.02353815,Hope,0.015861278
1015.0,Anger,0.5305161,None of Them,0.40005872,Sadness,0.016570482
10150.0,None of Them,0.41714686,Fear,0.20877391,Anger,0.13282849
10151.0,None of Them,0.8282631,Enthusiasm,0.06971416,Hope,0.03299209
10152.0,None of Them,0.72493124,Pride,0.12918803,Enthusiasm,0.056164734
10152.1,None of Them,0.884314,Hope,0.039670564,Enthusiasm,0.035605546
10152.2,Joy,0.6938356,None of Them,0.16566515,Pride,0.0738426
10153.0,None of Them,0.8931395,Enthusiasm,0.04158619,Hope,0.020939406
10154.0,Pride,0.4334526,Joy,0.36562493,None of Them,0.092491545
10155.0,None of Them,0.85157853,Enthusiasm,0.047790177,Joy,0.037704468
10156.0,Joy,0.72304815,Pride,0.14278731,None of Them,0.06002929
10157.0,None of Them,0.85157853,Enthusiasm,0.047790177,Joy,0.037704468
10158.0,Pride,0.78721577,Joy,0.075732075,None of Them,0.049418535
10159.0,Pride,0.78721577,Joy,0.075732075,None of Them,0.049418535
1016.0,Hope,0.3452164,None of Them,0.24624452,Enthusiasm,0.20680642
10160.0,Anger,0.6410654,None of Them,0.28476125,Sadness,0.038306553
10161.0,Anger,0.7317318,None of Them,0.19796479,Sadness,0.0422013
10162.0,None of Them,0.9715585,Enthusiasm,0.007586031,Anger,0.006459996
10162.1,None of Them,0.91245306,Enthusiasm,0.028125454,Pride,0.025635492
10162.2,Joy,0.47542566,None of Them,0.4214297,Hope,0.038105026
10163.0,None of Them,0.8384136,Anger,0.05324802,Hope,0.030701034
10164.0,None of Them,0.6693789,Anger,0.20375703,Hope,0.04036546
10165.0,None of Them,0.44152823,Joy,0.20902784,Hope,0.14039873
10165.1,Anger,0.68691,None of Them,0.25238034,Sadness,0.026867123
10165.2,Hope,0.4315855,Enthusiasm,0.254943,None of Them,0.17658868
10165.3,None of Them,0.8429294,Enthusiasm,0.085058965,Hope,0.042717688
10165.4,None of Them,0.34519798,Hope,0.26446807,Enthusiasm,0.24486797
10165.5,Hope,0.49691767,None of Them,0.12207032,Enthusiasm,0.105027094
10166.0,None of Them,0.939463,Fear,0.015978532,Enthusiasm,0.015974639
10167.0,None of Them,0.6670694,Enthusiasm,0.18240821,Joy,0.054775815
10168.0,None of Them,0.4392418,Anger,0.1704566,Fear,0.13472357
10169.0,None of Them,0.85157853,Enthusiasm,0.047790177,Joy,0.037704468
1017.0,Anger,0.73323387,None of Them,0.22003153,Sadness,0.01599557
1017.1,None of Them,0.89602464,Enthusiasm,0.03260354,Hope,0.032508314
10170.0,Anger,0.4253131,Fear,0.23331134,Sadness,0.15138689
10171.0,Hope,0.36407626,Enthusiasm,0.29249126,Fear,0.13883407
10171.1,None of Them,0.52852446,Pride,0.14341465,Joy,0.12710086
10172.0,None of Them,0.97059363,Joy,0.008773777,Pride,0.007336458
10173.0,None of Them,0.9406431,Joy,0.013148231,Anger,0.011227658
10173.1,None of Them,0.75325704,Anger,0.16870329,Sadness,0.02568351
10174.0,None of Them,0.9395918,Enthusiasm,0.015590409,Anger,0.012470072
10174.1,None of Them,0.458538,Anger,0.37469673,Fear,0.05504408
10175.0,None of Them,0.61370975,Anger,0.19156276,Joy,0.06326738
10176.0,Hope,0.42011413,None of Them,0.35243568,Anger,0.11021642
10177.0,None of Them,0.8380602,Joy,0.05489995,Enthusiasm,0.037723176
10177.1,None of Them,0.69643384,Hope,0.16325125,Enthusiasm,0.074899
10178.0,None of Them,0.97530645,Anger,0.0074758586,Enthusiasm,0.0053919717
10179.0,Hope,0.4135597,Enthusiasm,0.33804947,None of Them,0.13903591
10179.1,Hope,0.5368013,Enthusiasm,0.2680153,None of Them,0.1337148
10179.2,Anger,0.46904296,None of Them,0.3384642,Fear,0.07576471
10179.3,Pride,0.66405755,None of Them,0.13744499,Anger,0.07471994
10179.4,None of Them,0.34097975,Hope,0.31311086,Enthusiasm,0.2078016
10179.5,Hope,0.37668344,None of Them,0.2672892,Enthusiasm,0.26063257
10179.6,Hope,0.72190005,Enthusiasm,0.18110041,None of Them,0.04692501
1018.0,None of Them,0.85045546,Joy,0.0491263,Pride,0.034191176
10180.0,None of Them,0.8931395,Enthusiasm,0.04158619,Hope,0.020939406
10181.0,Enthusiasm,0.4151646,Hope,0.29699254,None of Them,0.16884895
10181.1,None of Them,0.4147255,Hope,0.24058741,Enthusiasm,0.18737869
10182.0,None of Them,0.959082,Joy,0.009255867,Enthusiasm,0.008466064
10183.0,None of Them,0.6552384,Joy,0.13295949,Enthusiasm,0.09824819
10184.0,Anger,0.8159767,None of Them,0.12481172,Sadness,0.03092482
10185.0,None of Them,0.6670694,Enthusiasm,0.18240821,Joy,0.054775815
10186.0,Pride,0.6487442,Joy,0.13981797,None of Them,0.11050298
